"Timestamp","David de Gea","Ashley Young","Harry Maguire","Victor Lindelof","Aaron Wan-Bissaka","Fred","Scott McTominay","Marcus Rashford","Jesse Lingard","Daniel James","Mason Greenwood","Andreas Pereira(optional)","Team Performance","Final Result","Ole","Tottenham","Did the ref/VAR do a good job (optional, please be unbiased)"
"2019/12/06 4:03:43 PM GMT+1","7","5","6","6","8","8","7","9","7","6","6","5","8","6","9","7","Yes"
"2019/12/06 4:04:14 PM GMT+1","9","7","7","8","9","9","8","10","8","9","8","6","8","8","8","7","Yes"
"2019/12/06 4:04:33 PM GMT+1","6","6","7","7","5","8","7","10","5","7","7","","7","8","7","3","Yes"
"2019/12/06 4:05:26 PM GMT+1","8","7","5","7","7","9","8","9","7","7","5","5","8","9","9","6","Yes"
"2019/12/06 4:05:26 PM GMT+1","8","8","7","8","7","9","7","10","7","8","6","5","8","9","8","6","Yes"
"2019/12/06 4:05:43 PM GMT+1","7","6","6","7","7","9","8","10","8","7","7","","8","9","8","6","Yes"
"2019/12/06 4:06:36 PM GMT+1","8","7","7","7","8","9","8","10","7","8","7","4","9","9","9","6","Yes"
"2019/12/06 4:07:23 PM GMT+1","8","8","8","8","8","9","9","9","8","8","8","","9","10","10","7","Yes"
"2019/12/06 4:08:06 PM GMT+1","7","7","7","7","7","8","7","9","7","7","7","6","7","7","8","4","Yes"
"2019/12/06 4:08:25 PM GMT+1","7","7","7","7","7","8","7","9","7","7","7","6","7","8","7","5","Yes"
"2019/12/06 4:08:36 PM GMT+1","9","8","8","9","9","9","8","10","9","9","8","5","9","9","9","7","Yes"
"2019/12/06 4:09:28 PM GMT+1","7","6","7","7","6","6","8","9","7","8","7","6","8","8","9","7","Yes"
"2019/12/06 4:11:45 PM GMT+1","6","8","6","7","6","8","7","8","6","6","6","6","7","7","8","1","Yes"
"2019/12/06 4:12:09 PM GMT+1","7","7","7","7","7","8","8","9","7","7","6","6","8","8","8","5","Yes"
"2019/12/06 4:12:49 PM GMT+1","6","6","6","8","7","7","7","9","7","7","6","6","8","8","8","5","Yes"
"2019/12/06 4:13:09 PM GMT+1","7","7","7","7","7","8","8","9","7","7","7","7","8","9","9","4","Yes"
"2019/12/06 4:13:32 PM GMT+1","6","6","6","8","7","10","9","10","8","7","7","4","8","8","9","6","Yes"
"2019/12/06 4:13:55 PM GMT+1","7","8","8","9","8","8","9","10","8","8","7","6","9","10","9","5","Yes"
"2019/12/06 4:14:03 PM GMT+1","7","7","6","7","7","8","7","8","7","7","6","4","8","8","7","5","Yes"
"2019/12/06 4:14:23 PM GMT+1","8","6","7","8","8","8","7","9","7","6","6","","7","8","7","5","Yes"
"2019/12/06 4:14:37 PM GMT+1","8","7","7","8","8","8","8","10","8","7","6","5","9","10","9","3","Yes"
"2019/12/06 4:15:03 PM GMT+1","7","7","7","9","7","10","7","9","7","7","7","6","8","8","9","3","Yes"
"2019/12/06 4:15:17 PM GMT+1","8","7","8","8","7","9","9","9","8","7","7","6","9","9","9","4","Yes"
"2019/12/06 4:15:56 PM GMT+1","8","6","6","7","8","9","8","9","8","7","7","1","8","8","8","5","Yes"
"2019/12/06 4:16:13 PM GMT+1","6","7","6","8","7","9","8","9","7","7","7","6","7","7","8","6","Yes"
"2019/12/06 4:16:25 PM GMT+1","7","6","6","6","7","8","7","9","6","6","6","","7","7","7","5","Yes"
"2019/12/06 4:17:39 PM GMT+1","7","7","6","7","7","8","8","9","7","6","6","5","7","8","10","7","Yes"
"2019/12/06 4:22:51 PM GMT+1","7","7","6","8","8","8","9","10","8","7","7","5","9","9","9","6","Yes"
"2019/12/06 4:22:51 PM GMT+1","7","7","6","8","8","8","8","8","7","7","7","","8","7","8","5",""
"2019/12/06 4:23:45 PM GMT+1","7","7","6","7","7","9","8","9","6","6","6","","8","7","8","6","Yes"
"2019/12/06 4:24:02 PM GMT+1","7","6","6","8","6","9","7","9","7","7","6","","8","8","8","4","Yes"
"2019/12/06 4:24:55 PM GMT+1","8","6","8","9","8","9","8","10","8","8","7","6","9","9","10","6","Yes"
"2019/12/06 4:25:55 PM GMT+1","9","7","6","8","9","9","9","9","8","7","7","","9","9","10","6","Yes"
"2019/12/06 4:26:25 PM GMT+1","8","7","7","7","7","9","8","10","7","7","7","6","8","7","8","4","Yes"
"2019/12/06 4:26:37 PM GMT+1","8","6","7","7","7","7","7","10","7","6","5","3","7","8","9","4","Yes"
"2019/12/06 4:28:12 PM GMT+1","6","6","5","8","7","9","8","9","6","7","6","5","8","9","7","4",""
"2019/12/06 4:29:10 PM GMT+1","6","7","6","7","7","8","6","9","5","6","6","","7","7","7","5","Yes"
"2019/12/06 4:29:22 PM GMT+1","7","5","6","8","6","8","8","9","7","6","7","","8","9","7","4","Yes"
"2019/12/06 4:30:11 PM GMT+1","8","7","6","8","7","9","8","10","7","7","7","5","10","8","10","4","Yes"
"2019/12/06 4:31:13 PM GMT+1","8","7","6","7","8","7","7","9","7","8","6","5","8","7","8","6","No"
"2019/12/06 4:31:16 PM GMT+1","7","6","6","7","7","8","6","9","6","6","6","5","8","8","8","4","Yes"
"2019/12/06 4:31:19 PM GMT+1","7","6","8","8","9","10","9","10","7","7","6","","9","10","10","3",""
"2019/12/06 4:31:57 PM GMT+1","7","7","7","8","8","8","9","9","8","9","8","5","9","10","9","6",""
"2019/12/06 4:32:01 PM GMT+1","6","6","6","6","6","8","7","8","7","6","6","5","7","7","8","6","Yes"
"2019/12/06 4:32:34 PM GMT+1","7","5","7","7","6","8","7","9","6","6","6","5","8","8","8","3","Yes"
"2019/12/06 4:32:54 PM GMT+1","7","6","5","6","7","9","8","10","8","8","7","","10","10","10","5","Yes"
"2019/12/06 4:34:48 PM GMT+1","6","5","6","7","7","9","7","9","6","6","5","3","8","7","8","4","Yes"
"2019/12/06 4:35:19 PM GMT+1","8","6","6","5","6","9","7","9","7","7","6","4","7","8","8","5","Yes"
"2019/12/06 4:35:51 PM GMT+1","7","6","6","6","7","9","8","10","7","6","7","5","9","9","8","6","Yes"
"2019/12/06 4:36:13 PM GMT+1","6","5","6","6","7","7","7","9","7","6","5","5","7","8","7","3","Yes"
"2019/12/06 4:36:48 PM GMT+1","7","6","7","7","7","8","8","9","7","7","6","","8","9","8","5","Yes"
"2019/12/06 4:37:14 PM GMT+1","7","5","6","7","8","10","9","9","7","7","6","5","8","7","6","5","Yes"
"2019/12/06 4:38:18 PM GMT+1","7","7","6","7","7","9","8","9","7","6","7","4","8","8","8","6","Yes"
"2019/12/06 4:38:58 PM GMT+1","8","5","6","7","7","9","8","9","7","6","6","3","9","10","6","3","Yes"
"2019/12/06 4:39:02 PM GMT+1","8","6","6","9","8","9","9","9","7","8","7","4","9","10","9","8","Yes"
"2019/12/06 4:39:36 PM GMT+1","7","6","6","7","7","8","6","8","6","6","6","5","7","7","7","6","Yes"
"2019/12/06 4:41:22 PM GMT+1","6","6","7","8","7","10","8","10","7","7","6","5","8","8","9","5","Yes"
"2019/12/06 4:41:45 PM GMT+1","7","6","6","8","7","8","8","9","7","7","6","","9","8","8","6",""
"2019/12/06 4:42:09 PM GMT+1","8","7","5","5","7","8","8","10","8","6","6","","8","8","10","4","Yes"
"2019/12/06 4:42:10 PM GMT+1","6","7","6","8","8","9","8","9","6","7","6","5","9","10","8","5","Yes"
"2019/12/06 4:42:42 PM GMT+1","5","6","5","7","7","9","8","10","5","5","3","","8","9","8","6","Yes"
"2019/12/06 4:43:42 PM GMT+1","8","4","7","7","9","8","9","10","8","7","7","","9","10","9","5","Yes"
"2019/12/06 4:44:35 PM GMT+1","7","7","6","7","7","9","8","8","6","6","7","2","8","7","8","7","No"
"2019/12/06 4:45:33 PM GMT+1","9","8","7","7","8","8","9","10","8","7","6","5","9","10","9","5","Yes"
"2019/12/06 4:45:41 PM GMT+1","8","6","8","8","8","9","9","10","6","7","7","5","8","8","9","5","Yes"
"2019/12/06 4:46:15 PM GMT+1","6","5","6","7","6","8","6","9","7","7","6","","8","10","10","3","Yes"
"2019/12/06 4:46:49 PM GMT+1","8","6","7","8","9","9","8","10","8","8","7","7","8","8","8","5","No"
"2019/12/06 4:47:17 PM GMT+1","7","5","6","7","8","9","7","10","6","7","7","","8","8","6","4",""
"2019/12/06 4:47:20 PM GMT+1","7","7","8","9","8","9","9","10","7","7","7","6","9","8","9","5","Yes"
"2019/12/06 4:48:10 PM GMT+1","7","7","7","8","8","8","7","9","7","7","7","","8","9","9","5",""
"2019/12/06 4:49:17 PM GMT+1","8","6","7","7","8","8","7","9","7","7","6","","7","8","6","7","Yes"
"2019/12/06 4:49:42 PM GMT+1","7","6","6","8","8","9","8","9","7","8","6","5","9","9","8","5","Yes"
"2019/12/06 4:50:00 PM GMT+1","8","6","6","6","7","8","8","10","7","6","5","","9","10","9","4","Yes"
"2019/12/06 4:54:00 PM GMT+1","8","6","5","7","9","9","7","10","6","6","5","5","8","9","8","5","Yes"
"2019/12/06 4:54:08 PM GMT+1","7","7","7","8","8","9","8","10","8","7","7","5","9","9","10","6","Yes"
"2019/12/06 4:54:19 PM GMT+1","7","7","8","8","8","8","8","9","7","8","6","","9","9","10","5","Yes"
"2019/12/06 4:54:32 PM GMT+1","6","7","6","7","7","8","7","9","7","7","7","5","7","10","7","5","Yes"
"2019/12/06 4:56:27 PM GMT+1","7","8","6","8","8","9","8","10","8","8","8","5","8","8","7","6","Yes"
"2019/12/06 4:56:40 PM GMT+1","7","7","7","8","8","9","9","9","7","7","7","3","8","10","10","5","Yes"
"2019/12/06 4:57:46 PM GMT+1","7","6","7","8","8","9","8","9","6","7","6","","8","9","8","5","Yes"
"2019/12/06 4:59:41 PM GMT+1","8","6","7","8","7","9","8","9","7","7","7","5","8","9","8","6",""
"2019/12/06 5:00:27 PM GMT+1","7","6","7","7","8","7","7","9","8","7","6","6","7","9","8","4","Yes"
"2019/12/06 5:01:43 PM GMT+1","8","7","7","7","7","7","7","10","7","7","7","6","10","10","8","2","Yes"
"2019/12/06 5:02:29 PM GMT+1","8","5","6","7","6","8","8","10","7","6","7","","8","7","7","4",""
"2019/12/06 5:03:06 PM GMT+1","8","6","7","7","6","7","7","9","7","6","6","2","8","8","6","6","Yes"
"2019/12/06 5:03:20 PM GMT+1","7","6","6","7","7","8","8","9","7","7","6","","8","9","8","6","Yes"
"2019/12/06 5:05:39 PM GMT+1","8","8","8","8","8","9","9","10","9","8","9","7","10","10","10","4","Yes"
"2019/12/06 5:05:45 PM GMT+1","8","7","7","8","8","9","9","10","9","8","7","6","8","9","8","7","Yes"
"2019/12/06 5:07:20 PM GMT+1","7","7","7","8","9","9","9","10","8","7","7","5","9","8","8","4",""
"2019/12/06 5:08:19 PM GMT+1","10","6","7","9","9","8","10","10","8","8","7","","8","10","10","4","Yes"
"2019/12/06 5:09:12 PM GMT+1","8","7","7","8","8","8","8","9","8","7","7","","10","10","10","6","Yes"
"2019/12/06 5:09:16 PM GMT+1","7","6","7","7","7","9","8","9","6","6","6","4","6","8","7","3","No"
"2019/12/06 5:09:20 PM GMT+1","7","5","7","8","8","8","7","9","6","6","5","","8","8","10","6","Yes"
"2019/12/06 5:09:38 PM GMT+1","6","6","6","8","8","9","9","10","7","6","7","6","7","8","5","1",""
"2019/12/06 5:09:54 PM GMT+1","8","8","8","8","10","10","9","10","6","7","6","6","9","10","10","7","Yes"
"2019/12/06 5:10:32 PM GMT+1","8","7","7","8","9","9","8","10","8","8","7","4","8","10","9","4","No"
"2019/12/06 5:12:10 PM GMT+1","6","7","6","6","7","8","9","9","7","6","6","4","7","9","9","4","Yes"
"2019/12/06 5:12:21 PM GMT+1","7","6","7","7","6","8","8","8","7","6","6","4","6","7","6","1","Yes"
"2019/12/06 5:12:45 PM GMT+1","9","8","9","9","9","9","9","9","9","9","9","7","9","10","10","1","Yes"
"2019/12/06 5:12:45 PM GMT+1","7","7","6","8","7","9","8","9","6","7","7","5","8","8","8","3","Yes"
"2019/12/06 5:13:14 PM GMT+1","8","8","8","8","8","10","9","10","7","8","7","7","10","10","9","6","Yes"
"2019/12/06 5:13:28 PM GMT+1","7","7","6","8","7","8","7","9","7","7","6","5","8","7","8","4","Yes"
"2019/12/06 5:13:35 PM GMT+1","7","5","6","7","8","9","8","9","7","6","6","","8","10","7","4","Yes"
"2019/12/06 5:14:27 PM GMT+1","9","8","9","8","10","9","9","10","8","8","7","7","9","10","9","4","Yes"
"2019/12/06 5:15:34 PM GMT+1","8","6","7","9","8","9","8","9","8","8","7","5","8","8","9","6","Yes"
"2019/12/06 5:17:49 PM GMT+1","7","7","7","7","7","9","8","10","8","7","7","6","8","7","7","6","Yes"
"2019/12/06 5:18:37 PM GMT+1","6","7","8","9","8","9","10","10","8","8","7","6","9","9","10","1","Yes"
"2019/12/06 5:20:14 PM GMT+1","8","6","7","7","7","8","7","9","7","7","7","5","7","8","8","5","Yes"
"2019/12/06 5:20:14 PM GMT+1","6","4","5","6","6","7","8","9","6","7","7","4","8","8","6","3","Yes"
"2019/12/06 5:21:00 PM GMT+1","7","6","6","7","7","8","7","9","8","8","7","6","7","8","8","3","Yes"
"2019/12/06 5:21:08 PM GMT+1","7","6","7","8","8","9","8","9","8","7","7","5","8","9","9","5","Yes"
"2019/12/06 5:21:15 PM GMT+1","8","7","7","6","9","9","9","9","8","7","6","6","7","8","9","6","Yes"
"2019/12/06 5:21:37 PM GMT+1","7","6","7","7","8","7","8","10","6","7","6","5","8","8","8","7","Yes"
"2019/12/06 5:22:00 PM GMT+1","7","6","7","7","8","9","8","9","7","7","7","5","8","9","8","5","Yes"
"2019/12/06 5:24:53 PM GMT+1","8","5","6","7","7","8","8","9","6","6","6","4","8","10","8","4","Yes"
"2019/12/06 5:25:38 PM GMT+1","9","5","6","6","8","9","7","8","6","6","6","5","9","9","9","6","Yes"
"2019/12/06 5:25:54 PM GMT+1","7","7","8","8","9","8","9","10","7","8","7","","8","8","8","6",""
"2019/12/06 5:26:43 PM GMT+1","7","6","7","8","7","9","9","10","7","7","7","","9","9","9","3",""
"2019/12/06 5:26:55 PM GMT+1","7","6","6","7","8","8","7","9","7","6","7","6","8","8","7","5","Yes"
"2019/12/06 5:27:15 PM GMT+1","9","6","6","8","7","8","8","10","8","7","7","5","9","10","7","5","No"
"2019/12/06 5:28:11 PM GMT+1","8","7","8","9","9","8","9","8","7","7","7","5","8","9","8","5","Yes"
"2019/12/06 5:28:44 PM GMT+1","7","7","5","7","6","8","6","10","5","7","6","5","8","7","10","2","Yes"
"2019/12/06 5:28:58 PM GMT+1","6","6","6","8","7","9","8","10","5","6","5","5","8","9","7","5","Yes"
"2019/12/06 5:29:49 PM GMT+1","7","7","7","7","7","5","7","9","8","6","6","3","8","6","9","7","Yes"
"2019/12/06 5:30:50 PM GMT+1","7","6","7","8","7","9","8","9","7","8","7","5","9","8","8","6","Yes"
"2019/12/06 5:30:53 PM GMT+1","7","5","5","9","8","6","7","9","5","7","5","2","8","7","7","5","Yes"
"2019/12/06 5:31:20 PM GMT+1","7","6","6","7","6","8","8","8","7","7","6","","7","8","9","5","Yes"
"2019/12/06 5:31:26 PM GMT+1","7","6","7","7","7","8","6","9","7","6","8","","8","10","9","4","Yes"
"2019/12/06 5:34:54 PM GMT+1","6","8","7","8","7","8","8","9","8","7","8","3","8","9","9","4","No"
"2019/12/06 5:34:59 PM GMT+1","7","6","6","6","7","8","8","9","8","7","5","5","8","9","10","5","Yes"
"2019/12/06 5:35:53 PM GMT+1","8","7","7","8","9","10","10","10","8","7","6","5","8","8","8","5","Yes"
"2019/12/06 5:37:43 PM GMT+1","8","8","8","9","9","10","9","10","8","7","8","6","9","9","9","7","Yes"
"2019/12/06 5:38:16 PM GMT+1","10","10","10","10","10","10","10","10","10","10","10","","10","10","10","8","No"
"2019/12/06 5:39:30 PM GMT+1","6","4","5","6","5","6","5","7","4","3","5","4","6","9","6","2","Yes"
"2019/12/06 5:40:27 PM GMT+1","7","7","6","7","8","9","9","10","7","6","6","","8","8","9","4","Yes"
"2019/12/06 5:40:43 PM GMT+1","8","8","6","7","8","9","8","10","8","6","6","5","8","8","7","3","Yes"
"2019/12/06 5:43:58 PM GMT+1","8","7","7","7","8","9","8","9","7","7","6","5","8","8","8","5","Yes"
"2019/12/06 5:50:04 PM GMT+1","9","7","7","9","7","10","9","10","8","7","7","","8","8","9","5","Yes"
"2019/12/06 5:51:01 PM GMT+1","7","8","6","7","8","9","8","9","7","6","7","5","9","8","9","6","Yes"
"2019/12/06 5:51:09 PM GMT+1","7","6","6","6","7","7","7","8","5","6","5","3","5","6","5","4","Yes"
"2019/12/06 5:51:40 PM GMT+1","7","6","7","8","8","8","9","9","7","7","6","4","7","8","6","5","Yes"
"2019/12/06 5:52:38 PM GMT+1","7","6","6","7","7","9","7","9","6","6","6","5","9","9","8","4","Yes"
"2019/12/06 5:52:53 PM GMT+1","8","6","6","7","7","9","7","9","7","7","6","3","8","8","9","6",""
"2019/12/06 5:54:20 PM GMT+1","7","5","5","7","6","9","8","8","7","6","6","5","8","10","9","5","Yes"
"2019/12/06 5:55:06 PM GMT+1","8","6","7","7","7","9","10","10","7","7","8","5","8","10","8","3","Yes"
"2019/12/06 5:55:18 PM GMT+1","7","6","7","8","7","9","8","9","7","7","6","5","8","10","8","4","Yes"
"2019/12/06 5:55:37 PM GMT+1","6","7","7","7","7","9","8","10","7","6","6","4","8","10","8","3","No"
"2019/12/06 5:56:07 PM GMT+1","6","6","6","6","7","7","7","9","6","6","6","5","7","8","6","5","Yes"
"2019/12/06 5:57:11 PM GMT+1","7","5","6","7","7","7","7","9","6","7","6","3","6","6","7","5","Yes"
"2019/12/06 5:59:28 PM GMT+1","7","7","7","7","7","9","10","10","6","5","6","3","10","10","9","3","Yes"
"2019/12/06 6:01:48 PM GMT+1","8","8","7","8","8","10","9","9","8","9","8","8","9","9","9","3","Yes"
"2019/12/06 6:06:22 PM GMT+1","6","6","7","5","7","7","10","10","5","6","6","5","8","8","6","4","No"
"2019/12/06 6:07:05 PM GMT+1","8","7","5","8","7","8","8","9","7","7","6","6","7","7","5","4",""
"2019/12/06 6:08:44 PM GMT+1","6","7","6","8","7","9","9","10","7","7","5","5","8","8","8","5","Yes"
"2019/12/06 6:10:01 PM GMT+1","7","6","7","7","7","8","7","9","8","8","7","6","7","10","7","5","No"
"2019/12/06 6:14:06 PM GMT+1","7","6","6","8","7","8","7","9","7","6","6","5","9","8","8","4","Yes"
"2019/12/06 6:19:32 PM GMT+1","7","6","7","8","8","9","7","9","8","7","6","5","8","8","8","4","Yes"
"2019/12/06 6:20:30 PM GMT+1","8","8","8","9","10","9","9","10","7","7","6","5","8","8","8","5","Yes"
"2019/12/06 6:21:22 PM GMT+1","8","7","7","7","7","8","8","8","7","7","7","","7","9","9","5","Yes"
"2019/12/06 6:24:16 PM GMT+1","8","8","7","9","9","8","8","10","8","7","7","6","8","8","10","6","Yes"
"2019/12/06 6:25:04 PM GMT+1","7","7","7","8","7","9","8","9","7","6","6","5","8","8","9","4","Yes"
"2019/12/06 6:27:00 PM GMT+1","8","7","7","8","8","8","8","9","7","7","7","5","8","8","9","5","Yes"
"2019/12/06 6:28:21 PM GMT+1","7","7","7","7","8","9","8","10","8","7","7","6","8","8","8","4","No"
"2019/12/06 6:29:14 PM GMT+1","6","6","8","8","10","9","10","10","9","9","8","","9","10","10","4","Yes"
"2019/12/06 6:32:19 PM GMT+1","7","6","8","9","8","9","9","10","9","9","7","6","10","7","10","4","Yes"
"2019/12/06 6:33:24 PM GMT+1","7","7","8","8","8","9","8","10","8","8","8","6","8","9","8","5","Yes"
"2019/12/06 6:33:52 PM GMT+1","8","7","7","8","8","9","9","9","8","7","8","","8","9","9","6","Yes"
"2019/12/06 6:35:40 PM GMT+1","7","7","7","7","8","5","7","9","8","7","6","6","8","10","10","5","Yes"
"2019/12/06 6:36:12 PM GMT+1","8","7","7","8","7","8","9","8","7","7","8","5","7","8","8","5",""
"2019/12/06 6:36:21 PM GMT+1","6","6","6","7","7","9","7","9","7","7","6","5","8","7","8","6","Yes"
"2019/12/06 6:36:58 PM GMT+1","6","6","6","6","6","8","7","10","7","5","5","","8","8","10","6","Yes"
"2019/12/06 6:39:39 PM GMT+1","7","7","7","8","8","8","9","10","8","8","7","","9","10","9","6","Yes"
"2019/12/06 6:41:39 PM GMT+1","8","8","7","8","8","9","9","10","8","7","7","5","9","10","10","5","No"
"2019/12/06 6:43:09 PM GMT+1","8","7","7","8","6","8","8","9","7","7","6","6","8","8","7","2","Yes"
"2019/12/06 6:44:48 PM GMT+1","7","7","7","8","8","9","8","9","7","7","7","","8","8","8","5","Yes"
"2019/12/06 6:44:56 PM GMT+1","9","8","8","8","9","10","9","10","8","7","7","","8","9","10","6","Yes"
"2019/12/06 6:50:58 PM GMT+1","8","7","7","7","8","8","7","9","7","7","7","6","8","9","8","4","Yes"
"2019/12/06 6:51:06 PM GMT+1","7","8","8","8","10","9","10","9","7","8","8","7","10","10","10","8",""
"2019/12/06 6:55:29 PM GMT+1","8","6","7","8","7","9","8","10","7","6","6","5","9","8","10","4","Yes"
"2019/12/06 6:56:27 PM GMT+1","6","7","6","7","6","9","7","8","7","6","5","5","10","10","7","2","Yes"
"2019/12/06 6:56:50 PM GMT+1","6","6","5","6","7","7","6","9","7","7","6","6","8","8","7","5","Yes"
"2019/12/06 6:56:52 PM GMT+1","8","7","6","7","7","9","7","8","7","6","6","5","7","7","8","5","Yes"
"2019/12/06 6:57:39 PM GMT+1","6","7","6","6","6","8","8","9","6","6","6","4","8","8","7","4",""
"2019/12/06 6:59:31 PM GMT+1","8","7","6","6","8","9","8","10","8","8","8","6","8","9","10","6","Yes"
"2019/12/06 7:01:46 PM GMT+1","8","7","9","7","8","9","10","9","7","8","8","8","9","8","7","5","No"
"2019/12/06 7:01:54 PM GMT+1","7","8","7","8","7","7","8","9","6","6","6","","8","10","8","5","Yes"
"2019/12/06 7:04:34 PM GMT+1","9","8","7","8","10","9","9","10","8","8","7","","8","8","7","6","Yes"
"2019/12/06 7:08:00 PM GMT+1","7","7","7","7","7","8","7","9","6","7","6","","7","9","8","5","Yes"
"2019/12/06 7:09:25 PM GMT+1","6","6","7","7","8","9","8","10","7","7","6","5","8","7","9","5",""
