"Timestamp","David de Gea","Ashley Young","Harry Maguire","Victor Lindelof","Aaron Wan-Bissaka","Fred","Scott McTominay","Marcus Rashford","Jesse Lingard","Daniel James","Mason Greenwood","Andreas Pereira(optional)","Team Performance","Final Result","Ole","Tottenham","Did the ref/VAR do a good job (optional, please be unbiased)"
"2019/12/06 7:11:31 PM GMT+1","8","10","9","9","9","10","10","10","9","8","8","7","9","9","10","6","Yes"
"2019/12/06 7:14:03 PM GMT+1","8","7","7","7","8","8","7","9","8","8","7","4","8","10","8","5","Yes"
"2019/12/06 7:14:42 PM GMT+1","7","6","6","7","7","8","8","10","5","7","6","4","8","9","7","6","Yes"
"2019/12/06 7:16:26 PM GMT+1","8","8","8","9","9","10","8","10","7","7","8","6","10","10","8","6","No"
"2019/12/06 7:16:52 PM GMT+1","7","6","7","6","8","9","9","10","7","8","8","","9","10","8","5","Yes"
"2019/12/06 7:23:31 PM GMT+1","8","4","5","5","8","8","7","8","6","6","6","","8","10","7","3","Yes"
"2019/12/06 7:23:31 PM GMT+1","7","7","7","8","8","8","8","10","7","7","6","3","8","7","7","4","Yes"
"2019/12/06 7:24:52 PM GMT+1","7","7","7","8","7","9","7","9","7","6","6","5","8","8","7","5","Yes"
"2019/12/06 7:26:22 PM GMT+1","7","6","6","6","7","10","10","9","8","8","8","5","8","10","10","4","Yes"
"2019/12/06 7:27:23 PM GMT+1","7","6","7","8","7","9","9","9","6","7","6","","7","8","8","5","Yes"
"2019/12/06 7:27:41 PM GMT+1","8","6","8","8","8","8","8","9","7","7","7","4","8","9","9","4","Yes"
"2019/12/06 7:29:00 PM GMT+1","6","7","7","8","7","9","8","9","8","7","6","6","8","8","8","5","Yes"
"2019/12/06 7:30:24 PM GMT+1","7","5","6","8","8","10","7","9","6","8","6","1","8","9","9","4","Yes"
"2019/12/06 7:30:38 PM GMT+1","6","6","5","6","8","10","9","9","7","7","6","6","8","8","8","6","Yes"
"2019/12/06 7:32:05 PM GMT+1","6","6","6","7","6","6","7","8","6","6","6","5","7","8","7","4","Yes"
"2019/12/06 7:32:11 PM GMT+1","7","9","4","7","8","9","8","9","6","6","7","","7","7","7","3","No"
"2019/12/06 7:32:13 PM GMT+1","6","7","6","8","9","8","9","9","7","6","6","5","9","10","10","4",""
"2019/12/06 7:32:20 PM GMT+1","7","6","6","7","6","10","7","10","6","7","7","4","8","9","9","4",""
"2019/12/06 7:32:59 PM GMT+1","6","6","6","5","6","8","7","9","7","6","6","3","7","7","10","5","Yes"
"2019/12/06 7:36:11 PM GMT+1","8","7","9","8","8","9","8","10","8","8","8","6","9","9","9","6","Yes"
"2019/12/06 7:36:43 PM GMT+1","8","5","7","7","7","8","8","9","7","7","6","","8","9","7","3","Yes"
"2019/12/06 7:36:48 PM GMT+1","8","6","8","8","8","8","9","9","7","7","6","1","8","10","9","4","Yes"
"2019/12/06 7:37:43 PM GMT+1","7","8","5","6","5","8","6","10","8","6","7","2","8","9","8","3","Yes"
"2019/12/06 7:39:03 PM GMT+1","7","8","8","8","8","9","9","10","8","7","7","","8","9","9","3","Yes"
"2019/12/06 7:39:46 PM GMT+1","7","6","6","8","8","9","8","9","6","6","7","","8","7","8","5","Yes"
"2019/12/06 7:40:08 PM GMT+1","8","7","7","8","8","9","9","9","8","8","7","","8","8","9","5","No"
"2019/12/06 7:40:11 PM GMT+1","8","7","7","6","7","7","8","9","8","8","6","5","8","8","7","4","Yes"
"2019/12/06 7:41:38 PM GMT+1","8","7","6","8","8","9","9","10","8","7","6","6","9","9","8","4","Yes"
"2019/12/06 7:44:55 PM GMT+1","7","7","7","7","6","8","7","9","7","6","5","4","8","9","8","4","Yes"
"2019/12/06 7:46:21 PM GMT+1","7","6","7","7","8","7","8","9","7","7","7","","7","9","7","4","Yes"
"2019/12/06 7:46:42 PM GMT+1","6","6","6","6","7","8","7","9","6","7","4","3","6","8","6","5","Yes"
"2019/12/06 7:47:24 PM GMT+1","7","7","6","6","7","9","8","8","7","7","7","6","8","9","8","6","Yes"
"2019/12/06 7:49:24 PM GMT+1","7","6","6","7","7","9","8","9","6","6","6","5","7","8","7","3","Yes"
"2019/12/06 7:52:07 PM GMT+1","7","4","7","7","8","9","9","10","8","8","6","6","9","10","8","4","Yes"
"2019/12/06 7:52:10 PM GMT+1","9","8","7","8","7","10","10","10","9","8","7","","8","10","9","6","Yes"
"2019/12/06 8:01:51 PM GMT+1","9","7","7","8","8","10","9","10","8","8","8","5","9","9","10","6","Yes"
"2019/12/06 8:03:44 PM GMT+1","8","7","8","8","7","9","9","10","8","7","7","6","8","8","7","5","Yes"
"2019/12/06 8:03:52 PM GMT+1","8","7","7","8","8","9","8","10","8","8","7","","9","8","8","4",""
"2019/12/06 8:04:57 PM GMT+1","8","7","7","7","8","9","10","10","7","8","7","5","9","9","8","6","No"
"2019/12/06 8:05:49 PM GMT+1","9","7","8","9","8","10","9","9","8","7","7","6","9","9","8","6","Yes"
"2019/12/06 8:06:52 PM GMT+1","6","6","5","5","5","5","5","5","5","5","5","","5","6","6","6","Yes"
"2019/12/06 8:07:05 PM GMT+1","8","8","6","8","7","10","9","10","8","7","7","7","9","8","9","3","Yes"
"2019/12/06 8:09:48 PM GMT+1","7","8","7","9","8","8","8","10","7","7","7","","8","9","7","5","Yes"
"2019/12/06 8:12:08 PM GMT+1","7","7","7","7","8","8","8","9","7","7","7","4","8","9","8","5","Yes"
"2019/12/06 8:16:31 PM GMT+1","9","7","8","10","10","8","6","10","8","8","7","6","8","10","8","7","Yes"
"2019/12/06 8:17:49 PM GMT+1","8","6","8","8","9","10","9","10","7","6","6","1","8","8","7","7","Yes"
"2019/12/06 8:24:20 PM GMT+1","8","6","6","8","8","9","9","10","8","7","7","4","10","9","9","4","Yes"
"2019/12/06 8:25:34 PM GMT+1","8","9","9","8","7","9","10","10","8","6","7","","9","10","6","4","No"
"2019/12/06 8:25:39 PM GMT+1","6","7","6","7","8","9","9","9","8","8","7","6","8","9","10","7","Yes"
"2019/12/06 8:28:16 PM GMT+1","8","7","8","8","8","8","8","9","8","8","8","6","8","9","10","7","Yes"
"2019/12/06 8:28:41 PM GMT+1","7","5","5","6","8","8","8","9","6","8","6","","8","8","7","7","Yes"
"2019/12/06 8:28:45 PM GMT+1","7","7","6","7","7","7","8","9","6","7","7","6","8","7","8","6","No"
"2019/12/06 8:32:21 PM GMT+1","8","7","7","8","8","9","9","10","6","6","7","5","8","8","8","4",""
"2019/12/06 8:33:25 PM GMT+1","6","6","6","7","6","8","7","9","6","6","6","5","8","9","7","4","Yes"
"2019/12/06 8:38:20 PM GMT+1","7","6","7","6","8","9","8","9","7","7","7","6","8","9","8","5","Yes"
"2019/12/06 8:40:31 PM GMT+1","9","6","8","8","9","9","8","10","7","8","8","6","8","10","10","6","Yes"
"2019/12/06 8:40:55 PM GMT+1","7","7","8","8","9","8","8","10","7","8","7","6","8","9","9","7","Yes"
"2019/12/06 8:41:53 PM GMT+1","7","7","6","6","7","9","8","8","6","6","7","5","8","8","7","4","Yes"
"2019/12/06 8:43:36 PM GMT+1","7","8","7","7","7","9","9","9","8","7","7","7","9","10","9","4","Yes"
"2019/12/06 8:43:49 PM GMT+1","6","6","7","7","6","8","7","9","5","7","6","5","10","10","8","5","Yes"
"2019/12/06 8:49:00 PM GMT+1","9","6","7","8","8","9","9","9","7","8","6","6","10","10","7","5","Yes"
"2019/12/06 8:51:19 PM GMT+1","7","6","6","7","7","8","8","9","7","7","7","","8","10","8","4","No"
"2019/12/06 8:55:14 PM GMT+1","7","7","7","7","8","8","8","9","7","7","7","5","8","8","8","5","Yes"
"2019/12/06 8:56:02 PM GMT+1","7","7","7","10","8","8","8","9","7","8","7","5","9","9","9","6","Yes"
"2019/12/06 8:56:15 PM GMT+1","8","8","7","7","8","10","10","9","8","7","8","","9","8","8","5",""
"2019/12/06 8:59:19 PM GMT+1","6","6","6","6","7","8","8","9","7","7","6","3","7","9","8","5","Yes"
"2019/12/06 9:00:34 PM GMT+1","8","7","7","7","7","8","8","10","7","6","5","","8","10","9","6","Yes"
"2019/12/06 9:03:05 PM GMT+1","8","6","7","8","8","8","7","9","7","7","7","","8","8","8","6","Yes"
"2019/12/06 9:03:29 PM GMT+1","7","7","6","8","8","9","8","9","6","7","6","","8","8","8","4","Yes"
"2019/12/06 9:04:09 PM GMT+1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","Yes"
"2019/12/06 9:08:43 PM GMT+1","8","9","8","8","7","7","10","10","9","8","10","2","9","8","10","7","No"
"2019/12/06 9:10:31 PM GMT+1","7","6","6","6","7","9","8","9","6","8","7","5","8","8","7","4","Yes"
"2019/12/06 9:13:40 PM GMT+1","8","7","6","7","8","9","8","9","7","7","7","","8","8","9","5","Yes"
"2019/12/06 9:15:03 PM GMT+1","9","9","9","9","10","9","10","10","9","10","8","8","9","10","9","5","Yes"
"2019/12/06 9:22:06 PM GMT+1","7","6","7","7","8","9","9","9","7","7","6","","8","8","8","7","Yes"
"2019/12/06 9:27:48 PM GMT+1","8","7","5","7","6","9","8","9","8","8","7","","8","8","7","5","Yes"
"2019/12/06 9:29:32 PM GMT+1","6","6","6","6","6","9","7","9","5","6","5","5","8","9","7","4","Yes"
"2019/12/06 9:29:34 PM GMT+1","7","7","7","7","7","8","7","9","7","6","6","5","7","8","8","6","Yes"
"2019/12/06 9:30:11 PM GMT+1","6","6","7","8","7","8","7","9","7","7","6","","7","9","7","4","Yes"
"2019/12/06 9:34:32 PM GMT+1","8","7","7","7","8","8","8","9","6","7","5","4","8","8","8","4","Yes"
"2019/12/06 9:34:52 PM GMT+1","8","9","7","7","6","9","7","9","7","7","6","5","8","8","7","3","Yes"
"2019/12/06 9:36:17 PM GMT+1","6","6","6","6","6","7","7","8","8","7","6","5","7","10","9","5","No"
"2019/12/06 9:36:34 PM GMT+1","7","7","6","8","9","8","9","9","6","7","7","5","8","9","10","5","Yes"
"2019/12/06 9:37:42 PM GMT+1","6","1","8","10","10","9","10","10","8","10","7","8","7","7","8","1",""
"2019/12/06 9:38:01 PM GMT+1","7","7","7","8","8","8","7","8","6","6","5","4","8","8","8","6","Yes"
"2019/12/06 9:40:00 PM GMT+1","8","7","6","7","7","8","8","9","5","6","6","4","8","9","7","3","Yes"
"2019/12/06 9:41:09 PM GMT+1","7","7","7","7","8","8","8","9","7","7","6","","8","10","8","6","Yes"
"2019/12/06 9:42:22 PM GMT+1","7","7","6","6","8","8","8","9","7","7","6","4","8","7","8","2","Yes"
"2019/12/06 9:44:04 PM GMT+1","6","6","6","6","8","8","9","10","7","7","6","","9","9","7","6","Yes"
"2019/12/06 9:48:08 PM GMT+1","7","4","4","7","9","5","6","9","8","7","6","1","7","8","6","4",""
"2019/12/06 9:50:36 PM GMT+1","7","9","7","10","8","9","9","9","7","6","7","","8","8","9","4","Yes"
"2019/12/06 9:51:23 PM GMT+1","8","7","7","8","8","8","8","9","8","7","7","5","9","9","9","6","No"
"2019/12/06 9:55:49 PM GMT+1","9","7","7","8","7","7","8","9","8","8","7","","9","10","10","6","Yes"
"2019/12/06 9:56:56 PM GMT+1","6","6","7","8","5","8","7","10","7","6","7","","9","8","8","5","Yes"
"2019/12/06 9:59:38 PM GMT+1","7","7","6","6","7","8","8","9","7","7","6","4","8","10","7","6","Yes"
"2019/12/06 10:01:11 PM GMT+1","6","6","1","5","5","9","8","9","7","5","4","1","8","10","10","2","Yes"
"2019/12/06 10:14:15 PM GMT+1","9","7","7","7","9","8","7","10","7","7","7","7","8","10","8","7",""
"2019/12/06 10:15:34 PM GMT+1","6","6","7","6","8","8","9","10","6","7","8","5","9","10","9","7","Yes"
"2019/12/06 10:18:27 PM GMT+1","8","7","7","8","8","9","7","9","6","6","6","","8","8","7","6","Yes"
"2019/12/06 10:18:58 PM GMT+1","7","7","6","7","8","8","8","9","8","7","7","4","8","10","7","5","Yes"
"2019/12/06 10:20:26 PM GMT+1","7","6","6","7","8","9","8","10","8","7","6","","9","8","8","4","Yes"
"2019/12/06 10:22:58 PM GMT+1","7","8","7","8","6","9","8","9","8","7","7","4","9","10","9","3","Yes"
"2019/12/06 10:23:34 PM GMT+1","6","7","7","8","7","8","8","9","7","7","6","4","7","8","10","5","Yes"
"2019/12/06 10:23:35 PM GMT+1","7","8","7","8","9","10","9","10","9","9","8","7","8","10","10","7","Yes"
"2019/12/06 10:31:09 PM GMT+1","8","7","8","7","7","9","9","10","8","7","7","5","8","8","9","1",""
"2019/12/06 10:36:10 PM GMT+1","7","6","6","7","8","9","8","10","7","7","6","5","9","9","8","5","Yes"
"2019/12/06 10:36:24 PM GMT+1","7","7","8","7","7","9","8","10","7","7","7","5","9","9","9","4","Yes"
"2019/12/06 10:37:16 PM GMT+1","7","6","6","7","7","8","7","9","6","6","6","6","8","9","8","7","Yes"
"2019/12/06 10:37:21 PM GMT+1","8","6","7","7","8","9","8","8","6","8","7","5","9","8","10","5","Yes"
"2019/12/06 10:40:17 PM GMT+1","7","7","6","7","7","8","7","8","7","7","6","1","7","10","7","4","Yes"
"2019/12/06 10:43:53 PM GMT+1","7","8","7","8","9","9","9","10","7","8","7","6","9","10","10","6","Yes"
"2019/12/06 10:45:03 PM GMT+1","7","8","6","6","7","10","10","10","9","8","6","","8","10","9","6","Yes"
"2019/12/06 10:49:53 PM GMT+1","9","8","8","8","8","9","10","10","9","8","7","","9","10","9","5",""
"2019/12/06 10:59:48 PM GMT+1","7","7","6","7","8","8","8","9","7","7","6","","8","10","7","5","Yes"
"2019/12/06 11:02:47 PM GMT+1","7","7","7","8","6","9","7","9","7","8","7","5","9","8","9","2","Yes"
"2019/12/06 11:06:41 PM GMT+1","7","6","6","8","7","10","9","10","7","5","6","4","9","7","10","4","No"
"2019/12/06 11:07:14 PM GMT+1","8","8","8","8","8","9","10","10","9","8","8","","9","9","10","6","Yes"
"2019/12/06 11:17:20 PM GMT+1","8","6","8","9","9","9","8","9","8","7","7","5","9","9","9","6","Yes"
"2019/12/06 11:18:12 PM GMT+1","7","6","8","8","9","8","9","10","9","8","7","","9","8","9","6","Yes"
"2019/12/06 11:19:03 PM GMT+1","8","8","8","8","9","8","7","10","8","7","7","6","9","10","8","6","Yes"
"2019/12/06 11:23:17 PM GMT+1","7","4","7","7","8","8","9","10","9","7","6","5","8","9","9","5","Yes"
"2019/12/06 11:27:12 PM GMT+1","6","6","5","6","7","8","8","9","7","8","6","5","8","8","9","6","Yes"
"2019/12/06 11:27:13 PM GMT+1","8","7","8","9","8","8","8","10","7","7","6","6","8","10","8","5","Yes"
"2019/12/06 11:27:37 PM GMT+1","7","6","6","9","7","10","8","9","6","6","7","1","8","10","7","4","Yes"
"2019/12/06 11:29:38 PM GMT+1","7","7","6","8","8","1","10","10","6","9","9","6","7","10","6","7","No"
"2019/12/06 11:32:42 PM GMT+1","7","7","7","8","7","8","7","10","8","7","7","7","9","10","10","6","Yes"
"2019/12/06 11:37:45 PM GMT+1","9","7","7","8","7","10","8","9","8","7","8","6","8","8","9","5","Yes"
"2019/12/06 11:46:25 PM GMT+1","8","7","7","8","8","8","7","9","7","7","7","","8","7","7","6","Yes"
"2019/12/07 12:01:23 AM GMT+1","8","7","7","7","9","8","7","9","7","7","6","","8","8","8","5","Yes"
"2019/12/07 12:02:17 AM GMT+1","7","7","6","7","8","8","8","9","7","7","7","7","8","9","7","4","Yes"
"2019/12/07 12:14:18 AM GMT+1","8","7","7","8","8","9","8","9","8","8","7","6","9","9","10","4","Yes"
"2019/12/07 12:21:07 AM GMT+1","7","6","7","7","6","8","8","8","7","6","6","","8","10","8","5","Yes"
"2019/12/07 12:22:46 AM GMT+1","7","6","6","7","8","9","7","9","6","6","5","3","9","9","9","4","Yes"
"2019/12/07 12:26:44 AM GMT+1","7","6","6","6","7","8","8","10","9","7","6","6","7","8","7","4","Yes"
"2019/12/07 12:32:16 AM GMT+1","8","6","6","6","6","7","7","9","5","7","5","5","9","10","7","4","Yes"
"2019/12/07 12:32:57 AM GMT+1","8","6","8","8","8","8","9","9","7","8","6","","9","10","10","5","Yes"
"2019/12/07 12:34:37 AM GMT+1","7","7","7","7","8","9","8","9","8","8","7","6","9","9","8","5","Yes"
"2019/12/07 12:36:48 AM GMT+1","6","6","5","6","6","8","8","8","7","6","6","","7","7","7","5","Yes"
"2019/12/07 12:37:34 AM GMT+1","6","8","6","7","8","9","9","10","7","7","7","","8","9","10","4","Yes"
"2019/12/07 12:39:20 AM GMT+1","6","7","5","7","8","9","7","10","8","6","7","5","9","10","7","6","Yes"
"2019/12/07 12:41:59 AM GMT+1","7","7","7","7","7","9","9","10","7","8","7","","8","8","8","6",""
"2019/12/07 12:46:43 AM GMT+1","7","7","8","8","8","9","9","10","8","7","5","","8","9","9","4","Yes"
"2019/12/07 12:55:32 AM GMT+1","8","6","6","8","6","8","8","9","8","6","6","6","9","9","8","3","Yes"
"2019/12/07 12:56:21 AM GMT+1","7","6","6","6","7","8","7","10","7","7","6","3","8","8","8","4","Yes"
"2019/12/07 12:56:29 AM GMT+1","8","6","7","9","7","10","9","10","7","7","7","6","9","10","9","6","Yes"
"2019/12/07 12:59:24 AM GMT+1","6","4","5","7","6","8","8","9","7","7","7","5","7","8","9","5","Yes"
"2019/12/07 1:06:21 AM GMT+1","9","7","7","8","8","10","8","10","7","6","6","6","8","10","7","5","Yes"
"2019/12/07 1:21:28 AM GMT+1","8","6","5","5","6","8","7","8","4","6","6","","7","9","7","5","No"
"2019/12/07 1:27:33 AM GMT+1","7","7","7","8","8","9","9","10","8","7","5","5","8","8","9","7","No"
"2019/12/07 1:28:14 AM GMT+1","7","6","7","6","7","8","7","9","7","6","6","","7","7","7","2","Yes"
"2019/12/07 1:32:02 AM GMT+1","8","7","6","7","9","9","10","10","7","8","7","6","8","9","9","6","Yes"
"2019/12/07 1:33:17 AM GMT+1","7","7","5","8","7","9","7","9","7","7","7","6","8","8","8","5","Yes"
"2019/12/07 1:38:07 AM GMT+1","7","6","7","7","7","9","8","9","7","7","6","6","7","8","6","3","No"
"2019/12/07 1:39:07 AM GMT+1","7","5","3","6","8","8","8","9","7","6","6","3","8","9","9","4","No"
"2019/12/07 1:40:48 AM GMT+1","7","7","7","7","7","8","8","10","7","8","7","6","8","8","9","6","No"
"2019/12/07 1:49:34 AM GMT+1","7","7","7","7","8","9","8","10","7","7","6","5","8","9","8","7","Yes"
"2019/12/07 1:58:24 AM GMT+1","9","6","6","8","8","8","9","9","6","7","7","3","9","10","8","5","Yes"
"2019/12/07 2:04:15 AM GMT+1","7","6","7","8","8","8","7","9","7","6","6","5","7","8","7","6","Yes"
"2019/12/07 2:07:52 AM GMT+1","8","6","6","9","8","10","9","10","7","7","8","5","9","8","9","5","No"
"2019/12/07 2:14:48 AM GMT+1","7","7","6","6","8","9","8","9","6","6","5","5","8","9","6","5",""
"2019/12/07 2:21:19 AM GMT+1","7","7","7","8","8","9","10","10","8","7","7","6","9","8","10","5","Yes"
"2019/12/07 2:21:38 AM GMT+1","7","8","7","7","8","9","9","10","7","8","6","","9","9","9","7","Yes"
"2019/12/07 2:24:54 AM GMT+1","7","7","7","7","7","9","8","10","8","7","8","","8","9","9","5",""
"2019/12/07 2:44:42 AM GMT+1","6","1","5","7","6","9","1","7","3","7","7","","8","8","7","5","Yes"
"2019/12/07 2:46:30 AM GMT+1","8","6","7","8","9","9","9","9","6","9","6","4","8","9","9","6","Yes"
"2019/12/07 2:48:46 AM GMT+1","8","7","6","8","9","10","8","10","8","7","6","5","8","10","7","6","Yes"
"2019/12/07 3:08:08 AM GMT+1","7","5","6","7","7","8","7","9","6","6","5","","7","8","7","4","Yes"
"2019/12/07 3:38:11 AM GMT+1","7","6","7","6","8","8","8","9","8","7","6","","8","9","8","3","Yes"
"2019/12/07 3:53:41 AM GMT+1","8","6","6","6","6","8","7","9","6","6","6","","8","9","9","4",""
"2019/12/07 4:16:12 AM GMT+1","10","6","8","9","10","9","9","10","8","8","7","","8","10","10","1","Yes"
"2019/12/07 4:18:02 AM GMT+1","10","6","8","8","9","9","9","10","6","8","7","","9","10","10","5","Yes"
"2019/12/07 5:17:00 AM GMT+1","6","4","5","6","7","9","8","10","7","6","3","1","7","8","8","5","Yes"
"2019/12/07 5:17:15 AM GMT+1","6","5","7","8","8","7","8","9","6","7","7","6","8","7","7","6","Yes"
"2019/12/07 5:40:01 AM GMT+1","7","6","6","7","7","9","8","10","7","7","7","5","8","9","8","4","Yes"
"2019/12/07 6:33:45 AM GMT+1","8","7","7","5","6","10","7","10","7","6","5","","7","9","6","6","Yes"
"2019/12/07 7:35:44 AM GMT+1","8","8","7","9","9","10","8","10","9","7","8","4","7","10","9","5","Yes"
"2019/12/07 7:46:47 AM GMT+1","8","6","6","8","7","9","7","9","6","7","7","6","8","8","7","5","Yes"
"2019/12/07 8:23:32 AM GMT+1","6","7","5","5","7","7","6","8","5","6","6","4","8","8","7","6","Yes"
"2019/12/07 9:12:11 AM GMT+1","7","6","7","7","8","8","8","9","7","7","6","6","8","9","7","6","Yes"
"2019/12/07 9:21:27 AM GMT+1","6","7","6","7","7","8","7","9","7","6","7","4","8","8","8","4","Yes"
"2019/12/07 9:50:03 AM GMT+1","7","7","7","8","7","8","8","9","7","7","5","3","8","8","8","4","Yes"
"2019/12/07 9:57:39 AM GMT+1","7","6","7","8","8","8","8","9","7","8","7","","8","8","8","4","Yes"
"2019/12/07 10:49:18 AM GMT+1","8","7","7","8","8","10","8","10","7","7","7","6","9","8","9","6",""
"2019/12/07 11:01:55 AM GMT+1","6","5","5","6","6","8","7","9","7","6","6","5","6","8","8","3","No"
"2019/12/07 11:02:50 AM GMT+1","6","6","6","7","7","9","8","9","6","7","7","","8","8","8","3","No"
"2019/12/07 11:14:54 AM GMT+1","9","7","7","8","8","9","7","9","7","7","7","6","8","8","9","6","Yes"
"2019/12/07 11:19:52 AM GMT+1","7","7","8","8","7","9","9","10","7","7","7","6","9","10","10","5","Yes"
"2019/12/07 11:21:42 AM GMT+1","8","7","7","8","8","9","9","10","8","7","7","","9","9","9","8","Yes"
"2019/12/07 11:44:21 AM GMT+1","7","6","8","8","7","9","7","9","6","6","6","4","8","8","8","3","Yes"
"2019/12/07 12:17:00 PM GMT+1","8","6","7","7","8","8","9","9","6","7","4","","8","9","7","6","Yes"