"Timestamp","David de Gea","Brandon Williams","Harry Maguire","Victor Lindelof","Ashley Young","Nemanja Matic","Fred","Marcus Rashford","Andreas Pereira","Daniel James","Anthony Martial","Jesse Lingard (optional)","Team Performance","Final Result","Ole","Burnley","Did the ref/VAR do a good job? (optional)"
"2019/12/29 10:13:04 PM GMT+1","7","8","7","7","6","7","8","7","6","7","7","3","7","7","6","1","No"
"2019/12/29 10:14:06 PM GMT+1","7","8","7","6","7","7","8","7","7","7","8","3","8","8","8","4","No"
"2019/12/29 10:15:49 PM GMT+1","7","8","7","7","7","7","9","8","8","7","8","5","10","10","10","4","No"
"2019/12/29 10:19:07 PM GMT+1","6","9","7","6","6","7","6","8","7","8","7","6","7","7","8","7","Yes"
"2019/12/29 10:22:15 PM GMT+1","8","8","8","8","8","8","8","6","6","7","8","","8","8","8","4","No"
"2019/12/29 10:23:17 PM GMT+1","7","9","8","8","8","7","9","8","8","7","8","6","5","7","8","2","No"
"2019/12/29 10:24:04 PM GMT+1","7","8","7","7","7","7","7","7","7","7","8","","9","9","8","4","No"
"2019/12/29 10:26:19 PM GMT+1","7","9","7","7","7","6","7","8","7","8","8","","9","10","9","2","No"
"2019/12/29 10:27:50 PM GMT+1","7","9","8","7","6","6","8","8","9","8","9","6","8","9","9","5","No"
"2019/12/29 10:28:10 PM GMT+1","8","8","8","8","6","6","8","8","7","8","9","5","7","8","8","6","No"
"2019/12/29 10:31:49 PM GMT+1","7","8","7","7","7","7","8","7","8","6","7","5","7","8","8","6","Yes"
"2019/12/29 10:33:35 PM GMT+1","8","9","8","8","7","6","7","7","7","8","8","6","8","9","8","4","Yes"
"2019/12/29 10:35:38 PM GMT+1","7","9","7","7","7","6","8","8","8","8","8","6","8","8","8","7","Yes"
"2019/12/29 10:36:31 PM GMT+1","7","8","7","7","7","7","7","7","8","8","8","6","7","9","8","4","No"
"2019/12/29 10:37:36 PM GMT+1","7","8","8","8","7","7","9","7","8","9","8","6","8","8","9","7","No"
"2019/12/29 10:38:07 PM GMT+1","9","8","7","7","6","7","8","9","9","8","10","4","9","10","10","1","No"
"2019/12/29 10:38:24 PM GMT+1","8","9","7","7","8","7","9","8","6","7","8","7","8","8","9","9","Yes"
"2019/12/29 10:38:40 PM GMT+1","8","8","7","7","7","6","8","7","7","8","8","","7","8","7","4",""
"2019/12/29 10:39:20 PM GMT+1","7","8","9","8","7","8","8","8","8","8","8","6","9","10","10","6","No"
"2019/12/29 10:41:16 PM GMT+1","8","9","8","8","8","7","8","7","7","7","8","","8","10","9","3","No"
"2019/12/29 10:42:04 PM GMT+1","7","8","8","8","5","6","8","7","8","7","8","5","9","8","10","6","No"
"2019/12/29 10:42:32 PM GMT+1","7","9","8","7","7","7","8","7","7","8","9","","9","10","8","2","No"
"2019/12/29 10:43:33 PM GMT+1","7","8","7","7","7","6","7","7","7","8","8","6","7","7","8","3","No"
"2019/12/29 10:44:59 PM GMT+1","5","8","7","7","6","6","6","7","6","8","7","5","7","8","7","5","No"
"2019/12/29 10:45:06 PM GMT+1","7","9","7","7","6","7","7","7","7","7","8","6","7","7","8","5","No"
"2019/12/29 10:45:55 PM GMT+1","8","8","8","8","9","7","8","7","8","9","8","7","8","9","8","6","Yes"
"2019/12/29 10:47:24 PM GMT+1","6","9","6","7","9","5","9","10","8","9","7","6","8","9","7","5","No"
"2019/12/29 10:47:38 PM GMT+1","8","8","7","8","8","7","8","7","8","8","7","5","8","6","9","6","No"
"2019/12/29 10:50:43 PM GMT+1","6","7","6","8","7","7","8","8","7","8","7","5","8","8","8","5","No"
"2019/12/29 10:52:10 PM GMT+1","7","9","8","7","7","7","9","7","8","8","7","7","7","9","7","2","No"
"2019/12/29 10:52:37 PM GMT+1","7","8","7","7","8","7","7","8","8","8","9","6","8","10","10","6","No"
"2019/12/29 10:53:58 PM GMT+1","9","9","8","10","8","9","8","7","9","10","10","5","9","9","7","3","No"
"2019/12/29 10:54:03 PM GMT+1","7","9","8","7","7","6","9","9","7","7","8","4","7","10","7","3","No"
"2019/12/29 10:55:48 PM GMT+1","9","10","9","9","9","7","8","8","8","9","8","5","8","7","8","2","No"
"2019/12/29 10:59:10 PM GMT+1","7","9","7","6","6","6","8","7","7","7","8","1","8","10","7","1","No"
"2019/12/29 11:00:15 PM GMT+1","7","8","7","8","8","7","9","7","7","8","9","6","8","10","8","6","No"
"2019/12/29 11:06:42 PM GMT+1","6","7","7","6","5","4","5","7","7","8","6","","7","8","6","3","Yes"
"2019/12/29 11:07:25 PM GMT+1","8","10","9","8","8","6","10","8","8","8","10","7","9","9","10","3","No"
"2019/12/29 11:07:28 PM GMT+1","6","8","7","8","7","7","7","8","6","7","8","5","8","9","9","8","Yes"
"2019/12/29 11:11:12 PM GMT+1","8","10","8","7","8","8","9","8","8","8","9","6","9","9","9","7","No"
"2019/12/29 11:18:56 PM GMT+1","7","8","7","7","7","7","8","6","7","7","8","5","8","9","8","6","No"
"2019/12/29 11:19:14 PM GMT+1","8","9","8","8","8","8","8","8","8","8","8","6","9","10","9","1","No"
"2019/12/29 11:19:43 PM GMT+1","7","8","7","7","7","6","8","8","7","8","8","","7","8","7","6","No"
"2019/12/29 11:23:05 PM GMT+1","7","9","8","8","7","7","8","8","8","9","9","7","9","10","9","7","No"
"2019/12/29 11:23:27 PM GMT+1","9","9","8","8","9","9","10","8","6","8","8","3","8","8","7","7","No"
"2019/12/29 11:26:28 PM GMT+1","8","10","8","9","9","7","8","9","8","9","9","6","9","9","10","4","No"
"2019/12/29 11:26:35 PM GMT+1","7","9","6","6","7","6","9","7","7","8","8","4","7","8","7","2","No"
"2019/12/29 11:27:13 PM GMT+1","8","9","10","7","7","8","10","8","8","8","9","4","8","10","9","1","No"
"2019/12/29 11:27:22 PM GMT+1","7","8","7","8","7","7","8","7","7","7","7","","8","8","7","1","No"
"2019/12/29 11:28:35 PM GMT+1","7","8","7","6","6","6","7","7","7","7","9","","6","6","7","5","No"
"2019/12/29 11:30:55 PM GMT+1","8","8","8","7","7","6","8","8","6","8","7","4","7","7","5","2","No"
"2019/12/29 11:31:20 PM GMT+1","7","9","7","8","8","7","8","7","7","9","8","","8","8","9","3","No"
"2019/12/29 11:31:54 PM GMT+1","7","8","7","8","7","7","9","8","7","8","8","6","8","8","9","6","Yes"
"2019/12/29 11:34:27 PM GMT+1","9","9","8","8","9","8","8","7","7","7","8","5","8","9","8","7","No"
"2019/12/29 11:34:51 PM GMT+1","7","10","9","10","8","9","10","8","8","8","7","7","7","10","7","9","No"
"2019/12/29 11:36:52 PM GMT+1","7","8","7","7","7","7","8","7","7","8","8","5","7","8","8","6","No"
"2019/12/29 11:37:33 PM GMT+1","8","8","7","7","7","7","8","8","8","9","8","","8","8","8","6","No"
"2019/12/29 11:39:55 PM GMT+1","7","8","7","7","6","6","7","9","8","8","10","","9","10","8","6","No"
"2019/12/29 11:40:17 PM GMT+1","8","9","7","8","6","5","9","7","8","8","8","4","7","8","8","4","Yes"
"2019/12/29 11:41:31 PM GMT+1","7","8","8","8","8","7","8","8","8","8","9","","7","9","7","4","No"
"2019/12/29 11:45:45 PM GMT+1","6","8","7","7","6","6","7","6","7","6","7","4","7","8","8","2","No"
"2019/12/29 11:45:53 PM GMT+1","7","8","8","8","8","8","9","8","7","8","8","6","9","9","9","1","No"
"2019/12/29 11:47:01 PM GMT+1","9","10","9","9","9","9","10","9","9","9","9","7","9","8","10","7","No"
"2019/12/29 11:49:02 PM GMT+1","8","8","7","7","7","6","9","8","7","8","8","3","7","9","7","3","No"
"2019/12/29 11:54:15 PM GMT+1","8","8","7","7","7","7","8","8","7","8","8","6","8","10","9","5","No"
"2019/12/29 11:54:55 PM GMT+1","8","9","9","9","8","7","8","7","7","7","8","5","9","9","8","3",""
"2019/12/29 11:55:05 PM GMT+1","7","8","7","7","8","6","7","8","7","9","10","4","7","7","9","6","Yes"
"2019/12/30 12:02:51 AM GMT+1","7","8","7","6","6","6","7","8","8","7","8","4","7","10","8","3","Yes"
"2019/12/30 12:05:02 AM GMT+1","7","9","8","7","7","6","8","8","6","6","9","4","8","8","8","4","No"
"2019/12/30 12:07:45 AM GMT+1","7","8","7","7","8","6","8","8","8","8","9","7","8","8","6","6","No"
"2019/12/30 12:07:51 AM GMT+1","7","7","7","7","7","5","8","7","8","8","9","5","8","9","8","1","No"
"2019/12/30 12:08:55 AM GMT+1","9","10","7","7","8","6","9","8","8","7","8","6","10","10","9","2","No"
"2019/12/30 12:10:07 AM GMT+1","8","10","7","8","6","9","7","7","10","9","8","","8","6","5","7","Yes"
"2019/12/30 12:10:10 AM GMT+1","9","9","9","9","8","8","9","8","8","8","9","5","8","9","8","7","Yes"
"2019/12/30 12:12:42 AM GMT+1","8","10","8","8","9","7","8","8","8","9","10","2","8","9","8","1","No"
"2019/12/30 12:13:28 AM GMT+1","9","9","8","8","8","7","8","8","8","8","9","7","8","9","8","3","No"
"2019/12/30 12:14:54 AM GMT+1","8","5","2","8","7","7","6","8","5","7","8","7","7","8","4","2","No"
"2019/12/30 12:19:57 AM GMT+1","10","10","8","8","7","7","9","9","10","8","9","","10","10","8","8","Yes"
"2019/12/30 12:20:49 AM GMT+1","7","8","6","6","7","6","7","7","7","6","8","6","8","7","7","5","No"
"2019/12/30 12:21:04 AM GMT+1","7","7","8","7","6","7","8","8","7","7","7","6","8","8","8","5","No"
"2019/12/30 12:22:48 AM GMT+1","7","8","8","6","7","7","7","7","8","8","8","4","8","8","9","8","No"
"2019/12/30 12:24:12 AM GMT+1","8","8","8","7","7","7","8","7","7","7","8","","7","8","8","5","No"
"2019/12/30 12:24:54 AM GMT+1","6","7","7","6","6","6","8","7","8","8","6","6","8","10","10","1","No"
"2019/12/30 12:26:13 AM GMT+1","7","9","9","9","8","8","9","8","8","8","9","7","9","9","9","2","No"
"2019/12/30 12:26:52 AM GMT+1","6","9","8","8","8","6","9","8","7","8","9","6","9","8","8","4","No"
"2019/12/30 12:27:21 AM GMT+1","8","9","9","9","8","8","8","8","8","9","9","","9","8","9","4","No"
"2019/12/30 12:29:28 AM GMT+1","8","9","9","8","7","8","10","8","8","8","8","","9","9","8","1","No"
"2019/12/30 12:30:26 AM GMT+1","7","9","7","8","7","6","7","7","7","8","8","","7","7","7","5","No"
"2019/12/30 12:31:18 AM GMT+1","6","8","8","8","7","7","8","8","7","8","8","","8","7","8","5",""
"2019/12/30 12:31:23 AM GMT+1","7","8","8","7","7","7","8","8","8","8","9","6","8","7","7","6",""
"2019/12/30 12:31:47 AM GMT+1","6","8","8","8","7","7","9","8","6","7","9","5","7","8","8","3","No"
"2019/12/30 12:32:10 AM GMT+1","8","10","8","8","8","8","10","9","10","8","10","9","9","9","9","7","No"
"2019/12/30 12:42:47 AM GMT+1","6","8","7","7","6","7","8","9","7","8","9","6","8","9","7","6","No"
"2019/12/30 12:43:40 AM GMT+1","7","8","7","8","7","6","8","8","7","9","8","5","7","8","8","5","No"
"2019/12/30 12:44:18 AM GMT+1","7","9","7","7","7","6","9","8","7","9","8","4","8","8","10","1","No"
"2019/12/30 12:49:49 AM GMT+1","9","9","8","8","7","7","8","9","7","9","9","","9","9","8","7","No"
"2019/12/30 12:59:33 AM GMT+1","6","7","6","6","6","7","6","7","8","8","9","6","7","7","8","6","No"
"2019/12/30 1:02:48 AM GMT+1","7","9","7","6","5","6","9","7","7","7","8","5","8","9","8","4","No"
"2019/12/30 1:03:52 AM GMT+1","9","8","7","8","7","7","9","9","8","9","9","","9","10","8","4","No"
"2019/12/30 1:10:32 AM GMT+1","10","10","9","9","9","9","9","10","10","10","10","","9","10","10","4",""
"2019/12/30 1:10:58 AM GMT+1","8","9","8","8","8","9","8","9","8","10","9","5","8","10","10","1","No"
"2019/12/30 1:15:30 AM GMT+1","6","9","7","7","6","6","8","8","7","8","9","","8","6","9","5","No"
"2019/12/30 1:15:51 AM GMT+1","7","8","7","7","7","7","7","8","7","7","8","6","7","7","8","6","Yes"
"2019/12/30 1:16:36 AM GMT+1","7","7","8","8","7","8","8","7","8","8","9","7","8","9","8","5","No"
"2019/12/30 1:16:39 AM GMT+1","7","8","7","7","7","8","9","8","8","8","8","","9","10","10","1","No"
"2019/12/30 1:18:44 AM GMT+1","8","9","7","7","7","7","7","7","6","8","7","","7","8","8","4","No"
"2019/12/30 1:21:01 AM GMT+1","7","7","8","8","6","7","8","7","8","8","7","","8","9","9","4","No"
"2019/12/30 1:21:17 AM GMT+1","7","7","7","7","7","6","6","8","8","7","9","6","7","7","6","6","No"
"2019/12/30 1:22:16 AM GMT+1","8","9","9","7","7","7","9","7","7","8","9","5","8","8","9","6","No"
"2019/12/30 1:23:52 AM GMT+1","9","9","8","8","8","8","8","9","8","9","8","6","7","7","8","1","No"
"2019/12/30 1:26:54 AM GMT+1","6","9","6","7","9","8","10","10","8","10","10","2","7","7","7","1","No"
"2019/12/30 1:32:55 AM GMT+1","7","8","7","9","7","7","8","7","8","7","7","","9","10","8","3","No"
"2019/12/30 1:37:49 AM GMT+1","8","7","8","8","8","8","9","8","8","8","9","7","8","6","8","5","No"
"2019/12/30 1:44:13 AM GMT+1","8","8","8","8","7","7","8","9","7","9","8","6","9","10","10","3","No"
"2019/12/30 1:47:45 AM GMT+1","7","9","7","7","6","6","7","8","6","7","8","","8","9","7","5","No"
"2019/12/30 1:51:08 AM GMT+1","8","8","7","7","6","6","8","7","7","7","8","5","7","9","8","2","No"
"2019/12/30 1:55:59 AM GMT+1","7","8","8","8","8","7","7","7","8","7","9","7","8","8","8","3","No"
"2019/12/30 2:08:45 AM GMT+1","7","8","7","7","7","7","7","8","8","9","8","","8","10","10","5","No"
"2019/12/30 2:14:58 AM GMT+1","8","8","8","8","7","7","8","8","8","10","8","7","8","9","10","1","No"
"2019/12/30 2:20:20 AM GMT+1","8","9","8","8","8","8","9","9","8","9","9","7","8","9","9","1","No"
"2019/12/30 2:20:22 AM GMT+1","7","9","8","8","7","7","9","8","7","6","8","","7","7","9","3","No"
"2019/12/30 2:24:57 AM GMT+1","8","8","8","7","7","7","8","7","8","7","9","6","8","8","8","1","No"
"2019/12/30 2:30:48 AM GMT+1","6","8","6","6","4","5","7","8","8","8","8","","8","8","8","4","Yes"
"2019/12/30 2:31:27 AM GMT+1","8","8","6","6","7","6","7","7","6","7","8","5","7","6","6","5","No"
"2019/12/30 2:33:32 AM GMT+1","8","9","8","8","8","7","8","9","10","8","9","7","10","10","10","3","No"
"2019/12/30 2:34:36 AM GMT+1","8","9","7","6","7","6","6","8","7","7","8","6","8","9","7","5","No"
"2019/12/30 2:34:53 AM GMT+1","6","8","7","6","7","6","7","9","8","9","8","6","8","8","9","3","No"
"2019/12/30 2:37:48 AM GMT+1","7","9","8","8","8","8","10","9","8","8","9","5","10","10","10","4","No"
"2019/12/30 2:45:15 AM GMT+1","8","8","9","9","8","8","9","9","9","9","9","7","8","10","10","6","Yes"
"2019/12/30 2:53:32 AM GMT+1","10","8","8","7","6","7","7","7","8","7","7","5","6","8","8","3","No"
"2019/12/30 2:54:32 AM GMT+1","8","9","7","7","7","8","9","7","7","8","8","2","7","8","8","1","No"
"2019/12/30 2:54:32 AM GMT+1","7","9","8","8","8","6","8","8","8","8","8","8","9","7","8","4","No"
"2019/12/30 3:00:54 AM GMT+1","8","8","7","7","8","7","7","8","7","9","8","7","8","8","8","1","No"
"2019/12/30 3:02:44 AM GMT+1","7","8","7","7","7","7","8","7","7","9","8","6","7","8","8","1","No"
"2019/12/30 3:11:29 AM GMT+1","6","10","6","8","8","7","8","7","8","8","9","6","7","9","8","7","No"
"2019/12/30 3:27:46 AM GMT+1","6","8","7","7","7","7","8","7","7","8","7","2","8","9","8","2","No"
"2019/12/30 3:30:22 AM GMT+1","9","8","8","8","7","8","8","9","9","8","9","","8","8","8","6","No"
"2019/12/30 3:37:38 AM GMT+1","7","9","8","8","7","8","8","8","9","8","8","","10","10","9","1","No"
"2019/12/30 4:00:14 AM GMT+1","7","10","9","9","9","7","8","8","8","8","8","4","7","9","10","2","No"
"2019/12/30 4:06:08 AM GMT+1","7","8","7","7","7","7","9","7","7","8","8","6","8","7","6","5","No"
"2019/12/30 4:11:02 AM GMT+1","6","8","7","8","6","6","9","7","8","7","8","6","8","8","9","7","No"
"2019/12/30 4:11:13 AM GMT+1","8","9","7","8","9","8","8","8","7","8","10","7","9","8","9","4","No"
"2019/12/30 4:13:57 AM GMT+1","7","9","7","7","7","7","8","9","8","8","8","4","7","8","7","6","Yes"
"2019/12/30 4:22:25 AM GMT+1","7","8","8","8","7","7","8","8","8","8","8","6","8","7","8","1","No"
"2019/12/30 4:23:48 AM GMT+1","7","8","8","8","8","10","7","8","8","8","8","","7","8","9","7","Yes"
"2019/12/30 4:32:08 AM GMT+1","6","8","7","7","7","6","8","6","6","8","8","5","8","8","8","4","No"
"2019/12/30 4:40:48 AM GMT+1","7","9","8","8","6","6","7","7","8","6","7","5","8","9","10","4","No"
"2019/12/30 4:42:25 AM GMT+1","8","8","6","6","5","6","7","9","7","7","8","6","7","7","7","3","No"
"2019/12/30 4:51:42 AM GMT+1","7","8","9","9","8","8","9","8","8","9","9","6","9","10","10","1","No"
"2019/12/30 5:00:14 AM GMT+1","7","7","8","7","7","7","7","8","8","7","8","6","7","9","8","5","No"
"2019/12/30 5:01:23 AM GMT+1","8","10","9","9","7","7","7","7","9","8","10","6","9","9","9","1","No"
"2019/12/30 5:07:25 AM GMT+1","7","9","8","7","8","7","9","8","7","7","9","","9","9","8","1","No"
"2019/12/30 5:24:39 AM GMT+1","7","9","9","9","8","8","9","8","8","8","8","7","8","8","8","5","No"
"2019/12/30 5:27:35 AM GMT+1","8","8","8","8","7","7","9","7","8","8","8","7","7","9","7","5","Yes"
"2019/12/30 5:39:16 AM GMT+1","7","8","7","6","7","7","9","7","7","6","8","5","8","10","9","7","No"
"2019/12/30 5:41:20 AM GMT+1","7","9","8","7","7","6","8","8","8","9","8","","8","9","8","7","No"
"2019/12/30 5:59:06 AM GMT+1","7","8","7","7","7","7","8","7","7","6","8","6","7","10","7","4","No"
"2019/12/30 6:01:24 AM GMT+1","6","8","7","7","7","6","7","7","6","6","7","5","7","9","7","4","Yes"
"2019/12/30 6:02:41 AM GMT+1","7","8","7","6","6","6","6","7","7","7","8","5","7","8","7","5","No"
"2019/12/30 6:21:09 AM GMT+1","7","8","7","7","7","6","7","7","7","8","8","4","7","7","7","4","No"
"2019/12/30 6:25:16 AM GMT+1","9","10","9","9","9","9","10","10","9","9","10","9","9","9","9","2","No"
"2019/12/30 6:34:37 AM GMT+1","9","9","9","9","8","8","9","9","8","8","9","5","9","10","9","5","No"
"2019/12/30 6:41:50 AM GMT+1","8","9","7","7","7","7","8","7","7","7","8","5","8","8","8","4","No"
"2019/12/30 6:57:58 AM GMT+1","9","8","7","7","7","6","7","8","7","7","8","6","9","8","7","6","No"
"2019/12/30 7:05:05 AM GMT+1","8","8","8","8","8","8","8","7","7","9","8","","8","10","9","2","No"
"2019/12/30 7:24:44 AM GMT+1","7","8","7","7","6","7","7","8","7","8","8","7","7","7","8","3","No"
"2019/12/30 7:56:46 AM GMT+1","7","9","7","7","8","7","8","7","7","7","8","6","8","8","8","5","No"
"2019/12/30 8:00:44 AM GMT+1","7","8","9","9","8","6","7","7","8","7","8","7","8","8","9","7","No"
"2019/12/30 8:09:52 AM GMT+1","8","8","8","8","7","7","7","7","7","7","8","6","7","8","8","6","No"
"2019/12/30 8:16:49 AM GMT+1","6","7","7","7","7","6","8","7","7","6","7","6","8","8","8","3","No"
"2019/12/30 8:34:27 AM GMT+1","8","8","8","6","5","6","7","7","7","8","7","","7","10","7","5",""
"2019/12/30 8:57:25 AM GMT+1","10","10","9","10","9","9","8","9","7","10","10","6","9","9","10","1","No"
"2019/12/30 9:02:05 AM GMT+1","6","7","7","7","7","6","8","7","7","7","7","6","7","8","8","6","No"
"2019/12/30 9:22:48 AM GMT+1","7","8","7","7","6","6","7","7","7","7","9","5","7","8","8","5","No"
"2019/12/30 9:40:24 AM GMT+1","7","8","7","7","7","7","8","7","7","8","8","6","6","8","8","6","No"
"2019/12/30 9:42:14 AM GMT+1","7","8","8","8","7","7","8","8","7","7","9","6","7","8","8","6","No"
"2019/12/30 9:52:17 AM GMT+1","9","9","7","8","8","7","10","9","9","9","9","8","10","8","8","1","No"
"2019/12/30 10:03:14 AM GMT+1","8","7","8","7","7","7","9","9","8","6","8","6","7","7","8","7","No"
"2019/12/30 10:05:53 AM GMT+1","7","8","7","7","7","7","8","7","7","7","8","5","8","8","8","6","Yes"
"2019/12/30 10:06:38 AM GMT+1","7","9","8","8","7","7","8","6","7","5","7","4","8","10","9","3","No"
"2019/12/30 10:08:59 AM GMT+1","9","10","9","9","8","8","10","8","9","9","10","7","9","10","10","1","No"
"2019/12/30 10:16:05 AM GMT+1","8","8","6","6","6","6","8","9","8","8","9","","7","7","8","5","Yes"
"2019/12/30 10:22:02 AM GMT+1","7","7","7","7","6","6","7","8","7","8","8","5","7","7","7","4","No"
"2019/12/30 10:33:53 AM GMT+1","7","9","7","7","7","6","8","7","7","7","8","6","9","10","9","5","No"
"2019/12/30 10:36:07 AM GMT+1","7","9","8","8","6","7","9","8","8","9","9","5","8","9","8","5","Yes"
"2019/12/30 10:50:26 AM GMT+1","7","8","8","8","7","7","7","8","7","7","9","7","10","9","9","5","No"
"2019/12/30 10:54:50 AM GMT+1","7","7","8","8","7","7","8","7","6","7","7","","7","9","7","2","No"
"2019/12/30 11:27:47 AM GMT+1","8","9","8","9","8","7","9","8","8","8","9","7","9","10","9","6","No"
"2019/12/30 11:42:52 AM GMT+1","9","9","9","9","9","8","8","8","7","10","8","","9","7","9","1","No"
"2019/12/30 11:59:56 AM GMT+1","9","9","9","9","9","9","9","9","9","9","9","5","8","8","10","6","No"
"2019/12/30 12:30:08 PM GMT+1","7","8","7","8","7","6","7","6","7","7","8","","7","8","8","4","No"
"2019/12/30 12:41:44 PM GMT+1","7","9","7","7","8","7","8","9","8","8","9","","9","9","10","1","No"
"2019/12/30 1:05:35 PM GMT+1","9","9","9","9","8","8","9","8","8","9","9","","9","9","9","1","No"
"2019/12/30 1:18:25 PM GMT+1","6","8","7","7","6","7","8","8","7","8","8","5","7","9","8","5","No"
"2019/12/30 1:55:56 PM GMT+1","7","8","7","7","7","7","8","7","7","7","8","5","7","8","8","5","No"
"2019/12/30 2:26:56 PM GMT+1","7","7","7","7","8","7","8","5","7","8","8","2","7","8","7","4","Yes"
"2019/12/30 2:28:23 PM GMT+1","8","9","9","8","8","7","9","7","8","8","8","","9","9","7","6","No"
"2019/12/30 2:49:00 PM GMT+1","7","8","7","8","7","7","6","7","7","8","8","6","7","7","7","6","Yes"
"2019/12/30 3:17:16 PM GMT+1","7","8","8","8","7","8","8","9","8","8","9","7","8","9","8","6","No"
"2019/12/30 4:12:15 PM GMT+1","9","9","9","10","9","8","9","8","8","8","9","7","8","7","7","4","No"
"2019/12/30 4:24:16 PM GMT+1","9","9","9","8","7","8","9","8","8","8","9","4","8","9","9","2","No"
"2019/12/30 4:37:41 PM GMT+1","8","8","8","8","7","7","7","7","7","7","8","4","10","10","10","1","No"
"2019/12/30 4:51:06 PM GMT+1","6","8","7","6","5","6","7","7","6","6","7","5","6","7","6","5","No"
"2019/12/30 4:51:36 PM GMT+1","8","10","10","8","7","7","8","8","8","9","10","6","9","10","10","5","Yes"
"2019/12/30 5:21:13 PM GMT+1","9","10","8","8","8","8","9","8","8","8","9","7","8","9","9","5","No"
"2019/12/30 5:44:57 PM GMT+1","8","7","7","7","6","6","8","8","6","7","8","5","9","8","8","5","No"
"2019/12/30 7:26:41 PM GMT+1","7","8","7","7","7","8","9","8","8","7","8","5","8","9","9","3","No"
"2019/12/30 8:10:33 PM GMT+1","7","7","7","6","6","7","8","7","6","7","8","4","7","8","7","5","Yes"
"2019/12/30 9:25:50 PM GMT+1","8","8","7","6","6","6","8","8","8","7","8","","7","6","8","5","No"