"Timestamp","De  Gea","Shaw","Bailly","Maguire","Williams","Matic","Fred","AWB","Bruno","Martial","Dan James","Pereira (optional)","Team Performance","Final Result","Ole","Chelsea","Did the ref do a good job?","Did VAR do a good job?"
"2020/02/19 10:09:20 PM GMT+1","7","8","8","8","6","6","8","8","8","5","6","","7","10","7","5","Yes","No"
"2020/02/19 10:10:09 PM GMT+1","7","8","10","9","8","7","10","9","10","6","6","","9","10","10","8","No","Yes"
"2020/02/19 10:14:35 PM GMT+1","7","6","8","9","7","6","8","9","9","8","6","","8","10","8","8","Yes","Yes"
"2020/02/19 10:20:14 PM GMT+1","7","6","7","7","6","6","7","7","7","7","5","","6","6","6","7","Yes","No"
"2020/02/19 10:24:54 PM GMT+1","8","7","10","10","8","7","10","9","9","8","8","","10","10","10","7","Yes","Yes"
"2020/02/19 10:25:31 PM GMT+1","7","9","9","9","7","5","9","6","8","5","5","","6","9","5","3","Yes","Yes"
"2020/02/19 10:28:39 PM GMT+1","6","7","7","9","7","6","8","8","8","6","6","3","7","7","6","5","No","No"
"2020/02/19 10:28:51 PM GMT+1","7","7","9","8","7","7","9","8","9","7","6","6","8","9","9","3","Yes","Yes"
"2020/02/19 10:29:07 PM GMT+1","7","7","8","9","6","6","8","8","8","7","5","","8","9","9","6","No","No"
"2020/02/19 10:30:58 PM GMT+1","7","7","8","9","6","6","7","8","8","8","6","5","7","9","7","7","Yes","No"
"2020/02/19 10:34:38 PM GMT+1","6","7","8","8","6","7","8","7","7","7","5","5","8","8","7","7","Yes","No"
"2020/02/19 10:35:00 PM GMT+1","6","7","8","10","6","6","8","7","7","7","5","","6","9","7","4","No","Yes"
"2020/02/19 10:36:02 PM GMT+1","5","4","7","8","5","6","8","8","8","7","5","4","8","9","8","7","No","Yes"
"2020/02/19 10:37:40 PM GMT+1","6","7","8","8","7","7","8","8","8","8","6","6","7","8","9","6","No","Yes"
"2020/02/19 10:39:22 PM GMT+1","7","8","8","9","6","6","9","8","8","7","6","5","7","9","8","5","No","No"
"2020/02/19 10:45:32 PM GMT+1","7","5","7","8","5","6","8","7","8","6","4","","5","8","5","6","No","No"
"2020/02/19 10:46:38 PM GMT+1","6","7","8","8","7","7","9","7","8","7","4","","8","10","9","3","Yes","Yes"
"2020/02/19 10:47:09 PM GMT+1","7","8","8","9","6","6","8","9","8","6","4","","6","10","7","6","No","Yes"
"2020/02/19 10:53:00 PM GMT+1","7","6","7","6","6","6","7","7","7","7","4","4","6","8","7","6","Yes","Yes"
"2020/02/19 10:58:07 PM GMT+1","7","7","7","8","6","6","8","7","8","6","5","","8","9","8","6","No","Yes"
"2020/02/19 11:17:29 PM GMT+1","7","7","9","9","6","6","6","8","8","7","4","4","7","8","7","5","Yes","No"
"2020/02/19 11:19:20 PM GMT+1","7","7","8","8","7","6","9","9","9","7","5","","6","9","8","4","Yes","Yes"
"2020/02/19 11:19:24 PM GMT+1","6","7","8","9","7","7","8","8","7","8","5","5","7","9","8","5","No","Yes"
"2020/02/19 11:19:45 PM GMT+1","7","8","9","9","7","7","10","8","8","7","6","","7","10","9","6","Yes","Yes"
"2020/02/19 11:20:06 PM GMT+1","6","7","7","8","6","7","8","7","7","7","6","","7","9","7","6","Yes","No"
"2020/02/19 11:24:04 PM GMT+1","7","7","9","9","7","6","9","9","9","7","6","4","8","10","9","3","Yes","Yes"
"2020/02/19 11:25:18 PM GMT+1","6","7","9","9","7","6","9","8","9","7","6","6","8","10","8","4","Yes","No"
"2020/02/19 11:30:59 PM GMT+1","8","8","7","9","8","7","9","9","9","8","7","","8","10","9","5","","Yes"
"2020/02/19 11:35:52 PM GMT+1","7","8","8","9","7","7","9","9","7","7","7","","7","10","8","8","Yes","No"
"2020/02/19 11:36:00 PM GMT+1","7","7","8","5","5","7","8","7","7","7","6","","7","9","7","8","No","No"
"2020/02/19 11:37:55 PM GMT+1","8","7","9","9","8","6","9","8","8","7","6","6","6","10","6","6","Yes","No"
"2020/02/19 11:48:17 PM GMT+1","7","7","7","8","7","7","8","7","7","7","5","5","7","8","8","5","Yes","No"
"2020/02/19 11:51:16 PM GMT+1","7","7","8","9","7","7","8","8","8","7","6","5","7","9","8","6","No","No"
"2020/02/19 11:51:41 PM GMT+1","7","6","7","9","6","5","6","7","7","7","6","","8","8","9","7","No","No"
"2020/02/19 11:53:10 PM GMT+1","7","7","8","8","7","7","8","8","8","8","6","","8","10","8","6","Yes","No"
"2020/02/19 11:55:50 PM GMT+1","8","8","9","10","7","8","9","9","8","6","5","","6","9","9","4","Yes","No"
"2020/02/19 11:57:40 PM GMT+1","6","7","7","7","7","6","9","8","8","7","5","","7","10","9","4","Yes","No"
"2020/02/19 11:59:16 PM GMT+1","7","7","7","8","7","7","9","8","9","7","6","","8","9","8","4","No","No"
"2020/02/20 12:00:34 AM GMT+1","8","8","8","8","7","7","9","8","8","8","5","","7","10","8","6","Yes","Yes"
"2020/02/20 12:02:01 AM GMT+1","8","6","8","9","8","8","10","9","9","3","6","4","8","10","9","3","No","No"
"2020/02/20 12:02:51 AM GMT+1","6","7","8","8","7","7","9","8","8","7","7","6","7","10","10","5","Yes","Yes"
"2020/02/20 12:03:36 AM GMT+1","7","7","7","8","7","6","8","8","8","7","5","7","6","9","6","7","Yes","No"
"2020/02/20 12:10:09 AM GMT+1","6","8","8","9","7","7","9","8","8","7","6","","8","10","9","4","Yes","Yes"
"2020/02/20 12:26:16 AM GMT+1","6","6","7","8","6","6","7","7","7","7","5","","7","9","8","5","No","Yes"
"2020/02/20 12:26:45 AM GMT+1","8","8","9","8","7","7","9","8","9","7","6","6","7","10","8","6","No","No"
"2020/02/20 12:30:11 AM GMT+1","7","7","8","9","7","6","10","9","9","6","6","6","8","10","9","6","No","No"
"2020/02/20 12:37:02 AM GMT+1","7","8","9","9","7","7","9","9","9","7","5","5","8","10","7","6","Yes","Yes"
"2020/02/20 12:40:02 AM GMT+1","6","7","7","9","7","6","8","8","8","8","6","6","7","8","8","6","No","No"
"2020/02/20 12:46:07 AM GMT+1","7","7","8","9","7","7","8","8","8","7","6","6","8","10","8","6","Yes","No"
"2020/02/20 1:01:24 AM GMT+1","8","9","9","9","9","8","9","9","9","9","8","5","9","9","9","5","Yes","Yes"
"2020/02/20 1:05:02 AM GMT+1","7","7","8","8","7","8","7","8","7","7","6","4","7","8","8","6","Yes","Yes"
"2020/02/20 1:17:55 AM GMT+1","8","8","7","9","7","6","8","7","8","7","6","","7","8","9","5","Yes","Yes"
"2020/02/20 1:25:35 AM GMT+1","7","8","9","10","6","8","10","8","9","8","8","","8","10","9","6","No","Yes"
"2020/02/20 1:26:30 AM GMT+1","7","6","8","8","7","5","8","7","7","6","5","3","8","10","8","6","Yes","No"
"2020/02/20 1:27:50 AM GMT+1","7","6","6","6","5","5","7","7","7","6","3","","5","10","5","3","No","No"
"2020/02/20 1:40:35 AM GMT+1","6","7","8","8","7","7","7","8","7","7","6","","7","8","8","6","No","Yes"
"2020/02/20 1:58:07 AM GMT+1","7","6","8","6","6","7","7","7","7","7","7","","8","10","10","5","No","No"
"2020/02/20 1:59:26 AM GMT+1","7","9","8","9","8","6","9","9","9","9","8","7","10","10","10","6","Yes","No"
"2020/02/20 2:02:28 AM GMT+1","8","7","10","9","7","8","9","9","9","8","7","3","8","10","8","7","No","Yes"
"2020/02/20 2:05:15 AM GMT+1","8","8","8","10","6","7","8","9","8","7","4","","8","8","8","4","No","Yes"
"2020/02/20 2:06:14 AM GMT+1","7","7","8","8","7","7","8","7","7","5","5","1","7","10","7","7","No","No"
"2020/02/20 2:06:44 AM GMT+1","7","7","8","9","7","7","9","8","9","6","6","4","8","9","9","5","Yes","Yes"
"2020/02/20 2:32:41 AM GMT+1","8","8","8","9","7","7","9","8","7","7","6","","7","9","9","6","No","No"
"2020/02/20 2:45:01 AM GMT+1","7","8","8","8","8","7","8","8","7","7","6","","8","10","8","6","No","No"
"2020/02/20 2:49:06 AM GMT+1","8","8","10","10","8","7","10","9","9","9","8","","8","10","8","5","Yes","Yes"
"2020/02/20 2:49:19 AM GMT+1","9","7","8","7","8","6","8","8","9","7","7","7","7","8","8","8","No","No"
"2020/02/20 2:54:38 AM GMT+1","8","7","9","9","6","8","9","8","9","8","5","","8","10","9","4","Yes","Yes"
"2020/02/20 3:05:31 AM GMT+1","7","8","9","9","6","6","9","8","9","7","6","6","8","10","9","4","Yes","Yes"
"2020/02/20 3:28:47 AM GMT+1","6","6","8","4","7","7","9","7","9","7","6","5","8","10","8","5","No","No"
"2020/02/20 3:30:47 AM GMT+1","7","7","7","8","7","6","8","8","8","7","5","","7","10","8","4","No","Yes"
"2020/02/20 3:31:31 AM GMT+1","8","8","9","9","9","6","8","9","8","8","7","6","8","10","8","6","No","Yes"
"2020/02/20 3:33:47 AM GMT+1","7","8","9","8","6","8","9","8","8","9","5","","6","8","5","5","Yes","Yes"
"2020/02/20 3:46:48 AM GMT+1","7","7","8","10","6","7","9","8","9","8","6","","8","10","9","4","Yes","Yes"
"2020/02/20 3:49:32 AM GMT+1","6","6","8","8","6","6","8","8","9","7","5","4","7","10","8","1","Yes","Yes"
"2020/02/20 3:58:34 AM GMT+1","9","7","9","9","7","7","10","9","10","8","6","","8","8","10","5","No","Yes"
"2020/02/20 4:13:04 AM GMT+1","7","8","9","9","7","7","8","8","8","7","6","5","7","8","8","3","No","No"
"2020/02/20 4:13:19 AM GMT+1","7","7","7","9","7","8","10","8","8","7","6","","8","9","9","6","Yes","Yes"
"2020/02/20 4:24:58 AM GMT+1","6","6","7","7","6","6","7","6","7","6","5","","6","7","7","5","",""
"2020/02/20 4:33:51 AM GMT+1","7","8","8","9","7","7","9","9","9","8","7","","8","10","7","5","Yes","Yes"
"2020/02/20 4:50:37 AM GMT+1","9","9","9","10","8","8","10","10","9","9","7","","9","9","8","5","Yes","Yes"
"2020/02/20 4:50:50 AM GMT+1","7","7","9","10","8","8","10","9","9","8","6","2","10","10","10","6","No","No"
"2020/02/20 4:58:27 AM GMT+1","7","8","8","8","7","7","9","8","9","7","6","6","6","8","6","5","No","No"
"2020/02/20 5:07:37 AM GMT+1","7","6","6","9","6","6","8","9","8","8","4","","7","9","8","5","Yes","Yes"
"2020/02/20 5:15:18 AM GMT+1","8","8","9","9","8","8","9","9","10","8","6","6","8","9","8","6","Yes","Yes"
"2020/02/20 5:27:56 AM GMT+1","8","7","8","9","8","6","9","8","8","6","5","5","7","10","7","4","Yes","Yes"
"2020/02/20 5:47:15 AM GMT+1","8","9","10","10","7","7","9","8","8","6","5","","8","10","8","3","No","No"
"2020/02/20 5:49:14 AM GMT+1","7","7","8","9","8","8","9","8","9","8","7","","8","7","8","7","No","No"
"2020/02/20 5:58:31 AM GMT+1","7","7","7","8","7","7","8","8","8","7","6","5","7","9","8","6","No","No"
"2020/02/20 6:14:59 AM GMT+1","7","8","9","10","6","6","8","6","7","7","5","4","8","10","8","9","No","No"
"2020/02/20 6:27:27 AM GMT+1","6","7","9","9","7","6","8","8","8","7","6","6","8","8","7","4","Yes","Yes"
"2020/02/20 6:33:44 AM GMT+1","8","8","8","9","7","7","8","8","8","7","6","","8","10","10","6","Yes","Yes"
"2020/02/20 6:37:27 AM GMT+1","7","8","8","8","6","6","9","8","8","8","5","6","8","9","8","5","Yes","No"
"2020/02/20 6:41:41 AM GMT+1","6","7","8","8","7","6","7","7","7","7","6","5","7","9","8","6","Yes","No"
"2020/02/20 7:15:48 AM GMT+1","6","7","8","7","6","6","8","7","8","7","5","4","7","10","7","7","No","No"
"2020/02/20 7:41:41 AM GMT+1","7","7","8","8","7","5","9","8","8","7","6","6","8","8","8","5","Yes","Yes"
"2020/02/20 7:53:00 AM GMT+1","7","7","8","9","7","6","8","7","7","7","6","","7","9","9","7","Yes","No"
"2020/02/20 7:54:07 AM GMT+1","8","6","9","7","7","6","7","8","8","7","6","6","7","9","7","5","Yes","Yes"
"2020/02/20 8:17:25 AM GMT+1","7","7","9","8","5","7","8","9","8","7","4","2","5","10","7","2","No","No"
"2020/02/20 8:32:07 AM GMT+1","8","9","8","9","7","6","8","6","9","6","5","","6","9","8","7","No","No"
"2020/02/20 8:36:08 AM GMT+1","6","7","8","9","7","7","8","8","8","8","6","","7","9","7","5","No","No"
"2020/02/20 8:37:16 AM GMT+1","8","8","7","9","6","8","9","10","9","7","5","","7","9","8","7","Yes","Yes"
"2020/02/20 8:49:33 AM GMT+1","7","7","8","10","7","7","9","9","9","9","7","7","9","10","8","6","No","No"
"2020/02/20 9:01:30 AM GMT+1","6","7","8","8","6","6","7","8","8","7","6","2","7","8","7","5","Yes","Yes"
"2020/02/20 9:08:04 AM GMT+1","7","7","8","9","7","6","9","8","8","8","7","6","8","10","8","7","Yes","No"
"2020/02/20 9:08:41 AM GMT+1","6","6","8","8","5","6","7","7","7","6","5","5","7","9","9","5","No","No"
"2020/02/20 9:15:07 AM GMT+1","7","7","7","7","7","5","7","7","8","3","5","","6","7","5","3","Yes","No"
"2020/02/20 9:40:09 AM GMT+1","8","6","6","8","7","8","6","8","10","7","10","7","8","10","10","7","Yes","Yes"
"2020/02/20 9:50:34 AM GMT+1","7","7","8","9","7","7","9","9","10","7","7","5","8","10","9","6","No","No"
"2020/02/20 9:52:03 AM GMT+1","6","6","9","9","7","7","8","9","9","9","6","","8","9","8","7","Yes","Yes"
"2020/02/20 9:54:01 AM GMT+1","8","8","7","9","8","7","9","8","10","9","7","","9","10","10","7","No","No"
"2020/02/20 9:54:24 AM GMT+1","7","7","9","9","7","7","9","7","8","5","5","","8","10","8","6","No","Yes"
"2020/02/20 10:03:00 AM GMT+1","6","7","8","8","8","6","8","8","8","7","6","","7","8","8","5","No","No"
"2020/02/20 10:26:14 AM GMT+1","7","6","8","7","6","7","9","8","9","8","6","5","8","8","8","6","Yes","No"
"2020/02/20 10:35:51 AM GMT+1","7","7","7","8","7","7","8","6","7","7","5","5","6","9","8","6","No","No"
"2020/02/20 10:37:19 AM GMT+1","8","8","8","8","8","8","9","9","8","8","7","","8","7","7","6","Yes","No"
"2020/02/20 10:49:33 AM GMT+1","6","7","7","8","7","5","8","7","7","6","4","5","7","9","8","4","Yes","No"
"2020/02/20 11:01:18 AM GMT+1","7","7","9","9","7","8","9","9","8","8","7","","8","9","8","6","Yes","Yes"
"2020/02/20 11:02:50 AM GMT+1","6","8","7","7","5","5","8","9","8","8","6","7","6","9","8","6","Yes","Yes"
"2020/02/20 11:09:43 AM GMT+1","8","8","9","10","7","6","9","7","10","8","6","","8","10","8","7","Yes","Yes"
"2020/02/20 11:11:00 AM GMT+1","7","7","8","8","7","7","9","8","7","7","6","","7","8","7","5","No","No"
"2020/02/20 11:12:20 AM GMT+1","7","7","8","8","7","7","9","8","8","7","5","","8","10","8","6","Yes","No"
"2020/02/20 11:12:57 AM GMT+1","6","5","7","9","7","7","8","8","8","7","6","","6","10","8","8","Yes","Yes"
"2020/02/20 11:14:31 AM GMT+1","7","7","8","9","7","7","8","8","8","7","7","6","9","9","9","7","Yes","Yes"
"2020/02/20 11:16:42 AM GMT+1","8","8","9","9","6","6","9","8","9","8","6","6","8","9","8","7","Yes","No"
"2020/02/20 11:30:48 AM GMT+1","10","6","7","6","7","8","8","8","9","7","7","","7","10","6","8","No","No"
"2020/02/20 11:45:36 AM GMT+1","7","8","9","9","7","7","8","9","9","8","6","","8","9","8","6","No","No"
"2020/02/20 11:47:23 AM GMT+1","7","8","9","8","7","7","8","9","9","8","6","","8","10","8","6","Yes","Yes"
"2020/02/20 11:53:04 AM GMT+1","5","8","10","8","5","4","7","8","8","7","6","5","10","8","9","2","Yes","Yes"
"2020/02/20 11:56:51 AM GMT+1","5","7","8","9","6","6","8","8","8","8","6","","8","10","8","6","No","No"
"2020/02/20 12:04:53 PM GMT+1","7","6","8","6","7","6","6","7","7","7","6","5","8","9","10","6","Yes","No"
"2020/02/20 12:21:13 PM GMT+1","6","6","7","8","6","6","8","7","8","6","5","5","7","8","7","5","No","No"
"2020/02/20 12:23:39 PM GMT+1","6","6","7","8","6","6","8","8","8","6","6","6","7","10","7","4","Yes","No"
"2020/02/20 12:24:11 PM GMT+1","6","6","7","7","6","6","7","6","7","6","6","5","6","7","6","6","Yes","Yes"
"2020/02/20 12:50:42 PM GMT+1","6","7","6","7","6","5","7","7","7","7","6","","6","9","7","4","Yes","Yes"
"2020/02/20 12:51:17 PM GMT+1","6","7","7","8","7","7","8","8","9","8","6","1","7","8","8","7","Yes","No"
"2020/02/20 12:53:02 PM GMT+1","5","6","7","9","4","6","6","6","7","6","5","5","6","8","6","6","No","Yes"
"2020/02/20 12:58:42 PM GMT+1","7","7","8","8","7","7","9","8","9","8","6","6","10","9","10","1","Yes","No"
"2020/02/20 1:05:31 PM GMT+1","8","7","8","9","8","8","9","9","8","8","7","","8","9","8","6","No","Yes"
"2020/02/20 1:07:15 PM GMT+1","9","8","7","9","7","7","8","8","7","8","6","6","8","10","7","7","No","No"
"2020/02/20 1:24:50 PM GMT+1","9","7","8","9","8","7","9","8","8","8","6","","8","9","9","5","Yes","Yes"
"2020/02/20 1:28:23 PM GMT+1","7","7","8","7","6","6","9","8","8","7","6","","8","8","6","3","Yes","No"
"2020/02/20 1:31:13 PM GMT+1","7","5","7","7","6","7","10","10","10","5","7","4","6","10","5","3","No","No"
"2020/02/20 1:35:38 PM GMT+1","6","6","6","9","3","5","6","8","7","7","5","","6","10","4","6","No","Yes"
"2020/02/20 1:51:15 PM GMT+1","7","7","8","8","6","6","7","7","7","7","5","5","7","10","8","6","No","No"
"2020/02/20 1:53:45 PM GMT+1","6","8","8","8","7","7","8","7","8","6","6","","7","9","8","5","","Yes"
"2020/02/20 2:19:44 PM GMT+1","7","7","8","9","7","5","9","7","10","8","7","","6","10","10","8","Yes","Yes"
"2020/02/20 2:36:01 PM GMT+1","7","6","9","8","7","7","7","8","7","7","4","4","6","10","7","5","No","No"
"2020/02/20 3:26:20 PM GMT+1","9","9","8","10","8","9","9","8","10","7","6","7","8","10","10","7","Yes","No"
"2020/02/20 4:12:58 PM GMT+1","6","7","7","7","7","8","9","8","9","7","6","","9","10","9","6","Yes","No"
"2020/02/20 4:17:13 PM GMT+1","8","7","9","9","8","5","9","8","8","8","6","","8","10","9","7","No","No"
"2020/02/20 4:20:40 PM GMT+1","7","8","10","10","8","7","9","8","10","8","7","","9","10","9","5","No","Yes"
"2020/02/20 4:29:59 PM GMT+1","7","8","8","9","7","6","8","8","8","7","5","","8","10","8","4","No","No"
"2020/02/20 5:14:13 PM GMT+1","9","7","5","8","6","6","8","8","8","7","4","6","7","10","8","6","Yes","Yes"
"2020/02/20 5:23:54 PM GMT+1","6","6","7","8","6","7","9","8","8","6","4","","7","9","9","5","No","Yes"
"2020/02/20 5:29:47 PM GMT+1","8","6","7","9","7","5","8","8","8","8","6","","7","10","8","3","No","No"
"2020/02/20 5:30:08 PM GMT+1","8","9","9","10","7","8","10","8","10","7","7","7","9","10","10","6","No","No"
"2020/02/20 5:34:27 PM GMT+1","8","8","9","9","7","7","7","8","9","7","6","6","8","9","8","4","Yes","Yes"
"2020/02/20 5:38:05 PM GMT+1","6","7","9","10","7","6","8","7","9","6","6","","7","10","7","4","No","No"
"2020/02/20 5:42:34 PM GMT+1","7","8","9","8","7","7","7","7","8","7","5","","7","9","8","4","No","Yes"
"2020/02/20 6:06:46 PM GMT+1","7","7","8","9","7","7","7","8","8","7","7","6","7","7","8","6","Yes","Yes"
"2020/02/20 6:29:51 PM GMT+1","6","6","7","8","7","6","8","8","7","7","5","6","7","8","7","5","No","No"