"Timestamp","De Gea","Shaw","Maguire","Lindelof","Wan-Bissaka","Pogba","Matic","Rashford","Bruno","Greenwood","Martial","Pereira","McTominay","Williams","Team Performance","Final Result","Ole","Brighton","Did the ref do a good job?"
"2020/07/02 12:17:39 AM GMT+2","9","9","9","9","9","9","9","9","10","10","9","5","8","9","10","10","10","7","Yes"
"2020/07/02 12:18:44 AM GMT+2","9","9","8","8","8","9","10","6","10","10","7","5","6","7","10","10","10","3","No"
"2020/07/02 12:22:15 AM GMT+2","8","8","8","8","9","8","8","8","9","9","8","6","7","7","10","10","10","1","Yes"
"2020/07/02 12:22:39 AM GMT+2","7","6","7","7","7","8","8","6","8","8","6","5","6","6","7","8","8","4","Yes"
"2020/07/02 12:25:24 AM GMT+2","8","7","8","7","8","8","9","7","10","9","7","6","7","7","10","10","10","1","Yes"
"2020/07/02 12:25:57 AM GMT+2","8","7","7","7","8","8","9","6","9","9","6","","","7","8","9","9","6","Yes"
"2020/07/02 12:26:25 AM GMT+2","8","8","9","8","8","8","9","7","9","9","8","5","5","5","9","9","9","7","Yes"
"2020/07/02 12:26:53 AM GMT+2","8","8","8","8","9","10","10","9","10","9","9","","","","10","10","10","4","Yes"
"2020/07/02 12:27:36 AM GMT+2","7","8","7","7","8","9","9","7","10","10","7","6","6","7","8","10","8","5","Yes"
"2020/07/02 12:28:40 AM GMT+2","9","8","10","10","10","10","10","9","10","9","7","7","7","7","10","10","10","5","Yes"
"2020/07/02 12:29:06 AM GMT+2","8","8","7","7","7","8","9","6","9","9","6","6","6","7","8","9","9","5","Yes"
"2020/07/02 12:30:04 AM GMT+2","8","8","7","8","8","9","10","5","10","9","8","4","5","5","8","9","9","5","Yes"
"2020/07/02 12:32:33 AM GMT+2","8","8","8","8","9","8","9","6","8","8","7","5","7","7","10","10","10","6","Yes"
"2020/07/02 12:34:36 AM GMT+2","7","8","8","7","8","8","9","6","9","7","6","7","6","7","9","9","9","4","Yes"
"2020/07/02 12:34:41 AM GMT+2","8","9","9","7","8","9","9","7","10","10","8","6","8","7","10","10","10","1","No"
"2020/07/02 12:38:43 AM GMT+2","8","9","8","8","8","8","9","7","10","10","7","5","6","6","9","9","9","5","Yes"
"2020/07/02 12:38:47 AM GMT+2","7","8","8","7","9","9","10","6","10","9","5","5","5","6","10","10","10","3","Yes"
"2020/07/02 12:42:21 AM GMT+2","9","9","8","8","9","9","9","7","10","9","7","3","6","6","9","10","9","3","Yes"
"2020/07/02 12:42:48 AM GMT+2","8","7","8","7","8","7","8","7","9","9","7","6","6","6","9","8","9","5","Yes"
"2020/07/02 12:48:22 AM GMT+2","8","6","7","8","8","8","8","6","8","7","6","6","7","7","8","8","8","5","Yes"
"2020/07/02 12:49:14 AM GMT+2","8","8","9","8","8","9","9","7","9","10","7","6","7","7","9","10","10","6","Yes"
"2020/07/02 12:52:19 AM GMT+2","8","8","7","7","8","7","8","5","9","8","6","4","5","6","9","9","9","3","Yes"
"2020/07/02 12:52:42 AM GMT+2","7","6","6","7","5","6","8","4","8","8","3","1","5","7","8","8","7","4","No"
"2020/07/02 12:56:25 AM GMT+2","8","8","8","8","9","9","10","8","10","10","7","6","7","8","10","8","9","6","Yes"
"2020/07/02 1:01:05 AM GMT+2","7","7","7","6","6","7","8","5","8","8","6","4","5","5","7","7","7","5","Yes"
"2020/07/02 1:03:22 AM GMT+2","8","8","8","7","8","9","9","6","9","8","7","5","5","5","10","10","10","4","Yes"
"2020/07/02 1:03:47 AM GMT+2","10","6","6","5","8","10","8","5","10","10","7","5","7","5","10","10","10","1","Yes"
"2020/07/02 1:03:59 AM GMT+2","7","7","8","7","8","8","9","6","9","9","6","6","6","7","9","9","9","4","Yes"
"2020/07/02 1:06:26 AM GMT+2","7","7","8","7","7","7","8","7","9","8","7","6","6","6","8","8","8","6","Yes"
"2020/07/02 1:06:28 AM GMT+2","7","7","7","7","8","9","9","6","9","9","7","5","6","7","10","10","10","7","Yes"
"2020/07/02 1:06:29 AM GMT+2","7","9","8","7","8","8","10","5","10","9","4","6","6","7","8","10","8","6","Yes"
"2020/07/02 1:09:19 AM GMT+2","7","8","8","7","7","8","9","6","10","9","5","6","6","7","9","8","8","5","Yes"
"2020/07/02 1:10:18 AM GMT+2","8","8","8","8","8","8","9","6","9","9","8","8","6","7","9","9","10","4","Yes"
"2020/07/02 1:10:51 AM GMT+2","8","8","8","8","9","9","10","7","9","10","8","6","7","8","10","10","9","5","Yes"
"2020/07/02 1:12:56 AM GMT+2","7","8","7","7","7","8","9","6","9","8","6","5","6","6","8","10","8","2","Yes"
"2020/07/02 1:15:43 AM GMT+2","7","7","7","7","7","8","9","6","9","9","7","7","7","7","9","9","10","4","Yes"
"2020/07/02 1:17:55 AM GMT+2","8","8","7","7","7","8","9","7","9","9","7","6","6","6","8","9","10","6","Yes"
"2020/07/02 1:18:21 AM GMT+2","8","6","7","7","7","7","8","6","9","9","6","5","7","6","9","9","8","2","Yes"
"2020/07/02 1:19:06 AM GMT+2","8","8","7","7","7","8","8","6","8","8","7","6","6","7","9","9","8","6","Yes"
"2020/07/02 1:19:50 AM GMT+2","8","7","7","7","8","8","7","6","7","7","5","5","6","5","9","9","5","3","Yes"
"2020/07/02 1:20:21 AM GMT+2","7","8","7","8","8","7","8","6","9","9","5","6","6","6","9","10","9","5","Yes"
"2020/07/02 1:20:38 AM GMT+2","7","7","7","7","8","8","9","7","10","7","8","","","","9","9","9","7","Yes"
"2020/07/02 1:21:54 AM GMT+2","7","8","8","8","8","9","10","7","9","10","7","6","7","8","9","10","10","2","Yes"
"2020/07/02 1:22:30 AM GMT+2","8","9","8","8","8","8","9","7","9","9","7","6","6","6","9","9","10","5","Yes"
"2020/07/02 1:26:22 AM GMT+2","9","9","9","9","9","9","10","9","10","10","9","7","6","8","8","10","10","6","Yes"
"2020/07/02 1:28:46 AM GMT+2","8","8","9","7","7","8","9","7","10","9","7","6","6","7","10","10","10","5","Yes"
"2020/07/02 1:28:50 AM GMT+2","8","7","6","7","8","8","9","5","9","8","6","6","6","8","8","9","9","5","Yes"
"2020/07/02 1:28:52 AM GMT+2","8","7","6","6","8","7","8","4","10","10","5","2","5","","8","9","7","4","Yes"
"2020/07/02 1:34:14 AM GMT+2","8","8","7","7","9","8","9","8","10","10","7","4","7","7","10","10","10","6","Yes"
"2020/07/02 1:34:31 AM GMT+2","7","7","8","6","9","7","8","6","9","8","6","5","5","7","8","8","8","5","Yes"
"2020/07/02 1:40:13 AM GMT+2","8","7","7","7","7","8","9","5","9","9","5","4","6","6","9","10","9","3","Yes"
"2020/07/02 1:41:20 AM GMT+2","8","8","8","8","9","8","9","7","9","8","7","7","7","8","9","9","9","4","Yes"
"2020/07/02 1:48:20 AM GMT+2","7","7","7","6","7","7","8","5","9","9","6","5","5","7","8","9","8","5","Yes"
"2020/07/02 1:52:45 AM GMT+2","8","8","8","8","9","8","9","7","9","10","7","6","6","6","10","10","10","3","Yes"
"2020/07/02 1:56:42 AM GMT+2","8","5","6","6","6","6","8","6","8","9","6","6","6","7","8","10","8","7","Yes"
"2020/07/02 1:58:20 AM GMT+2","8","7","7","7","8","8","9","6","9","9","7","5","8","7","8","9","9","5","Yes"
"2020/07/02 2:02:11 AM GMT+2","8","8","8","8","8","8","8","7","9","10","7","6","7","8","9","10","10","5","Yes"
"2020/07/02 2:12:35 AM GMT+2","9","8","8","8","8","9","9","8","9","9","8","7","7","8","10","10","9","5","Yes"
"2020/07/02 2:15:26 AM GMT+2","9","8","10","10","10","10","10","8","10","10","7","7","8","8","10","10","10","6","Yes"
"2020/07/02 2:21:15 AM GMT+2","8","7","7","6","8","7","8","6","9","9","6","4","5","7","9","9","9","4","Yes"
"2020/07/02 2:23:57 AM GMT+2","7","8","8","9","7","8","9","7","9","9","7","","","","9","8","10","6","No"
"2020/07/02 2:28:10 AM GMT+2","8","8","8","8","8","7","9","7","8","8","7","6","6","6","8","8","9","3","Yes"
"2020/07/02 2:29:52 AM GMT+2","7","8","8","7","7","9","10","7","10","10","7","5","4","6","10","10","8","2","Yes"
"2020/07/02 2:35:34 AM GMT+2","7","7","7","7","8","7","8","6","9","8","6","6","6","7","9","8","7","3","Yes"
"2020/07/02 2:35:59 AM GMT+2","8","8","7","7","8","8","9","4","9","9","6","4","6","6","8","9","8","4","Yes"
"2020/07/02 2:38:19 AM GMT+2","8","8","7","7","7","7","8","6","9","8","7","5","5","6","9","10","9","6","Yes"
"2020/07/02 2:38:23 AM GMT+2","8","7","7","7","8","9","10","7","9","9","7","3","5","5","8","10","10","4","Yes"
"2020/07/02 2:46:30 AM GMT+2","7","7","7","7","8","7","8","5","9","8","7","4","5","6","7","8","9","5","Yes"
"2020/07/02 2:55:49 AM GMT+2","7","7","7","7","7","8","8","6","10","8","5","5","6","7","8","9","10","2","Yes"
"2020/07/02 3:11:05 AM GMT+2","9","8","8","7","7","8","9","7","9","9","7","6","6","7","8","8","7","6","Yes"
"2020/07/02 3:32:27 AM GMT+2","8","9","8","7","9","9","10","6","9","9","7","5","5","6","8","9","9","3","Yes"
"2020/07/02 3:34:06 AM GMT+2","7","10","6","6","7","8","9","6","7","9","6","5","7","9","9","10","8","7","Yes"
"2020/07/02 3:35:32 AM GMT+2","7","7","8","7","8","9","9","7","10","10","7","5","6","6","10","10","10","1","Yes"
"2020/07/02 3:36:15 AM GMT+2","8","8","7","8","8","9","9","6","9","9","8","7","7","7","9","10","8","5","Yes"
"2020/07/02 3:37:44 AM GMT+2","8","8","8","8","8","8","10","7","10","9","7","","","","10","10","10","2","Yes"
"2020/07/02 3:39:53 AM GMT+2","7","7","7","7","7","8","9","6","9","9","7","3","5","5","9","9","9","3","Yes"
"2020/07/02 3:41:14 AM GMT+2","8","9","8","7","8","8","9","7","9","9","7","4","7","8","9","9","10","6","Yes"
"2020/07/02 3:48:05 AM GMT+2","8","7","7","6","8","9","8","7","8","9","7","5","6","6","9","9","8","4","Yes"
"2020/07/02 4:06:51 AM GMT+2","7","8","8","7","8","9","10","7","10","8","7","6","6","7","10","10","10","6","Yes"
"2020/07/02 4:08:43 AM GMT+2","7","7","7","7","7","8","8","6","7","9","6","5","5","5","8","9","8","4","Yes"
"2020/07/02 4:13:23 AM GMT+2","8","9","9","7","7","8","9","8","9","9","8","7","7","8","8","10","8","6","No"
"2020/07/02 4:15:36 AM GMT+2","7","6","7","6","7","7","8","6","10","9","6","5","6","6","8","9","7","5","Yes"
"2020/07/02 4:16:33 AM GMT+2","8","8","7","8","9","9","10","7","10","10","9","5","6","8","9","10","10","5","Yes"
"2020/07/02 4:19:24 AM GMT+2","7","7","7","7","7","7","8","6","8","9","6","1","6","6","8","8","8","5","Yes"
"2020/07/02 4:23:59 AM GMT+2","8","8","8","7","9","9","10","7","10","9","7","5","6","7","8","9","9","5","Yes"
"2020/07/02 4:30:21 AM GMT+2","8","8","8","7","8","8","9","6","9","10","6","5","7","7","8","9","7","5","Yes"
"2020/07/02 4:35:52 AM GMT+2","8","8","8","8","9","9","9","7","9","9","7","5","6","6","10","7","8","5","Yes"
"2020/07/02 4:46:04 AM GMT+2","7","7","7","8","8","8","10","7","9","8","7","","","","9","9","10","5","Yes"
"2020/07/02 5:02:33 AM GMT+2","8","8","9","8","8","9","9","6","9","8","7","5","6","7","10","10","10","4","Yes"
"2020/07/02 5:06:24 AM GMT+2","9","6","8","5","9","7","9","5","9","10","5","4","7","8","8","10","10","3","Yes"
"2020/07/02 5:09:15 AM GMT+2","8","8","6","8","7","8","10","7","9","9","8","8","8","8","10","10","10","2","No"
"2020/07/02 5:10:10 AM GMT+2","8","8","8","7","7","8","9","6","9","8","7","6","6","7","8","8","9","5","Yes"
"2020/07/02 5:19:18 AM GMT+2","7","8","7","7","8","8","9","7","10","9","7","6","6","7","9","10","10","5","Yes"
"2020/07/02 5:19:40 AM GMT+2","7","7","7","7","9","8","8","6","9","10","6","6","5","6","8","8","8","3","Yes"
"2020/07/02 5:27:56 AM GMT+2","9","9","7","7","7","9","9","5","10","7","5","5","5","7","10","10","10","1","Yes"
"2020/07/02 5:33:56 AM GMT+2","8","7","8","7","8","8","9","7","9","9","7","6","6","7","8","8","8","6","Yes"
"2020/07/02 5:40:21 AM GMT+2","10","10","10","10","10","9","10","6","10","10","6","5","6","8","10","9","10","3","Yes"
"2020/07/02 5:47:27 AM GMT+2","8","8","9","8","8","9","10","6","9","9","6","4","7","7","9","10","8","3","Yes"
"2020/07/02 5:53:10 AM GMT+2","7","7","7","7","7","7","8","6","9","8","6","","","","8","8","8","5","Yes"
"2020/07/02 5:53:54 AM GMT+2","7","8","8","8","8","8","9","6","9","9","7","5","6","6","9","9","9","4","Yes"
"2020/07/02 5:57:33 AM GMT+2","8","8","8","7","7","8","10","6","10","9","6","5","7","7","10","10","10","3","Yes"
"2020/07/02 5:58:40 AM GMT+2","8","8","8","8","8","8","8","6","8","8","6","5","5","6","9","8","9","6","Yes"
"2020/07/02 6:03:55 AM GMT+2","8","7","7","7","7","8","9","6","9","9","6","6","6","7","8","9","9","4","Yes"
"2020/07/02 6:41:54 AM GMT+2","8","9","9","9","9","10","10","8","10","10","8","5","7","7","9","9","10","5","Yes"
"2020/07/02 7:14:14 AM GMT+2","8","7","9","8","9","8","10","8","9","9","6","6","7","8","9","10","9","7","Yes"
"2020/07/02 7:27:48 AM GMT+2","7","7","8","7","8","7","8","7","9","8","6","6","6","7","8","9","8","5","No"
"2020/07/02 7:34:09 AM GMT+2","9","7","8","8","10","10","10","7","10","10","6","5","6","7","8","10","10","1","Yes"
"2020/07/02 7:41:14 AM GMT+2","9","7","8","6","7","7","9","8","10","9","7","7","7","7","9","9","10","6","Yes"
"2020/07/02 7:49:55 AM GMT+2","8","8","7","9","7","8","9","7","9","8","7","7","7","7","9","10","9","6","Yes"
"2020/07/02 8:02:05 AM GMT+2","9","8","8","8","9","9","9","7","10","10","7","","","","9","9","9","5","Yes"
"2020/07/02 8:06:07 AM GMT+2","6","7","7","6","8","8","9","6","9","8","6","5","6","6","8","8","10","6","Yes"
"2020/07/02 8:08:21 AM GMT+2","8","8","8","7","9","8","8","7","10","10","7","6","6","8","9","10","10","4","Yes"
"2020/07/02 8:10:52 AM GMT+2","7","7","7","7","7","7","8","6","9","8","6","5","6","6","9","9","10","5","Yes"
"2020/07/02 8:11:52 AM GMT+2","7","7","8","6","7","8","9","7","9","10","7","5","6","7","8","8","6","5","Yes"
"2020/07/02 8:12:30 AM GMT+2","6","7","6","6","6","6","7","7","7","7","5","4","5","5","7","9","6","4","Yes"
"2020/07/02 8:17:41 AM GMT+2","7","7","7","7","8","7","9","6","10","10","8","6","6","7","9","10","9","7","No"
"2020/07/02 8:28:05 AM GMT+2","7","8","9","8","9","9","10","8","10","9","8","","","","9","9","9","5","Yes"
"2020/07/02 8:29:52 AM GMT+2","8","7","8","7","8","8","9","7","9","9","8","6","7","7","9","9","9","3","Yes"
"2020/07/02 8:45:25 AM GMT+2","7","7","8","8","9","9","8","7","9","8","6","5","8","7","8","8","8","5","Yes"
"2020/07/02 8:56:17 AM GMT+2","8","8","8","8","8","8","9","7","8","9","7","6","7","8","9","8","8","4","Yes"
"2020/07/02 8:57:35 AM GMT+2","9","8","6","6","7","8","9","7","10","10","7","","","","9","10","8","3","Yes"
"2020/07/02 8:59:21 AM GMT+2","7","8","9","7","7","8","10","8","10","10","9","6","7","8","9","10","10","5","Yes"
"2020/07/02 9:00:22 AM GMT+2","7","7","7","7","8","8","9","6","10","10","7","6","6","6","8","10","9","4","Yes"
"2020/07/02 9:08:40 AM GMT+2","7","7","8","8","8","8","9","6","10","8","6","5","7","6","8","8","8","10","Yes"
"2020/07/02 9:11:39 AM GMT+2","8","7","7","7","7","7","7","7","9","8","6","6","6","7","7","8","8","5","Yes"
"2020/07/02 9:22:01 AM GMT+2","7","8","8","7","8","8","9","6","10","10","6","","","","9","9","10","4","Yes"
"2020/07/02 9:32:33 AM GMT+2","7","9","7","7","7","7","9","6","9","9","6","5","5","5","10","10","10","4","Yes"
"2020/07/02 9:38:14 AM GMT+2","9","9","8","8","8","9","10","8","10","10","7","6","7","7","9","10","10","4","Yes"
"2020/07/02 9:55:21 AM GMT+2","6","6","7","7","8","8","8","6","9","9","7","4","5","5","8","10","8","7","Yes"
"2020/07/02 9:55:43 AM GMT+2","8","8","8","7","9","8","9","7","9","9","8","6","6","7","8","8","9","4","Yes"
"2020/07/02 10:00:50 AM GMT+2","7","8","7","7","9","8","10","6","10","9","6","6","6","7","9","10","9","5","Yes"
"2020/07/02 10:14:45 AM GMT+2","9","9","9","9","9","10","10","8","10","10","8","7","7","8","9","10","10","1","Yes"
"2020/07/02 10:23:09 AM GMT+2","6","3","6","6","6","7","7","4","8","10","4","1","3","6","6","8","8","1","Yes"
"2020/07/02 10:33:39 AM GMT+2","6","7","7","8","8","8","9","6","9","9","7","","","","8","8","7","4","Yes"
"2020/07/02 10:59:02 AM GMT+2","7","7","8","7","8","7","9","6","10","10","7","6","5","7","8","9","9","4","Yes"
"2020/07/02 11:03:57 AM GMT+2","8","7","8","7","7","8","8","7","9","9","7","6","5","6","7","8","8","6","Yes"
"2020/07/02 11:13:32 AM GMT+2","7","7","8","7","8","8","9","7","9","9","7","6","6","7","9","10","9","5","Yes"
"2020/07/02 11:15:33 AM GMT+2","7","8","7","7","7","8","9","6","9","8","7","5","5","6","8","8","8","3","Yes"
"2020/07/02 11:18:57 AM GMT+2","8","8","7","7","9","8","8","7","9","9","6","5","6","7","8","10","9","5","Yes"
"2020/07/02 11:38:54 AM GMT+2","8","9","8","7","8","8","9","7","9","9","6","6","7","8","9","10","10","6","Yes"
"2020/07/02 11:41:04 AM GMT+2","8","8","8","7","7","8","9","6","10","10","6","5","5","5","10","10","9","3","Yes"
"2020/07/02 11:55:44 AM GMT+2","8","8","8","7","8","8","9","7","9","9","8","6","7","7","9","10","10","5","Yes"
"2020/07/02 11:57:17 AM GMT+2","9","9","10","9","10","10","10","7","10","10","8","5","6","7","10","10","10","4","Yes"
"2020/07/02 11:59:43 AM GMT+2","7","8","7","7","8","7","8","7","9","9","5","5","5","7","8","9","8","5","No"
"2020/07/02 12:28:49 PM GMT+2","8","7","7","7","7","8","7","6","9","9","5","6","6","6","8","10","9","4","Yes"
"2020/07/02 1:37:34 PM GMT+2","8","8","8","8","8","10","10","6","10","10","10","1","5","8","10","10","10","3","Yes"
"2020/07/02 1:53:52 PM GMT+2","7","8","8","7","8","8","10","6","9","8","7","6","6","7","8","9","9","4","Yes"
"2020/07/02 2:15:04 PM GMT+2","10","8","8","8","8","10","10","8","10","9","8","7","7","7","8","10","9","4","Yes"
"2020/07/02 2:29:05 PM GMT+2","9","8","9","8","8","9","9","7","9","9","8","","","","10","10","9","4","Yes"
"2020/07/02 3:06:12 PM GMT+2","7","8","9","7","8","8","10","7","10","9","8","6","7","7","9","10","10","7","Yes"
"2020/07/02 3:23:01 PM GMT+2","9","8","8","8","9","9","10","7","10","9","7","4","5","5","9","10","9","4","Yes"
"2020/07/02 3:58:26 PM GMT+2","7","7","7","7","8","7","9","6","9","8","6","5","7","6","8","8","8","4","Yes"
"2020/07/02 4:14:08 PM GMT+2","7","8","7","8","7","8","9","6","9","8","6","5","5","7","10","8","8","7","Yes"
"2020/07/02 4:30:15 PM GMT+2","5","7","7","5","7","7","9","6","7","8","4","4","4","4","8","9","8","2","Yes"
"2020/07/02 4:32:43 PM GMT+2","7","8","7","7","8","7","9","7","9","9","7","2","6","7","8","8","9","6","Yes"
"2020/07/02 5:05:22 PM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","Yes"
"2020/07/02 6:43:04 PM GMT+2","7","8","7","8","7","8","10","8","10","9","9","6","6","6","10","10","10","9","Yes"
"2020/07/02 6:58:42 PM GMT+2","8","7","8","8","9","9","9","6","5","8","8","4","6","6","8","9","3","4","No"
"2020/07/02 7:09:50 PM GMT+2","8","7","8","8","8","9","10","6","10","9","7","6","6","7","8","9","9","4","Yes"
"2020/07/02 8:08:34 PM GMT+2","7","8","7","7","8","8","8","6","9","8","8","6","6","6","9","9","9","6","Yes"
"2020/07/02 11:31:03 PM GMT+2","10","6","7","6","8","9","10","6","9","9","6","4","5","6","10","10","10","4","Yes"
"2020/07/03 12:17:40 AM GMT+2","7","7","7","6","7","8","8","7","9","8","7","5","5","6","7","8","8","4","Yes"
"2020/07/03 2:35:09 AM GMT+2","8","8","8","7","8","9","9","7","9","8","9","4","6","7","8","9","9","7","Yes"
"2020/07/03 2:38:29 AM GMT+2","8","8","7","7","8","8","10","5","9","10","6","5","5","7","8","8","9","4","Yes"
"2020/07/03 4:11:21 AM GMT+2","8","8","7","7","8","8","10","6","9","9","8","4","4","6","9","10","9","3","Yes"
"2020/07/03 11:36:05 AM GMT+2","7","7","7","7","7","9","10","5","10","9","5","5","6","6","9","9","9","3","Yes"