"Timestamp","De Gea","Shaw","Maguire","Lindelof","Wan-Bissaka","Matic","Pogba","Rashford","Bruno","Greenwood","Martial","Bailly","Fred","James","Team Performance","Final Result","Ole","Bournemouth","Did the ref do a good job?"
"2020/07/07 5:36:00 PM GMT+2","6","8","5","7","7","8","8","8","8","9","8","6","7","6","8","9","9","6","Yes"
"2020/07/07 5:36:18 PM GMT+2","7","7","6","8","7","7","8","7","9","9","8","7","8","7","8","8","8","7","No"
"2020/07/07 5:36:39 PM GMT+2","3","5","5","6","5","6","7","7","9","9","8","5","7","6","7","9","10","6","No"
"2020/07/07 5:37:29 PM GMT+2","4","7","4","6","7","7","8","8","9","9","8","5","6","5","7","8","8","3","No"
"2020/07/07 5:38:20 PM GMT+2","4","8","4","8","9","9","10","7","10","10","8","7","8","7","8","10","10","7",""
"2020/07/07 5:38:20 PM GMT+2","5","9","7","8","9","8","8","8","10","10","8","6","7","6","9","9","10","5","Yes"
"2020/07/07 5:39:05 PM GMT+2","5","7","5","6","7","7","8","8","9","9","8","5","7","7","8","8","8","4","No"
"2020/07/07 5:39:12 PM GMT+2","5","6","5","6","7","8","8","7","9","10","8","5","6","6","8","10","8","6","Yes"
"2020/07/07 5:39:33 PM GMT+2","4","7","5","4","7","8","8","7","10","10","8","5","7","6","8","8","9","4","No"
"2020/07/07 5:40:29 PM GMT+2","5","7","5","6","6","7","7","6","8","9","7","6","7","7","8","9","7","6","No"
"2020/07/07 5:41:43 PM GMT+2","6","8","7","6","7","8","8","8","9","10","8","6","6","6","9","10","8","1","Yes"
"2020/07/07 5:42:50 PM GMT+2","7","8","5","7","7","8","9","7","9","9","8","6","8","8","8","10","10","3","No"
"2020/07/07 5:43:16 PM GMT+2","4","7","4","7","8","5","8","8","9","9","8","6","6","6","7","8","8","6","No"
"2020/07/07 5:43:19 PM GMT+2","5","7","6","7","8","7","9","8","9","10","9","6","6","7","8","10","10","7","No"
"2020/07/07 5:43:27 PM GMT+2","4","8","3","5","6","10","9","8","9","10","8","6","7","5","8","8","10","1","Yes"
"2020/07/07 5:43:43 PM GMT+2","7","8","7","7","9","8","8","7","9","9","8","6","7","6","8","8","8","6","Yes"
"2020/07/07 5:43:46 PM GMT+2","6","8","6","6","7","9","9","8","10","10","8","6","","","8","9","10","6","No"
"2020/07/07 5:44:18 PM GMT+2","3","6","4","5","6","7","7","8","8","9","8","5","6","","8","9","9","5","No"
"2020/07/07 5:44:45 PM GMT+2","3","9","4","6","10","7","9","8","9","10","8","5","8","7","9","10","9","6","No"
"2020/07/07 5:45:34 PM GMT+2","5","7","4","6","8","7","8","8","9","10","9","5","7","6","8","10","9","3","Yes"
"2020/07/07 5:45:41 PM GMT+2","5","9","5","7","9","9","9","8","9","10","9","6","6","6","8","9","8","3","Yes"
"2020/07/07 5:46:11 PM GMT+2","4","8","4","6","7","8","8","7","9","9","9","5","7","6","8","7","9","5","No"
"2020/07/07 5:47:02 PM GMT+2","4","8","5","6","7","8","8","9","9","10","9","6","6","6","8","8","10","6","No"
"2020/07/07 5:47:23 PM GMT+2","3","7","4","6","7","9","8","7","9","10","7","2","6","","8","7","7","5","No"
"2020/07/07 5:47:29 PM GMT+2","1","7","4","7","6","7","7","7","8","9","7","3","7","6","8","9","9","5","No"
"2020/07/07 5:48:04 PM GMT+2","5","7","6","7","7","8","9","8","9","9","8","5","7","6","8","9","9","6","No"
"2020/07/07 5:48:20 PM GMT+2","6","9","7","6","7","8","8","8","10","10","9","6","7","6","9","9","10","5","No"
"2020/07/07 5:48:22 PM GMT+2","7","9","6","6","9","8","9","8","9","9","9","8","7","6","8","8","10","8","Yes"
"2020/07/07 5:48:51 PM GMT+2","6","8","6","7","8","7","8","8","8","9","8","6","7","6","8","9","9","5","No"
"2020/07/07 5:50:53 PM GMT+2","7","8","6","7","8","9","9","9","10","9","7","6","7","6","9","9","8","7","No"
"2020/07/07 5:51:27 PM GMT+2","7","7","3","8","8","8","7","7","9","10","8","5","7","6","10","9","10","7","Yes"
"2020/07/07 5:53:02 PM GMT+2","4","8","5","7","6","8","8","8","10","10","9","5","7","6","9","8","10","7","No"
"2020/07/07 5:54:31 PM GMT+2","6","7","6","8","7","8","7","7","9","9","8","6","7","6","8","8","8","6",""
"2020/07/07 5:54:39 PM GMT+2","5","7","6","6","7","8","7","8","10","10","9","6","6","6","10","10","10","7","No"
"2020/07/07 5:54:43 PM GMT+2","4","7","6","7","8","8","8","7","9","9","7","6","5","6","9","9","9","3","No"
"2020/07/07 5:55:21 PM GMT+2","6","8","6","7","8","8","8","8","9","10","9","7","7","7","9","9","9","5","No"
"2020/07/07 5:55:28 PM GMT+2","4","6","5","6","7","7","7","7","8","9","8","3","6","6","7","7","8","4","No"
"2020/07/07 5:57:00 PM GMT+2","4","7","5","6","7","7","9","7","9","10","9","6","7","7","9","10","9","4","Yes"
"2020/07/07 5:58:20 PM GMT+2","5","8","8","8","8","9","9","7","9","9","8","7","7","6","8","8","8","7","Yes"
"2020/07/07 5:58:30 PM GMT+2","4","8","7","8","8","7","8","8","10","10","9","7","7","7","9","10","10","8","No"
"2020/07/07 5:58:51 PM GMT+2","7","9","6","8","10","8","8","9","10","10","8","7","9","8","9","10","10","7","Yes"
"2020/07/07 5:58:52 PM GMT+2","5","7","4","6","7","6","8","7","9","9","8","7","7","6","8","8","8","6","No"
"2020/07/07 5:59:37 PM GMT+2","5","7","6","7","8","9","8","7","9","10","8","7","7","6","7","10","8","4","Yes"
"2020/07/07 5:59:53 PM GMT+2","5","7","6","7","7","7","8","8","10","9","8","4","6","5","9","10","9","3","No"
"2020/07/07 5:59:55 PM GMT+2","7","8","7","8","8","8","9","8","9","10","9","7","8","6","9","10","10","6","No"
"2020/07/07 6:00:11 PM GMT+2","7","9","8","9","9","9","9","8","9","10","10","9","9","8","10","10","10","2","No"
"2020/07/07 6:00:39 PM GMT+2","6","7","5","6","7","7","8","7","9","10","8","6","6","6","7","8","9","4","No"
"2020/07/07 6:01:17 PM GMT+2","4","8","5","6","7","7","8","8","10","10","9","8","8","8","9","10","9","7","No"
"2020/07/07 6:04:04 PM GMT+2","5","8","5","6","7","8","8","7","9","9","7","6","6","7","8","7","8","6","No"
"2020/07/07 6:04:15 PM GMT+2","6","8","2","7","6","7","8","7","8","9","9","7","8","7","7","7","7","5","No"
"2020/07/07 6:04:55 PM GMT+2","7","8","8","8","8","8","8","8","9","9","8","7","7","7","9","10","9","5","Yes"
"2020/07/07 6:04:59 PM GMT+2","2","7","6","8","8","9","8","7","10","10","8","4","5","5","8","10","10","4","Yes"
"2020/07/07 6:05:25 PM GMT+2","4","6","5","7","7","5","8","6","8","9","8","","","","9","8","9","5","No"
"2020/07/07 6:06:46 PM GMT+2","6","7","6","7","8","7","9","8","10","10","8","6","8","7","9","10","9","6","No"
"2020/07/07 6:06:51 PM GMT+2","5","7","4","8","8","7","7","8","8","9","8","5","","","8","8","8","6","Yes"
"2020/07/07 6:07:10 PM GMT+2","6","8","7","7","8","7","8","7","9","9","8","7","7","6","8","9","9","5","No"
"2020/07/07 6:07:44 PM GMT+2","4","7","4","7","8","6","6","6","9","10","8","5","8","","9","9","9","3","Yes"
"2020/07/07 6:07:54 PM GMT+2","4","8","5","8","9","6","8","7","9","10","8","7","8","7","9","10","9","6","No"
"2020/07/07 6:09:37 PM GMT+2","3","7","5","5","5","6","7","6","8","9","8","6","6","6","6","6","6","6","No"
"2020/07/07 6:10:17 PM GMT+2","6","7","4","4","6","8","10","8","10","10","9","5","7","6","8","10","7","6","No"
"2020/07/07 6:10:38 PM GMT+2","6","7","6","6","7","7","8","8","9","10","8","6","6","6","9","8","7","6","No"
"2020/07/07 6:10:48 PM GMT+2","3","8","5","7","7","7","8","8","10","10","7","6","7","7","10","10","10","4","No"
"2020/07/07 6:10:57 PM GMT+2","4","7","5","6","7","5","7","6","8","9","8","5","6","5","8","7","7","6","Yes"
"2020/07/07 6:11:04 PM GMT+2","7","8","8","9","9","10","9","9","10","10","9","7","7","7","9","9","9","6","No"
"2020/07/07 6:11:12 PM GMT+2","4","8","4","9","9","6","8","7","8","10","8","6","8","7","7","10","9","5","Yes"
"2020/07/07 6:11:13 PM GMT+2","5","7","5","7","7","7","7","7","8","9","7","5","5","5","8","7","8","6","No"
"2020/07/07 6:11:27 PM GMT+2","4","6","5","5","7","8","8","6","9","10","7","","","","8","9","9","5","Yes"
"2020/07/07 6:11:59 PM GMT+2","6","7","6","7","8","7","8","8","8","9","8","6","7","6","8","9","9","7","Yes"
"2020/07/07 6:13:04 PM GMT+2","5","7","6","6","7","8","8","7","9","9","8","5","7","5","8","9","9","7","No"
"2020/07/07 6:14:42 PM GMT+2","5","7","6","6","7","7","8","8","9","9","8","6","7","6","9","9","8","4","Yes"
"2020/07/07 6:15:45 PM GMT+2","5","7","5","6","6","6","7","7","8","9","7","6","7","6","8","8","8","5","No"
"2020/07/07 6:18:31 PM GMT+2","4","7","5","6","7","8","7","6","8","9","7","6","6","6","8","7","7","5","No"
"2020/07/07 6:18:40 PM GMT+2","4","8","5","6","8","7","8","8","9","10","9","4","7","6","8","9","10","5","Yes"
"2020/07/07 6:19:32 PM GMT+2","6","8","6","7","7","8","9","8","9","10","8","6","7","7","9","8","8","5","No"
"2020/07/07 6:20:26 PM GMT+2","6","8","6","7","7","7","8","7","9","10","8","7","8","6","9","8","9","7","No"
"2020/07/07 6:21:14 PM GMT+2","4","8","5","7","7","8","7","7","8","9","7","5","7","6","8","8","8","4","No"
"2020/07/07 6:21:27 PM GMT+2","7","8","6","7","8","6","8","7","8","9","8","7","7","6","8","9","8","5",""
"2020/07/07 6:24:39 PM GMT+2","5","8","6","7","8","9","8","8","9","10","9","6","8","6","8","8","9","5","No"
"2020/07/07 6:24:55 PM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","Yes"
"2020/07/07 6:25:25 PM GMT+2","3","4","1","10","8","8","8","8","10","10","8","4","5","8","8","10","10","9","No"
"2020/07/07 6:26:52 PM GMT+2","7","7","6","5","8","8","8","8","10","10","8","6","6","5","8","10","10","3","Yes"
"2020/07/07 6:28:16 PM GMT+2","5","7","5","7","9","8","8","8","9","9","9","6","7","6","8","8","8","5",""
"2020/07/07 6:28:35 PM GMT+2","4","7","5","7","8","6","7","7","8","9","7","5","6","6","7","9","9","4","No"
"2020/07/07 6:31:15 PM GMT+2","6","7","6","6","7","8","7","7","9","10","8","6","7","7","8","10","10","6","Yes"
"2020/07/07 6:31:39 PM GMT+2","5","7","5","6","7","7","7","7","8","9","8","6","","","7","9","8","5","Yes"
"2020/07/07 6:32:41 PM GMT+2","6","6","5","6","6","7","7","8","10","9","8","5","6","5","6","8","10","6","Yes"
"2020/07/07 6:33:00 PM GMT+2","4","7","5","6","6","6","9","7","10","10","9","7","7","7","8","7","10","3","Yes"
"2020/07/07 6:33:12 PM GMT+2","5","7","5","6","7","8","8","8","9","10","8","6","7","6","9","10","9","5","No"
"2020/07/07 6:33:22 PM GMT+2","2","8","4","7","8","9","8","8","9","9","9","4","7","6","8","8","9","4","No"
"2020/07/07 6:34:13 PM GMT+2","6","6","5","7","8","8","8","7","9","9","9","7","6","6","8","8","8","3","Yes"
"2020/07/07 6:35:41 PM GMT+2","6","8","6","6","9","9","9","8","10","10","8","6","8","7","9","10","9","6","No"
"2020/07/07 6:36:21 PM GMT+2","4","7","4","7","7","7","6","7","7","9","7","5","6","5","7","7","8","2","Yes"
"2020/07/07 6:37:14 PM GMT+2","6","9","5","8","7","6","8","8","9","10","8","5","8","7","8","10","10","6","No"
"2020/07/07 6:38:18 PM GMT+2","4","7","5","5","6","8","8","7","10","10","9","4","6","6","9","10","9","5","No"
"2020/07/07 6:39:28 PM GMT+2","5","7","6","5","7","7","7","6","8","10","7","4","7","7","8","8","9","5","No"
"2020/07/07 6:40:02 PM GMT+2","2","8","1","6","8","6","9","8","10","10","10","5","10","8","9","9","10","1","Yes"
"2020/07/07 6:40:34 PM GMT+2","6","7","5","7","7","6","8","8","9","10","8","4","6","5","8","8","9","2","No"
"2020/07/07 6:40:37 PM GMT+2","7","7","5","8","8","6","7","7","9","10","7","6","7","7","8","8","8","5","Yes"
"2020/07/07 6:41:39 PM GMT+2","6","7","5","6","6","7","6","6","9","9","8","3","6","5","9","10","10","3","Yes"
"2020/07/07 6:41:54 PM GMT+2","5","6","3","6","7","7","8","7","9","9","8","6","7","7","10","10","10","5","No"
"2020/07/07 6:43:52 PM GMT+2","6","7","5","6","6","6","7","6","9","8","7","4","5","5","7","8","7","3","No"
"2020/07/07 6:44:23 PM GMT+2","6","8","5","8","8","9","8","7","9","9","8","10","8","","8","8","10","4","Yes"
"2020/07/07 6:44:34 PM GMT+2","5","7","6","6","7","7","7","7","8","9","8","6","6","6","8","8","7","6","Yes"
"2020/07/07 6:44:35 PM GMT+2","6","7","5","6","7","7","6","7","8","9","7","5","6","6","8","8","9","7","Yes"
"2020/07/07 6:45:18 PM GMT+2","5","8","6","7","8","7","8","7","9","10","7","6","8","6","8","9","10","5","No"
"2020/07/07 6:45:24 PM GMT+2","5","7","5","7","8","8","7","7","9","10","8","5","8","8","8","9","9","6","Yes"
"2020/07/07 6:45:37 PM GMT+2","6","9","6","7","8","10","8","6","9","10","8","6","8","7","9","10","10","6","No"
"2020/07/07 6:45:39 PM GMT+2","5","7","5","5","7","7","7","8","9","9","8","6","7","6","7","7","8","7","No"
"2020/07/07 6:46:17 PM GMT+2","4","7","3","8","7","6","9","8","9","10","8","4","8","6","8","8","10","3","No"
"2020/07/07 6:47:20 PM GMT+2","5","8","5","8","8","9","9","7","10","10","9","5","9","6","9","10","10","6","Yes"
"2020/07/07 6:47:56 PM GMT+2","5","7","6","5","6","7","7","8","9","10","8","6","5","5","8","8","10","6","No"
"2020/07/07 6:48:47 PM GMT+2","6","8","4","8","7","6","8","8","9","9","7","7","8","5","8","8","9","5","No"
"2020/07/07 6:50:57 PM GMT+2","5","7","5","6","7","7","7","7","8","9","7","6","6","5","8","8","8","7","No"
"2020/07/07 6:51:57 PM GMT+2","7","9","7","8","8","9","9","9","10","10","9","7","8","7","9","10","9","3","No"
"2020/07/07 6:52:19 PM GMT+2","6","8","8","7","8","9","9","8","9","9","9","6","8","6","9","9","8","4","No"
"2020/07/07 6:54:14 PM GMT+2","5","7","1","10","8","9","8","8","8","10","8","1","7","6","7","8","10","5","No"
"2020/07/07 6:55:26 PM GMT+2","4","8","7","8","8","8","8","7","10","10","9","7","7","6","8","10","10","6","Yes"
"2020/07/07 6:55:50 PM GMT+2","5","8","4","7","7","8","8","8","9","10","9","4","7","7","9","10","9","3","No"
"2020/07/07 6:56:00 PM GMT+2","7","7","5","7","8","8","8","7","9","10","8","6","8","6","8","10","9","6","No"
"2020/07/07 6:56:16 PM GMT+2","5","7","4","6","6","6","8","7","8","9","7","5","6","6","7","8","9","4","Yes"
"2020/07/07 6:56:23 PM GMT+2","5","7","4","6","7","7","8","8","9","10","9","4","7","6","8","8","8","3","No"
"2020/07/07 6:56:50 PM GMT+2","4","7","5","5","6","8","8","6","9","9","7","2","6","4","6","8","6","4","No"
"2020/07/07 6:58:29 PM GMT+2","4","9","3","9","7","6","8","9","9","10","9","2","8","6","8","9","9","6","Yes"
"2020/07/07 7:00:09 PM GMT+2","5","9","5","8","9","7","7","7","10","10","7","3","8","6","9","10","8","1","Yes"
"2020/07/07 7:01:40 PM GMT+2","2","7","5","8","7","7","8","8","9","9","9","6","7","7","8","10","9","7","No"
"2020/07/07 7:01:52 PM GMT+2","5","6","6","7","7","7","8","7","8","10","9","6","9","6","7","7","7","5","Yes"
"2020/07/07 7:02:02 PM GMT+2","6","7","7","7","7","7","8","7","8","9","8","6","8","6","7","7","7","6","No"
"2020/07/07 7:05:32 PM GMT+2","4","5","3","6","6","8","7","7","9","10","8","3","5","5","8","10","7","6","No"
"2020/07/07 7:08:32 PM GMT+2","5","8","6","6","8","7","9","8","10","10","8","5","8","8","9","9","10","6","No"
"2020/07/07 7:09:57 PM GMT+2","5","8","6","8","8","8","7","7","8","9","8","5","8","7","9","9","10","6","Yes"
"2020/07/07 7:09:59 PM GMT+2","7","8","6","6","7","9","9","8","9","10","9","5","7","6","9","10","10","7","Yes"
"2020/07/07 7:10:24 PM GMT+2","5","7","4","4","6","6","7","8","9","10","9","4","7","6","7","8","8","7","Yes"
"2020/07/07 7:10:37 PM GMT+2","6","8","6","8","8","5","9","10","10","10","10","4","7","7","9","9","10","7","No"
"2020/07/07 7:10:49 PM GMT+2","4","7","5","7","8","7","8","8","9","10","7","6","8","7","8","8","9","6","Yes"
"2020/07/07 7:12:35 PM GMT+2","6","8","6","7","8","9","8","8","9","9","8","6","7","6","9","9","9","5","No"
"2020/07/07 7:12:35 PM GMT+2","6","7","6","6","8","7","8","8","10","10","8","6","7","7","8","8","8","6","No"
"2020/07/07 7:13:02 PM GMT+2","4","8","6","7","8","8","8","7","9","10","8","6","7","6","7","9","9","6","Yes"
"2020/07/07 7:15:07 PM GMT+2","5","7","6","6","7","8","8","7","9","9","8","7","7","5","8","9","8","4","Yes"
"2020/07/07 7:17:39 PM GMT+2","4","8","7","8","8","8","8","8","9","9","8","5","6","6","8","8","9","6","Yes"
"2020/07/07 7:18:25 PM GMT+2","5","9","5","7","7","6","9","8","8","10","7","6","8","8","8","9","9","2","No"
"2020/07/07 7:18:30 PM GMT+2","5","8","5","7","8","7","8","9","10","10","9","7","7","7","8","9","8","6","No"
"2020/07/07 7:19:30 PM GMT+2","6","7","6","6","8","7","8","7","9","9","8","6","7","7","8","8","9","6","No"
"2020/07/07 7:19:40 PM GMT+2","7","9","7","8","8","8","8","7","9","9","8","7","7","7","8","9","10","7","No"
"2020/07/07 7:26:07 PM GMT+2","6","8","7","6","8","6","8","8","9","9","7","6","7","6","7","7","6","4","No"
"2020/07/07 7:28:16 PM GMT+2","6","7","6","7","7","7","7","8","8","9","8","7","7","7","8","8","8","5","Yes"
"2020/07/07 7:29:46 PM GMT+2","5","7","6","6","8","8","8","7","9","10","8","5","7","6","8","9","9","7","No"
"2020/07/07 7:29:59 PM GMT+2","5","7","5","6","7","7","8","7","9","10","9","6","6","5","9","9","8","3","Yes"
"2020/07/07 7:32:53 PM GMT+2","4","7","6","5","6","7","7","7","9","9","8","6","7","6","8","8","10","4","Yes"
"2020/07/07 7:34:20 PM GMT+2","5","7","5","7","6","8","8","9","8","10","9","6","6","6","7","8","9","7","No"
"2020/07/07 7:35:29 PM GMT+2","4","4","5","4","6","7","8","5","8","8","7","6","8","7","7","10","8","6","Yes"
"2020/07/07 7:36:39 PM GMT+2","4","8","4","7","8","10","10","7","8","10","7","6","8","10","8","10","10","3","Yes"
"2020/07/07 7:38:02 PM GMT+2","6","8","7","8","8","8","9","8","10","10","9","6","7","7","9","10","10","6","Yes"
"2020/07/07 7:39:04 PM GMT+2","8","8","8","8","8","8","8","8","9","9","8","6","7","7","8","8","8","7","Yes"
"2020/07/07 7:43:08 PM GMT+2","7","8","7","7","7","8","8","8","9","10","9","7","8","7","8","10","7","7","Yes"
"2020/07/07 7:44:38 PM GMT+2","4","7","6","7","8","6","9","9","10","10","9","5","6","6","8","9","8","3","Yes"
"2020/07/07 7:45:05 PM GMT+2","6","8","6","7","8","7","9","8","9","10","8","4","6","6","8","8","8","5","Yes"
"2020/07/07 7:45:59 PM GMT+2","4","8","6","8","9","8","8","7","10","10","8","7","8","7","8","9","10","7","Yes"
"2020/07/07 7:49:55 PM GMT+2","6","8","7","8","7","8","9","8","10","9","8","7","7","7","9","10","10","7","Yes"
"2020/07/07 7:53:04 PM GMT+2","4","6","5","5","5","5","7","7","8","10","8","5","7","7","6","6","10","6","Yes"
"2020/07/07 7:53:53 PM GMT+2","6","7","5","5","6","6","7","8","9","9","8","5","6","6","7","7","8","7","Yes"
"2020/07/07 7:59:05 PM GMT+2","4","6","4","4","5","6","7","7","8","8","7","3","6","6","8","8","8","3","No"
"2020/07/07 7:59:32 PM GMT+2","4","7","5","7","6","7","8","7","9","10","8","6","7","7","8","10","9","6","No"
"2020/07/07 8:02:32 PM GMT+2","5","8","7","7","7","8","8","9","9","10","9","6","7","7","9","9","10","4","No"
"2020/07/07 8:04:25 PM GMT+2","6","7","6","8","8","8","8","7","9","9","8","6","7","7","8","9","9","7","Yes"
"2020/07/07 8:04:57 PM GMT+2","6","8","8","7","8","9","8","8","9","9","8","7","8","8","8","7","8","6","Yes"
"2020/07/07 8:07:03 PM GMT+2","5","7","4","8","7","7","8","8","9","10","8","4","6","6","9","10","10","5","No"
"2020/07/07 8:07:29 PM GMT+2","4","7","5","7","7","8","8","7","9","9","9","5","7","7","8","8","10","6","No"
"2020/07/07 8:08:23 PM GMT+2","5","7","5","6","7","8","8","7","9","9","8","5","7","6","7","8","8","5","Yes"
"2020/07/07 8:13:10 PM GMT+2","5","8","7","9","9","9","9","7","10","10","9","6","6","7","9","10","10","6","No"
"2020/07/07 8:15:53 PM GMT+2","3","6","4","5","6","7","7","6","8","9","7","5","6","4","7","8","7","5","No"
"2020/07/07 8:19:48 PM GMT+2","7","9","5","8","8","9","9","9","10","10","6","7","9","8","8","8","10","7","No"
"2020/07/07 8:20:09 PM GMT+2","5","6","4","5","6","5","6","6","8","9","7","6","6","6","7","6","7","4","No"
"2020/07/07 8:22:05 PM GMT+2","6","8","6","7","7","7","7","7","9","9","8","7","7","7","9","8","8","4","Yes"
"2020/07/07 8:23:04 PM GMT+2","6","7","6","6","7","7","8","8","9","10","8","6","8","7","8","8","9","7","No"
"2020/07/07 8:25:01 PM GMT+2","5","8","4","8","8","8","8","7","9","9","7","4","6","7","8","9","9","6","No"
"2020/07/07 8:26:40 PM GMT+2","5","7","5","6","7","8","8","8","9","9","9","5","","","8","8","9","6","Yes"
"2020/07/07 8:27:06 PM GMT+2","1","10","3","5","9","8","8","6","10","10","7","5","9","6","8","9","10","7","No"
"2020/07/07 8:27:27 PM GMT+2","2","8","5","6","7","7","8","7","9","10","9","4","7","7","9","9","9","6","No"
"2020/07/07 8:30:09 PM GMT+2","5","8","5","7","7","7","8","8","9","9","9","7","7","7","8","9","10","4","Yes"
"2020/07/07 8:31:44 PM GMT+2","6","7","7","6","7","8","8","8","9","9","6","4","6","6","7","7","7","6","Yes"
"2020/07/07 8:36:18 PM GMT+2","5","6","5","7","7","8","8","8","9","10","8","6","5","5","10","10","10","6","Yes"
"2020/07/07 8:38:45 PM GMT+2","5","7","7","6","7","10","8","7","10","10","8","7","8","5","9","10","10","6","No"
"2020/07/07 8:41:19 PM GMT+2","5","6","1","6","6","7","7","3","7","8","7","5","5","3","7","8","6","5","Yes"
"2020/07/07 8:43:30 PM GMT+2","3","7","4","5","7","6","7","7","9","10","8","4","4","6","9","8","8","2","No"
"2020/07/07 8:47:09 PM GMT+2","6","9","6","7","8","8","10","9","10","10","9","7","8","8","10","8","10","5","No"
"2020/07/07 8:49:16 PM GMT+2","1","8","5","7","8","7","8","8","9","10","8","7","7","5","8","10","10","3","No"
"2020/07/07 8:51:18 PM GMT+2","7","7","6","6","7","7","8","6","8","9","8","7","6","6","8","8","7","5","No"
