"Timestamp","David de Gea","Ashley Young","Harry Maguire","Victor Lindelof","Aaron Wan-Bissaka","Scott McTominay","Fred","Andreas Pereira","Daniel James","Marcus Rashford","Anthony Martial","Mason Greenwood (optional)","Team Performance","Final Result","Rate Ole","Rate Opponent - Norwich","Did the referee/VAR do their job correctly? (optional)"
"2019/10/28 10:03:07 PM GMT+1","6","5","6","7","9","8","7","7","8","8","8","","8","7","7","3","Yes"
"2019/10/28 10:06:47 PM GMT+1","8","6","7","7","9","10","8","8","9","9","10","7","9","9","10","6","Yes"
"2019/10/28 10:11:44 PM GMT+1","6","6","6","6","8","7","8","6","7","8","9","","9","7","7","3","No"
"2019/10/28 10:13:56 PM GMT+1","6","6","7","7","9","9","7","8","8","8","8","","9","9","8","3","Yes"
"2019/10/28 10:15:12 PM GMT+1","7","7","8","8","9","9","8","7","8","9","9","6","8","9","8","5","Yes"
"2019/10/28 10:16:34 PM GMT+1","8","6","8","8","10","9","6","7","8","9","8","","8","8","9","5","No"
"2019/10/28 10:18:38 PM GMT+1","6","6","7","7","8","8","7","6","6","7","7","5","7","7","7","3","No"
"2019/10/28 10:28:18 PM GMT+1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Yes"
"2019/10/28 10:28:35 PM GMT+1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","Yes"
"2019/10/28 10:33:35 PM GMT+1","6","5","6","6","8","8","7","8","8","8","8","7","8","8","8","3","No"
"2019/10/28 10:39:49 PM GMT+1","7","7","8","8","9","8","7","7","8","8","8","7","8","9","8","5","Yes"
"2019/10/28 10:43:03 PM GMT+1","7","6","7","6","8","8","7","7","7","8","8","","8","6","7","3","No"
"2019/10/28 10:47:29 PM GMT+1","7","6","6","6","8","8","7","7","7","8","9","5","8","8","7","3","No"
"2019/10/28 11:06:33 PM GMT+1","7","7","7","8","8","8","8","8","8","7","8","4","8","8","8","7","Yes"
"2019/10/28 11:08:58 PM GMT+1","6","6","6","7","9","8","6","7","8","8","8","","8","8","7","3","No"
"2019/10/28 11:09:14 PM GMT+1","7","5","6","6","7","8","6","5","6","8","7","5","8","10","6","3","No"
"2019/10/28 11:09:51 PM GMT+1","7","7","8","7","8","8","7","7","7","8","7","5","7","8","7","5","No"
"2019/10/28 11:10:14 PM GMT+1","6","6","7","7","8","8","7","7","8","9","9","","8","7","6","3","No"
"2019/10/28 11:10:56 PM GMT+1","7","6","6","6","8","7","8","9","8","8","8","5","8","8","7","6","No"
"2019/10/28 11:22:13 PM GMT+1","7","6","7","7","8","8","7","9","8","8","9","","8","8","8","5","No"
"2019/10/28 11:26:33 PM GMT+1","6","6","7","6","8","8","6","6","7","7","8","5","8","8","7","4","No"
"2019/10/28 11:31:01 PM GMT+1","7","6","7","7","8","9","7","7","8","8","9","","9","9","7","2","Yes"
"2019/10/28 11:42:50 PM GMT+1","6","6","6","6","7","8","5","6","7","8","7","","8","8","7","3","Yes"
"2019/10/28 11:46:32 PM GMT+1","6","5","7","6","8","9","8","7","7","7","9","","7","8","8","4","No"
"2019/10/28 11:50:50 PM GMT+1","7","5","6","6","8","9","6","7","9","9","9","6","8","9","9","2","No"
"2019/10/28 11:58:54 PM GMT+1","5","5","7","5","9","9","5","8","7","8","4","","7","7","6","7",""
"2019/10/29 12:12:44 AM GMT+1","6","4","6","6","8","8","6","7","7","9","9","","8","7","6","5","No"
"2019/10/29 12:17:49 AM GMT+1","7","5","7","5","8","8","6","7","8","8","8","","7","7","7","4","No"
"2019/10/29 12:19:14 AM GMT+1","6","5","7","7","8","7","7","7","7","8","8","","8","9","8","3",""
"2019/10/29 12:20:51 AM GMT+1","6","6","6","6","7","8","6","6","8","8","8","","7","7","7","5","No"
"2019/10/29 12:30:14 AM GMT+1","7","6","7","6","8","8","6","6","8","9","9","","8","8","8","1","Yes"
"2019/10/29 12:39:26 AM GMT+1","9","8","8","8","9","9","8","8","9","9","9","7","9","8","7","8","Yes"
"2019/10/29 12:42:20 AM GMT+1","8","7","7","7","9","8","6","6","8","8","9","8","8","8","7","6","No"
"2019/10/29 12:45:11 AM GMT+1","6","6","6","6","8","8","7","7","7","8","8","","8","7","9","6","No"
"2019/10/29 12:49:31 AM GMT+1","7","7","7","7","8","7","7","7","7","9","8","6","8","10","7","2","No"
"2019/10/29 12:55:21 AM GMT+1","6","7","7","7","8","8","6","7","8","7","7","","7","8","8","4","No"
"2019/10/29 12:58:53 AM GMT+1","7","9","8","8","10","9","8","7","7","9","9","","8","7","9","3","Yes"
"2019/10/29 1:00:25 AM GMT+1","6","4","7","7","8","8","7","6","7","8","7","","7","8","7","5","No"
"2019/10/29 1:29:07 AM GMT+1","7","5","6","7","9","9","7","6","8","9","9","7","8","9","8","6","Yes"
"2019/10/29 1:48:40 AM GMT+1","6","6","7","8","9","9","8","8","7","9","9","4","8","9","6","2","Yes"
"2019/10/29 1:49:35 AM GMT+1","7","6","6","6","7","9","8","6","7","8","8","","9","9","9","4","No"
"2019/10/29 1:50:35 AM GMT+1","7","6","7","7","9","8","6","7","7","8","8","","7","7","8","4","No"
"2019/10/29 1:54:02 AM GMT+1","8","7","8","7","9","6","6","4","7","9","9","","9","10","8","4","Yes"
"2019/10/29 1:55:46 AM GMT+1","4","4","6","7","8","9","7","7","8","9","8","","8","8","10","5","Yes"
"2019/10/29 2:06:27 AM GMT+1","7","7","8","8","10","9","9","8","9","10","10","","9","9","9","4","No"
"2019/10/29 2:12:23 AM GMT+1","7","8","7","6","7","9","8","7","8","8","9","","7","7","7","4","No"
"2019/10/29 2:14:08 AM GMT+1","9","2","7","5","8","10","8","5","10","10","10","6","7","10","10","1","Yes"
"2019/10/29 2:22:18 AM GMT+1","7","1","6","6","9","3","3","3","7","1","8","","6","6","5","4","Yes"
"2019/10/29 2:22:52 AM GMT+1","7","1","6","6","10","1","1","4","8","1","8","","5","5","5","4","Yes"
"2019/10/29 2:23:22 AM GMT+1","6","6","7","7","8","7","6","6","8","8","8","5","7","7","7","3","Yes"
"2019/10/29 2:25:21 AM GMT+1","7","1","6","6","9","2","2","4","7","1","8","","5","5","4","5","Yes"
"2019/10/29 2:26:03 AM GMT+1","7","1","6","6","9","1","3","4","8","1","8","","5","5","5","5","Yes"
"2019/10/29 2:28:47 AM GMT+1","7","6","8","7","9","9","6","6","8","7","8","","7","8","8","8","No"
"2019/10/29 2:52:03 AM GMT+1","7","6","7","7","8","9","7","8","9","9","9","","8","9","8","4","No"
"2019/10/29 2:58:00 AM GMT+1","6","6","7","7","7","8","7","7","8","8","7","6","8","8","8","3","No"
"2019/10/29 3:02:13 AM GMT+1","8","5","6","6","9","8","6","6","9","9","9","","7","8","8","3","No"
"2019/10/29 3:07:37 AM GMT+1","8","8","9","8","9","10","7","8","10","10","10","","8","8","8","6","No"
"2019/10/29 3:10:33 AM GMT+1","6","6","6","6","6","8","7","5","7","7","8","","8","7","8","4","No"
"2019/10/29 3:16:42 AM GMT+1","7","4","7","7","9","9","8","7","8","9","9","6","8","7","7","5","Yes"
"2019/10/29 3:16:50 AM GMT+1","7","7","7","7","8","9","6","7","8","8","8","6","8","8","8","5","No"
"2019/10/29 3:29:33 AM GMT+1","6","6","7","6","6","8","6","6","8","8","8","6","7","7","7","5",""
"2019/10/29 3:36:08 AM GMT+1","7","6","8","8","9","9","8","8","9","9","9","7","8","8","8","7","No"
"2019/10/29 3:42:23 AM GMT+1","6","8","6","7","9","9","8","7","10","9","10","6","8","7","8","5","Yes"
"2019/10/29 3:43:32 AM GMT+1","7","5","7","5","8","8","5","5","9","10","10","","8","9","8","5",""
"2019/10/29 3:51:40 AM GMT+1","6","7","6","6","8","9","7","7","7","8","8","7","7","7","8","5","No"
"2019/10/29 4:09:40 AM GMT+1","7","7","7","6","9","8","7","8","9","8","8","7","8","8","8","3","Yes"
"2019/10/29 4:12:25 AM GMT+1","7","5","7","6","9","9","7","7","8","7","7","6","7","7","7","5","No"
"2019/10/29 4:15:12 AM GMT+1","8","6","8","7","9","9","7","7","8","8","8","7","8","8","9","5","No"
"2019/10/29 4:19:52 AM GMT+1","7","7","7","8","9","9","7","9","8","9","9","6","8","9","8","2","No"
"2019/10/29 4:23:39 AM GMT+1","6","6","7","7","9","7","6","7","9","7","7","5","8","8","7","5",""
"2019/10/29 4:31:48 AM GMT+1","8","8","8","8","9","10","8","7","10","9","9","","8","8","8","4","No"
"2019/10/29 4:31:49 AM GMT+1","8","7","7","7","8","9","6","7","9","9","9","","8","9","8","3",""
"2019/10/29 4:31:55 AM GMT+1","8","8","8","8","9","10","8","7","10","9","9","","8","8","8","4","No"
"2019/10/29 4:33:25 AM GMT+1","8","6","7","7","9","8","6","6","10","8","8","7","8","9","10","7","Yes"
"2019/10/29 4:43:43 AM GMT+1","5","6","7","6","6","7","6","5","7","6","7","5","6","7","5","3","Yes"
"2019/10/29 4:48:51 AM GMT+1","8","6","5","6","7","10","7","6","7","9","9","6","7","8","5","5","No"
"2019/10/29 4:57:15 AM GMT+1","7","6","7","7","7","7","7","7","8","8","8","","8","10","10","6","No"
"2019/10/29 5:09:09 AM GMT+1","6","5","8","7","9","9","7","7","9","8","9","6","7","9","7","3","Yes"
"2019/10/29 5:09:13 AM GMT+1","6","6","6","7","8","8","7","7","8","8","9","5","8","6","7","3","No"
"2019/10/29 5:10:57 AM GMT+1","7","4","7","6","9","9","7","6","8","9","9","","7","4","6","8","No"
"2019/10/29 5:14:03 AM GMT+1","6","6","6","6","7","8","5","6","7","7","8","5","7","9","7","5","No"
"2019/10/29 5:29:50 AM GMT+1","6","5","6","6","7","8","7","7","8","8","8","6","7","8","7","5","No"
"2019/10/29 5:35:18 AM GMT+1","7","6","8","7","9","10","7","8","9","9","9","","8","9","9","2","Yes"
"2019/10/29 5:40:37 AM GMT+1","9","6","6","7","8","9","6","5","7","8","8","5","8","9","7","3","Yes"
"2019/10/29 5:44:38 AM GMT+1","9","8","8","8","10","10","8","7","10","10","10","","7","10","10","6","No"
"2019/10/29 6:09:59 AM GMT+1","7","7","7","7","8","9","8","8","8","9","8","","9","10","8","3","No"
"2019/10/29 6:16:48 AM GMT+1","6","6","6","6","8","9","6","9","8","9","9","","9","6","8","4","No"
"2019/10/29 6:17:04 AM GMT+1","7","7","8","7","8","9","8","7","9","9","9","","9","10","10","3","No"
"2019/10/29 6:28:10 AM GMT+1","6","6","6","6","7","8","7","7","8","8","8","5","7","8","8","3","No"
"2019/10/29 6:34:27 AM GMT+1","8","7","8","8","9","9","7","8","8","9","10","7","8","10","8","6","No"
"2019/10/29 6:39:44 AM GMT+1","6","4","7","7","9","8","6","5","7","8","8","5","7","10","8","3","No"
"2019/10/29 6:46:25 AM GMT+1","6","6","6","7","10","10","3","8","8","7","8","4","8","9","8","3","No"
"2019/10/29 6:49:45 AM GMT+1","6","5","8","7","9","9","7","7","9","8","8","","8","7","7","3","No"
"2019/10/29 6:58:05 AM GMT+1","7","7","8","7","9","9","7","8","8","9","9","6","8","8","7","7","Yes"
"2019/10/29 7:22:15 AM GMT+1","7","6","8","7","8","8","7","6","7","8","8","6","8","7","7","3","Yes"
"2019/10/29 7:28:53 AM GMT+1","7","7","7","8","9","7","7","5","7","6","7","","6","7","1","1","Yes"
"2019/10/29 7:29:12 AM GMT+1","7","7","8","7","10","10","8","8","10","8","8","","8","10","7","8","No"
"2019/10/29 7:31:36 AM GMT+1","7","6","6","10","8","8","6","5","7","8","8","7","7","5","6","4","No"
"2019/10/29 7:32:01 AM GMT+1","7","6","7","7","8","8","7","7","8","9","9","2","8","6","7","3","No"
"2019/10/29 7:33:18 AM GMT+1","7","6","8","7","9","9","8","7","8","8","9","7","9","8","9","6","No"
"2019/10/29 7:41:21 AM GMT+1","7","5","7","6","9","8","7","7","9","8","8","6","7","7","7","6","No"
"2019/10/29 7:41:36 AM GMT+1","6","5","7","6","8","8","7","7","8","8","9","6","8","8","7","6","No"
"2019/10/29 7:44:55 AM GMT+1","6","3","9","7","8","9","4","7","7","6","7","","7","6","6","5","Yes"
"2019/10/29 7:55:05 AM GMT+1","8","8","7","7","9","9","7","7","9","9","9","7","7","8","8","6","No"
"2019/10/29 7:55:15 AM GMT+1","7","6","6","7","6","8","7","7","6","6","6","5","7","8","7","4","Yes"
"2019/10/29 8:00:22 AM GMT+1","7","4","7","7","8","9","5","6","8","9","8","5","8","7","8","4","Yes"
"2019/10/29 8:03:23 AM GMT+1","6","7","7","7","10","10","9","8","10","10","8","","7","8","9","3","No"
"2019/10/29 8:05:37 AM GMT+1","7","4","7","7","9","9","7","6","7","8","8","","7","8","7","4","No"
"2019/10/29 8:18:13 AM GMT+1","7","7","8","7","9","8","7","7","8","9","8","","7","8","7","3","No"
"2019/10/29 8:23:13 AM GMT+1","7","6","7","7","9","8","6","6","8","7","7","","7","8","7","6","No"
"2019/10/29 8:28:20 AM GMT+1","8","8","8","6","9","9","6","6","10","10","8","7","9","9","9","6","No"
"2019/10/29 8:37:42 AM GMT+1","7","6","7","8","10","9","8","8","8","8","8","7","9","9","8","4","Yes"
"2019/10/29 8:38:35 AM GMT+1","7","7","7","7","8","9","8","7","8","9","9","7","8","8","9","4","No"
"2019/10/29 8:54:00 AM GMT+1","6","6","7","6","8","8","7","7","8","9","8","","8","7","9","6","Yes"
"2019/10/29 9:01:57 AM GMT+1","8","8","9","8","9","9","8","8","10","8","9","","8","9","9","6","Yes"
"2019/10/29 9:07:11 AM GMT+1","7","7","7","7","9","9","7","7","8","9","9","","8","9","7","3","No"
"2019/10/29 9:08:10 AM GMT+1","8","7","7","7","8","9","6","8","9","8","8","","8","7","9","5","No"
"2019/10/29 9:10:01 AM GMT+1","8","7","8","8","10","8","7","8","9","8","9","","8","8","8","4","Yes"
"2019/10/29 9:10:34 AM GMT+1","7","6","7","7","8","9","7","7","9","7","7","","9","10","7","1","No"
"2019/10/29 9:16:05 AM GMT+1","7","6","7","7","8","8","7","7","8","8","8","","8","9","8","3","No"
"2019/10/29 9:20:47 AM GMT+1","8","7","7","7","9","8","8","8","9","9","9","6","9","8","9","6","Yes"
"2019/10/29 9:33:59 AM GMT+1","7","5","6","6","8","8","6","7","7","7","7","6","7","7","8","5","No"
"2019/10/29 9:43:09 AM GMT+1","7","7","6","6","8","8","7","7","8","7","7","6","7","9","7","4","No"
"2019/10/29 9:45:38 AM GMT+1","7","8","9","7","9","8","8","7","8","9","9","8","8","8","7","4","No"
"2019/10/29 9:47:15 AM GMT+1","6","4","6","6","7","7","6","5","7","8","7","","7","7","5","4","No"
"2019/10/29 9:50:23 AM GMT+1","6","6","6","6","7","8","7","7","7","8","8","","7","8","7","4","No"
"2019/10/29 9:55:29 AM GMT+1","6","6","6","5","6","7","6","7","8","7","8","6","7","8","7","4","Yes"
"2019/10/29 9:58:12 AM GMT+1","6","6","8","7","9","8","7","7","9","7","7","4","7","4","6","3","No"
"2019/10/29 10:15:26 AM GMT+1","6","7","6","7","8","8","7","6","7","9","9","6","7","7","5","5",""
"2019/10/29 10:16:32 AM GMT+1","7","5","8","7","8","9","7","6","9","8","8","","9","10","9","5","No"
"2019/10/29 10:17:32 AM GMT+1","6","6","6","6","8","9","5","6","7","8","7","5","8","9","7","3","No"
"2019/10/29 10:20:51 AM GMT+1","6","7","7","8","9","9","7","7","8","8","9","","8","8","7","5","Yes"
"2019/10/29 10:25:04 AM GMT+1","6","5","6","6","7","8","7","7","8","8","8","6","9","10","7","1","No"
"2019/10/29 10:28:43 AM GMT+1","8","6","7","7","8","8","7","7","7","7","7","","7","7","7","4","No"
"2019/10/29 10:36:29 AM GMT+1","7","6","7","5","8","8","6","5","8","8","8","5","8","7","7","2","Yes"
"2019/10/29 10:44:36 AM GMT+1","6","6","6","6","8","7","7","7","7","8","8","6","7","8","8","4","No"
"2019/10/29 10:49:36 AM GMT+1","6","6","8","7","8","9","7","7","9","9","9","6","8","9","9","4","Yes"
"2019/10/29 10:52:22 AM GMT+1","7","7","5","7","8","9","7","7","8","7","7","","7","9","7","6","No"
"2019/10/29 10:52:23 AM GMT+1","8","5","7","6","7","8","7","7","8","7","8","5","8","8","9","3","Yes"
"2019/10/29 11:05:03 AM GMT+1","7","7","7","7","7","8","7","6","9","8","9","","7","7","7","4","No"
"2019/10/29 11:08:03 AM GMT+1","8","8","8","8","10","9","8","8","8","9","8","7","8","9","9","6","Yes"
"2019/10/29 11:13:47 AM GMT+1","6","6","6","6","8","7","6","7","7","7","8","6","7","7","6","6","No"
"2019/10/29 11:16:51 AM GMT+1","6","1","6","7","9","8","6","5","7","8","10","7","9","8","10","3","No"
"2019/10/29 11:32:55 AM GMT+1","7","7","7","7","9","8","8","7","8","9","10","","8","8","6","1",""
"2019/10/29 11:33:04 AM GMT+1","7","5","7","7","9","8","7","8","9","9","8","7","9","8","8","3","No"
"2019/10/29 11:34:15 AM GMT+1","7","6","7","7","9","7","7","7","8","8","8","6","8","7","8","4","No"
"2019/10/29 11:38:18 AM GMT+1","8","7","7","7","8","8","8","8","9","9","9","","8","9","8","6","No"
"2019/10/29 11:59:21 AM GMT+1","6","6","5","5","8","9","6","6","8","8","9","7","8","8","8","4","No"
"2019/10/29 12:07:50 PM GMT+1","7","6","7","7","8","9","6","7","8","10","9","","8","7","8","3","Yes"
"2019/10/29 12:13:24 PM GMT+1","7","6","7","7","9","9","7","8","8","8","8","","8","9","8","6","No"
"2019/10/29 12:20:42 PM GMT+1","9","8","9","8","10","10","8","7","10","9","9","8","8","9","10","5","Yes"
"2019/10/29 12:22:03 PM GMT+1","6","5","6","7","10","9","7","5","8","8","8","6","8","8","8","3","No"
"2019/10/29 12:23:06 PM GMT+1","7","7","7","6","8","7","7","6","8","7","7","6","8","9","8","6","Yes"
"2019/10/29 12:23:36 PM GMT+1","6","7","6","6","8","9","8","9","8","9","9","","9","10","9","3","No"
"2019/10/29 12:34:42 PM GMT+1","7","7","7","7","9","8","7","7","8","8","8","","8","8","8","3","No"
"2019/10/29 12:46:05 PM GMT+1","8","8","7","8","9","9","7","7","9","9","9","","8","9","8","5","No"
"2019/10/29 12:49:46 PM GMT+1","6","4","5","5","8","9","7","8","7","7","7","","7","6","8","3","Yes"
"2019/10/29 1:05:41 PM GMT+1","7","7","7","7","9","9","7","7","8","8","8","","7","6","7","4","No"
"2019/10/29 1:06:24 PM GMT+1","7","6","7","7","8","9","8","7","9","10","9","","8","10","8","5","No"
"2019/10/29 1:21:41 PM GMT+1","6","7","7","8","9","9","8","8","9","9","8","6","8","7","9","3","Yes"
"2019/10/29 1:23:01 PM GMT+1","6","5","7","7","8","8","7","6","7","8","8","5","8","8","8","6","No"
"2019/10/29 1:31:08 PM GMT+1","7","7","7","7","8","9","8","7","8","9","8","6","9","9","9","4","No"
"2019/10/29 1:38:54 PM GMT+1","7","7","8","8","9","10","7","8","9","9","9","7","8","8","8","5","Yes"
"2019/10/29 1:45:24 PM GMT+1","8","7","8","8","10","10","9","7","9","9","10","6","9","9","10","2","Yes"
"2019/10/29 1:58:05 PM GMT+1","6","6","7","6","7","8","7","7","8","8","8","7","8","8","8","3","No"
"2019/10/29 2:40:00 PM GMT+1","7","6","7","7","8","8","6","6","7","8","8","6","8","9","8","4","No"
"2019/10/29 2:44:10 PM GMT+1","7","6","7","7","9","9","7","7","7","8","8","","8","7","8","4","No"
"2019/10/29 3:13:50 PM GMT+1","7","7","7","7","8","7","7","7","7","8","8","4","7","6","7","2","No"
"2019/10/29 3:14:34 PM GMT+1","1","1","1","2","2","3","2","4","2","1","1","2","2","1","2","10","Yes"
"2019/10/29 3:44:25 PM GMT+1","9","6","8","9","10","10","8","8","9","9","9","","8","7","8","3","No"
"2019/10/29 3:47:55 PM GMT+1","8","7","8","7","10","8","6","7","9","8","9","8","8","8","9","4","Yes"
"2019/10/29 3:57:48 PM GMT+1","7","8","6","7","10","8","7","7","8","8","8","","8","10","5","1",""
"2019/10/29 4:17:49 PM GMT+1","6","6","6","6","7","7","7","7","8","8","8","6","7","8","8","4",""
"2019/10/29 4:27:29 PM GMT+1","7","5","6","10","9","10","8","7","7","8","7","","7","7","8","1","No"
"2019/10/29 4:30:00 PM GMT+1","6","6","8","7","9","9","8","7","9","10","8","","7","8","8","7","No"
"2019/10/29 4:51:31 PM GMT+1","8","7","8","7","9","7","7","7","8","9","9","","9","6","9","3","No"
"2019/10/29 5:01:06 PM GMT+1","6","2","4","5","3","10","7","5","7","10","10","6","6","7","6","5","No"
"2019/10/29 5:27:44 PM GMT+1","7","5","7","6","8","9","7","6","7","7","6","","7","7","7","6","No"
"2019/10/29 5:54:26 PM GMT+1","8","7","7","7","9","8","7","7","8","8","8","6","8","8","8","5","No"
"2019/10/29 7:13:36 PM GMT+1","7","5","7","7","9","8","7","6","7","8","9","6","7","9","8","3","No"
"2019/10/29 8:15:40 PM GMT+1","6","6","6","6","9","8","7","6","8","8","10","6","8","8","6","4","No"
"2019/10/29 8:39:14 PM GMT+1","6","7","8","7","9","9","5","7","8","8","9","","8","9","8","2","No"
"2019/10/29 9:18:06 PM GMT+1","6","6","6","6","8","9","6","9","8","8","9","","8","6","8","5","No"
"2019/10/29 9:25:50 PM GMT+1","7","7","7","7","8","8","7","7","8","8","8","","7","7","7","5",""
"2019/10/29 10:23:10 PM GMT+1","6","5","7","7","7","7","7","6","7","7","7","6","7","7","7","4","No"