"Timestamp","De Gea","Shaw","Maguire","Lindelof","AWB","Williams","Fred","Matic","Pereira","Martial","James","Mata (optional)","Greenwood (optional)","Team Performance","Final Result","Ole","Liverpool (be realistic please)","Did the ref/VAR do a good job? (optional)"
"2020/01/21 6:25:57 PM GMT+1","1","10","1","1","1","1","1","1","10","1","1","1","1","1","10","10","1","Yes"
"2020/01/21 6:26:17 PM GMT+1","8","6","5","5","6","7","6","6","2","6","5","","","5","6","8","9",""
"2020/01/21 6:30:31 PM GMT+1","9","7","7","7","8","9","9","7","7","7","6","7","","7","6","6","8","No"
"2020/01/21 6:31:15 PM GMT+1","7","5","6","6","6","6","7","6","4","5","5","6","6","5","5","5","8",""
"2020/01/21 6:33:20 PM GMT+1","8","7","7","6","5","7","8","5","5","6","5","","","5","1","6","6","No"
"2020/01/21 6:34:01 PM GMT+1","7","7","6","6","3","5","8","6","3","6","3","6","6","5","5","5","7","No"
"2020/01/21 6:35:02 PM GMT+1","7","6","5","5","5","6","8","6","5","5","5","","","5","1","6","7","No"
"2020/01/21 6:36:10 PM GMT+1","9","8","7","8","7","7","8","7","6","7","7","6","6","8","6","9","9","Yes"
"2020/01/21 6:37:30 PM GMT+1","7","7","7","6","6","7","9","8","6","6","6","6","5","7","3","6","6","No"
"2020/01/21 6:38:00 PM GMT+1","6","7","6","7","7","7","8","7","5","5","6","6","6","6","3","8","7","No"
"2020/01/21 6:38:31 PM GMT+1","3","4","4","4","4","4","7","5","5","5","5","","","3","1","2","7","No"
"2020/01/21 6:39:10 PM GMT+1","7","7","7","5","6","5","8","6","5","6","5","","","5","4","6","7","No"
"2020/01/21 6:41:13 PM GMT+1","6","7","6","4","3","8","8","7","5","5","5","","","6","5","7","7","No"
"2020/01/21 6:42:29 PM GMT+1","8","6","4","5","7","6","7","6","6","6","5","6","4","6","5","6","8","No"
"2020/01/21 6:44:27 PM GMT+1","7","8","5","3","5","5","8","6","2","5","4","","","5","3","5","8","No"
"2020/01/21 6:45:37 PM GMT+1","7","7","6","4","4","7","8","7","3","6","5","6","5","6","1","6","7","No"
"2020/01/21 6:46:47 PM GMT+1","8","7","5","5","4","6","8","5","3","5","3","","","4","1","2","8","Yes"
"2020/01/21 6:47:23 PM GMT+1","8","7","4","4","4","4","7","5","3","5","3","6","6","2","1","1","6","Yes"
"2020/01/21 6:47:25 PM GMT+1","4","6","5","4","4","4","7","6","4","4","3","5","4","5","3","4","7","Yes"
"2020/01/21 6:47:36 PM GMT+1","7","6","7","5","5","7","8","6","3","4","4","5","5","6","5","8","6","No"
"2020/01/21 6:47:41 PM GMT+1","7","8","7","6","5","6","8","7","5","5","5","","","7","3","8","8","No"
"2020/01/21 6:51:02 PM GMT+1","7","6","5","4","4","6","8","6","2","4","3","5","5","4","3","8","7","No"
"2020/01/21 6:51:22 PM GMT+1","8","6","5","5","6","6","9","5","2","4","3","3","4","5","7","1","7","No"
"2020/01/21 6:51:23 PM GMT+1","9","6","5","4","4","5","7","7","4","4","2","5","5","2","1","2","8","Yes"
"2020/01/21 6:53:08 PM GMT+1","9","6","6","6","5","6","8","6","5","7","5","6","6","6","4","6","7","No"
"2020/01/21 6:55:11 PM GMT+1","4","4","3","2","5","3","6","4","2","3","4","","","3","1","5","8","No"
"2020/01/21 6:57:20 PM GMT+1","8","7","7","7","4","7","8","7","6","6","4","5","5","7","1","7","8","No"
"2020/01/21 6:58:44 PM GMT+1","7","7","7","7","5","6","7","7","6","6","4","6","6","6","3","7","8","No"
"2020/01/21 7:00:51 PM GMT+1","2","3","1","1","1","3","2","1","1","1","1","1","1","1","10","10","10","Yes"
"2020/01/21 7:01:37 PM GMT+1","8","5","4","4","4","5","7","5","3","3","2","","","3","4","4","7","Yes"
"2020/01/21 7:02:03 PM GMT+1","10","6","6","7","5","6","10","6","3","5","4","7","6","6","5","6","8","No"
"2020/01/21 7:04:13 PM GMT+1","8","5","6","6","6","5","7","6","3","5","4","5","5","5","4","6","7","No"
"2020/01/21 7:04:43 PM GMT+1","7","6","5","5","5","6","7","6","5","5","5","6","5","5","2","4","9","Yes"
"2020/01/21 7:04:57 PM GMT+1","6","4","4","4","6","5","6","2","1","2","3","5","4","1","1","1","8","Yes"
"2020/01/21 7:05:16 PM GMT+1","7","4","3","4","5","5","6","5","4","4","4","4","4","4","1","3","8","Yes"
"2020/01/21 7:06:36 PM GMT+1","5","7","5","6","7","7","8","7","5","5","7","","","7","4","7","8","No"
"2020/01/21 7:06:47 PM GMT+1","7","3","3","4","5","5","9","6","2","5","6","3","3","5","5","7","7","No"
"2020/01/21 7:06:51 PM GMT+1","8","7","7","6","6","6","8","7","6","6","5","5","5","6","4","7","9","Yes"
"2020/01/21 7:06:55 PM GMT+1","7","6","7","6","7","8","7","6","4","7","7","8","7","6","6","5","9","Yes"
"2020/01/21 7:07:03 PM GMT+1","8","5","5","4","6","6","8","7","1","4","4","5","5","4","2","2","8","No"
"2020/01/21 7:07:25 PM GMT+1","6","5","6","6","6","6","7","5","2","2","4","5","5","3","2","1","7","No"
"2020/01/21 7:09:05 PM GMT+1","7","6","5","6","5","5","8","6","5","7","4","5","5","4","4","3","7","No"
"2020/01/21 7:09:18 PM GMT+1","6","7","5","5","7","6","9","5","4","5","4","6","5","5","1","4","7","Yes"
"2020/01/21 7:11:24 PM GMT+1","7","7","6","6","6","7","9","8","6","6","3","6","","4","1","2","8","No"
"2020/01/21 7:12:20 PM GMT+1","7","3","3","4","5","5","6","5","3","3","3","5","4","2","2","1","8","Yes"
"2020/01/21 7:13:31 PM GMT+1","3","6","5","4","2","4","9","7","5","2","2","4","2","4","2","9","8","Yes"
"2020/01/21 7:13:53 PM GMT+1","7","8","6","5","7","6","9","7","3","7","5","6","6","6","5","7","7","No"
"2020/01/21 7:14:26 PM GMT+1","8","8","6","6","7","7","9","6","7","6","6","6","5","7","2","7","8","Yes"
"2020/01/21 7:14:35 PM GMT+1","4","4","4","3","3","5","5","4","3","1","1","4","4","4","1","5","6","Yes"
"2020/01/21 7:15:27 PM GMT+1","8","5","5","5","6","6","5","4","4","5","6","","","4","2","5","9","Yes"
"2020/01/21 7:15:56 PM GMT+1","8","7","8","6","6","7","9","7","4","2","2","6","5","4","1","1","7","No"
"2020/01/21 7:16:31 PM GMT+1","7","6","5","7","6","7","8","6","6","7","6","8","6","6","3","3","10","No"
"2020/01/21 7:16:38 PM GMT+1","6","6","5","4","4","5","8","4","4","4","4","","","5","4","5","6","No"
"2020/01/21 7:20:00 PM GMT+1","8","6","6","5","4","8","8","5","5","6","4","","","6","5","6","7","No"
"2020/01/21 7:20:58 PM GMT+1","8","8","7","7","8","7","8","6","3","4","4","5","4","4","2","4","8","No"
"2020/01/21 7:22:21 PM GMT+1","6","8","5","6","6","7","6","6","6","5","5","5","6","5","1","3","6","No"
"2020/01/21 7:22:38 PM GMT+1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","No"
"2020/01/21 7:24:48 PM GMT+1","9","8","8","5","4","6","10","5","1","6","6","8","6","6","10","7","10","No"
"2020/01/21 7:25:34 PM GMT+1","6","5","3","3","3","4","6","5","1","2","3","3","2","4","3","2","7","Yes"
"2020/01/21 7:27:30 PM GMT+1","8","7","5","6","6","7","9","7","1","6","7","8","","4","1","6","8","No"
"2020/01/21 7:28:24 PM GMT+1","4","6","6","6","6","7","8","5","5","5","6","5","5","5","4","4","6","No"
"2020/01/21 7:31:12 PM GMT+1","7","6","5","4","5","5","8","6","2","6","5","","","5","3","5","7","No"
"2020/01/21 7:31:56 PM GMT+1","3","2","2","3","1","2","1","3","4","2","3","2","3","2","9","2","9","Yes"
"2020/01/21 7:34:17 PM GMT+1","8","8","6","6","6","6","8","8","5","6","5","6","5","6","4","3","7","No"
"2020/01/21 7:39:20 PM GMT+1","7","6","6","4","5","5","7","6","2","3","3","4","4","4","3","5","9","Yes"
"2020/01/21 7:40:15 PM GMT+1","8","8","5","4","6","6","9","7","4","5","4","","","5","4","5","8","No"
"2020/01/21 7:40:17 PM GMT+1","7","7","6","5","6","6","8","7","5","7","5","","","5","2","3","6","No"
"2020/01/21 7:41:21 PM GMT+1","9","5","6","4","6","8","8","5","1","4","6","5","5","6","6","8","9","Yes"
"2020/01/21 7:43:54 PM GMT+1","7","7","7","7","8","7","8","7","7","7","7","7","6","6","3","6","9","Yes"
"2020/01/21 7:50:37 PM GMT+1","7","6","5","5","6","4","8","6","3","4","3","5","5","5","1","4","5","No"
"2020/01/21 7:50:43 PM GMT+1","8","6","6","6","6","6","6","6","5","4","6","4","4","5","1","2","10","Yes"
"2020/01/21 7:51:19 PM GMT+1","8","9","6","6","7","7","9","7","9","7","5","7","6","6","2","7","9","No"
"2020/01/21 7:52:45 PM GMT+1","5","2","4","3","5","5","8","5","1","5","3","6","6","3","1","1","8","Yes"
"2020/01/21 7:53:01 PM GMT+1","7","6","6","4","5","6","7","5","3","5","4","7","6","6","5","6","8","No"
"2020/01/21 7:54:40 PM GMT+1","8","7","7","6","6","6","8","7","5","5","5","","","6","2","5","7","No"
"2020/01/21 7:54:43 PM GMT+1","6","4","4","3","5","4","7","5","6","4","3","6","4","4","3","5","7","No"
"2020/01/21 7:57:04 PM GMT+1","7","5","6","6","7","6","8","7","7","5","7","","","7","7","7","8","Yes"
"2020/01/21 7:57:11 PM GMT+1","7","8","5","6","4","6","8","6","3","5","5","6","5","4","2","7","8","No"
"2020/01/21 7:57:11 PM GMT+1","7","7","6","6","5","5","7","6","3","4","3","","","6","8","2","7","Yes"
"2020/01/21 7:57:40 PM GMT+1","6","7","4","4","4","5","8","6","4","6","5","5","","5","3","4","7","No"
"2020/01/21 7:58:33 PM GMT+1","6","6","4","4","3","4","6","5","4","5","2","5","5","4","5","4","7","Yes"
"2020/01/21 8:01:28 PM GMT+1","6","7","6","5","6","7","8","6","1","8","5","","","7","4","8","7","Yes"
"2020/01/21 8:02:01 PM GMT+1","7","6","5","4","6","5","8","5","3","7","5","","","5","2","4","6","Yes"
"2020/01/21 8:02:27 PM GMT+1","6","5","5","5","5","5","6","5","6","4","4","","","5","1","1","8","No"
"2020/01/21 8:03:15 PM GMT+1","7","5","6","1","4","6","8","6","4","4","3","5","6","4","1","4","10","Yes"
"2020/01/21 8:03:27 PM GMT+1","7","6","6","5","5","6","8","7","5","5","5","5","5","6","5","4","8","No"
"2020/01/21 8:04:08 PM GMT+1","9","7","7","7","6","6","9","10","3","5","5","8","7","7","5","7","7","Yes"
"2020/01/21 8:04:45 PM GMT+1","6","8","5","6","7","7","9","6","3","5","6","6","5","5","3","4","6","No"
"2020/01/21 8:07:06 PM GMT+1","7","6","5","5","6","7","9","6","5","4","4","","","5","7","3","8","Yes"
"2020/01/21 8:09:01 PM GMT+1","8","7","5","4","5","4","8","6","3","4","4","","","4","1","3","9","No"
"2020/01/21 8:12:10 PM GMT+1","4","5","5","4","7","7","9","7","2","4","3","","","3","1","1","8","No"
"2020/01/21 8:12:23 PM GMT+1","8","7","8","7","4","7","8","7","4","5","5","","","8","6","8","9",""
"2020/01/21 8:12:57 PM GMT+1","9","7","6","7","6","7","9","7","3","4","5","6","6","7","4","7","8","Yes"
"2020/01/21 8:13:43 PM GMT+1","7","6","6","6","7","7","7","6","7","5","6","6","5","7","6","9","9","No"
"2020/01/21 8:17:00 PM GMT+1","7","5","7","7","7","7","7","7","6","4","5","5","","6","6","6","9",""
"2020/01/21 8:17:24 PM GMT+1","7","4","5","6","6","7","8","7","7","7","6","5","5","6","4","7","6","No"
"2020/01/21 8:19:08 PM GMT+1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","1","10","Yes"
"2020/01/21 8:20:56 PM GMT+1","8","8","5","6","7","6","10","8","7","3","6","8","","6","1","5","9","No"
"2020/01/21 8:21:32 PM GMT+1","6","3","2","5","3","3","8","5","1","2","2","1","3","2","1","1","6","Yes"
"2020/01/21 8:25:29 PM GMT+1","8","3","5","5","5","5","9","9","1","1","1","4","4","4","2","3","9","No"
"2020/01/21 8:26:58 PM GMT+1","7","8","6","6","6","7","9","6","6","7","7","7","6","6","5","7","8","No"
"2020/01/21 8:31:53 PM GMT+1","5","6","5","5","6","6","7","6","5","6","4","","","4","2","5","7","Yes"
"2020/01/21 8:33:04 PM GMT+1","8","9","6","5","5","6","10","8","5","5","5","7","5","7","2","8","8","No"
"2020/01/21 8:37:23 PM GMT+1","7","6","6","5","5","7","8","6","5","5","5","5","5","5","5","5","8","No"
"2020/01/21 8:40:02 PM GMT+1","8","6","5","6","6","6","6","6","5","6","5","","","5","4","7","8","No"
"2020/01/21 8:41:14 PM GMT+1","6","6","5","5","5","6","7","6","3","5","5","","","5","5","6","9","No"
"2020/01/21 8:41:32 PM GMT+1","8","7","6","7","7","7","10","6","6","7","5","","","7","3","8","8","No"
"2020/01/21 8:45:27 PM GMT+1","8","6","6","6","7","6","8","7","5","5","6","","","7","6","7","9","Yes"
"2020/01/21 8:46:53 PM GMT+1","8","6","6","5","6","7","7","6","5","6","6","7","6","6","5","6","8","No"
"2020/01/21 8:50:19 PM GMT+1","7","6","5","5","5","6","7","6","4","5","4","","","5","4","5","8","Yes"
"2020/01/21 8:53:00 PM GMT+1","5","4","5","5","5","6","8","6","4","5","5","4","4","4","1","4","6","Yes"
"2020/01/21 8:54:01 PM GMT+1","4","6","4","4","6","6","6","5","6","6","6","6","6","5","1","3","7","No"
"2020/01/21 8:58:28 PM GMT+1","7","7","5","6","6","6","8","5","4","5","4","5","","5","4","5","7","Yes"
"2020/01/21 9:01:56 PM GMT+1","7","7","6","6","6","5","7","6","6","5","5","6","6","5","1","5","8","Yes"
"2020/01/21 9:08:40 PM GMT+1","7","6","6","5","5","6","8","6","4","4","4","7","4","6","4","5","8","Yes"
"2020/01/21 9:10:06 PM GMT+1","7","8","6","6","4","7","9","7","3","7","4","6","5","7","2","6","7","Yes"
"2020/01/21 9:11:30 PM GMT+1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","Yes"
"2020/01/21 9:13:07 PM GMT+1","6","7","6","6","6","7","8","5","4","5","5","5","5","5","4","5","5","No"
"2020/01/21 9:13:21 PM GMT+1","6","8","6","6","6","5","9","8","6","7","7","8","","6","1","3","8","No"
"2020/01/21 9:13:43 PM GMT+1","7","6","4","4","3","2","7","6","4","1","3","5","2","3","1","4","6","No"
"2020/01/21 9:15:00 PM GMT+1","10","8","8","7","7","8","9","7","5","5","4","","","6","1","3","7","No"
"2020/01/21 9:19:05 PM GMT+1","5","6","6","6","6","7","8","6","4","5","6","5","5","5","4","5","7","No"
"2020/01/21 9:24:22 PM GMT+1","8","9","8","8","5","6","9","6","3","4","6","6","","5","5","7","6","No"
"2020/01/21 9:28:58 PM GMT+1","7","6","6","5","6","6","8","6","4","5","4","4","5","6","3","4","8","No"
"2020/01/21 9:30:07 PM GMT+1","5","7","5","6","4","5","9","6","4","6","4","","","4","1","5","8","No"
"2020/01/21 9:37:39 PM GMT+1","7","7","6","6","5","6","7","6","3","7","4","6","","6","5","6","8","No"
"2020/01/21 9:38:37 PM GMT+1","7","4","5","5","4","5","7","5","3","3","3","","","5","2","5","7",""
"2020/01/21 9:41:33 PM GMT+1","7","8","3","3","3","7","7","4","3","2","2","6","5","4","4","4","8","No"
"2020/01/21 9:43:51 PM GMT+1","8","7","7","6","4","7","8","6","3","5","5","6","5","6","7","8","7","Yes"
"2020/01/21 9:46:42 PM GMT+1","6","7","6","6","7","7","9","8","4","5","4","8","5","6","3","6","7","No"
"2020/01/21 9:47:23 PM GMT+1","8","8","7","8","8","8","3","5","4","6","7","6","7","6","7","6","8","Yes"
"2020/01/21 9:55:09 PM GMT+1","8","7","7","5","5","6","9","8","5","7","6","7","","6","4","4","8","No"
"2020/01/21 10:07:35 PM GMT+1","7","5","6","6","6","6","7","7","5","5","5","6","5","5","6","6","7","No"
"2020/01/21 10:19:55 PM GMT+1","5","2","4","6","6","8","9","4","3","2","3","2","2","3","1","4","8","Yes"
"2020/01/21 10:20:42 PM GMT+1","7","7","5","5","6","6","6","7","5","6","6","7","7","6","4","5","6","Yes"
"2020/01/21 10:35:16 PM GMT+1","7","8","7","7","7","8","9","7","7","7","6","8","","5","4","5","7","No"
"2020/01/21 10:36:14 PM GMT+1","3","3","3","10","6","6","7","5","6","2","9","7","6","8","5","10","3","Yes"
"2020/01/21 10:37:06 PM GMT+1","8","7","6","6","6","6","8","7","4","6","4","6","5","6","5","7","7","Yes"
"2020/01/21 10:44:00 PM GMT+1","8","7","6","7","8","8","9","8","7","7","6","8","","7","3","8","7","Yes"
"2020/01/21 10:44:47 PM GMT+1","3","4","4","4","6","7","8","5","2","5","3","5","4","4","5","2","8","No"
"2020/01/21 11:03:29 PM GMT+1","8","8","6","7","7","7","10","7","7","7","6","6","6","7","5","5","7","Yes"
"2020/01/21 11:06:54 PM GMT+1","7","6","6","6","6","7","7","6","4","6","6","6","6","6","3","7","8","No"
"2020/01/21 11:09:10 PM GMT+1","9","8","7","6","8","9","10","8","4","5","4","6","6","7","7","7","7","No"
"2020/01/21 11:09:12 PM GMT+1","4","5","4","4","4","3","7","4","1","2","2","4","4","3","1","1","8","Yes"
"2020/01/21 11:09:21 PM GMT+1","6","5","5","4","4","6","8","6","6","6","4","","","5","3","3","8","Yes"
"2020/01/21 11:11:22 PM GMT+1","7","6","4","5","8","7","8","7","4","6","4","","","4","2","4","8","No"
"2020/01/21 11:17:00 PM GMT+1","7","7","5","5","5","6","7","6","3","4","4","6","4","5","8","4","8","Yes"
"2020/01/21 11:20:37 PM GMT+1","6","5","4","4","3","4","7","6","5","4","4","4","3","3","2","2","9","No"
"2020/01/21 11:23:17 PM GMT+1","5","5","5","2","5","5","7","6","4","5","5","","","4","3","5","7","No"
"2020/01/21 11:26:44 PM GMT+1","8","7","6","7","8","9","10","7","7","6","5","5","","7","1","7","7","No"
"2020/01/21 11:28:52 PM GMT+1","6","3","5","3","4","6","7","4","4","4","5","4","4","4","3","2","6","No"
"2020/01/21 11:29:48 PM GMT+1","6","7","5","4","4","5","9","6","3","4","6","","","7","1","5","6","No"
"2020/01/21 11:31:24 PM GMT+1","7","6","5","5","3","5","8","4","2","3","3","5","3","4","5","6","8","No"
"2020/01/21 11:31:42 PM GMT+1","5","7","4","5","3","2","8","4","1","7","4","7","4","6","1","6","9","Yes"
"2020/01/21 11:43:53 PM GMT+1","8","8","9","9","10","9","9","8","7","7","7","8","6","8","2","8","8","No"
"2020/01/21 11:49:54 PM GMT+1","7","7","5","6","3","8","9","7","3","6","4","6","6","5","4","2","7","Yes"
"2020/01/22 12:04:47 AM GMT+1","6","7","6","5","4","6","8","6","5","5","5","7","7","6","6","8","7","No"
"2020/01/22 12:05:54 AM GMT+1","9","8","8","9","6","8","10","8","6","7","10","8","7","9","1","8","9","No"
"2020/01/22 12:11:44 AM GMT+1","4","6","3","5","5","5","8","6","3","5","4","5","5","4","2","3","7","No"
"2020/01/22 12:20:24 AM GMT+1","7","5","5","4","4","7","8","6","5","8","5","5","5","5","2","7","7","No"
"2020/01/22 12:46:14 AM GMT+1","6","6","6","3","4","5","6","5","2","6","2","5","4","2","5","4","7","No"
"2020/01/22 1:00:22 AM GMT+1","6","5","5","4","5","4","7","3","4","4","4","","","4","2","5","8","No"
"2020/01/22 1:00:24 AM GMT+1","8","9","7","8","6","8","9","7","7","5","5","7","6","8","1","8","9","No"
"2020/01/22 1:01:25 AM GMT+1","8","8","5","3","4","6","9","6","3","4","3","6","","3","2","5","8","No"
"2020/01/22 1:10:19 AM GMT+1","8","7","6","4","3","5","7","6","4","4","3","6","5","2","2","6","6","No"
"2020/01/22 1:18:04 AM GMT+1","8","7","6","7","7","5","8","8","6","6","7","6","6","6","5","9","7","No"
"2020/01/22 1:37:04 AM GMT+1","8","7","5","5","6","6","10","7","3","5","3","5","5","6","1","7","9","No"
"2020/01/22 1:49:02 AM GMT+1","8","5","5","6","6","5","7","5","3","4","4","","","5","1","4","7","No"
"2020/01/22 2:20:30 AM GMT+1","10","8","6","7","6","2","9","6","5","7","6","","","6","6","9","7","No"
"2020/01/22 2:29:12 AM GMT+1","7","6","6","6","5","7","9","7","1","6","6","5","5","6","1","4","6","No"
"2020/01/22 2:56:29 AM GMT+1","8","7","5","4","5","6","8","5","5","6","6","6","5","6","2","6","8","No"
"2020/01/22 2:59:05 AM GMT+1","7","8","7","6","6","7","8","7","6","6","6","7","7","7","5","7","7","No"
"2020/01/22 3:06:36 AM GMT+1","8","6","7","6","6","7","8","6","5","6","6","6","6","7","3","5","9","No"
"2020/01/22 3:15:11 AM GMT+1","6","4","6","3","7","5","9","6","8","4","4","7","5","6","5","3","8","Yes"
"2020/01/22 4:03:13 AM GMT+1","7","5","3","4","2","6","8","6","4","3","1","7","5","5","7","5","9","Yes"
"2020/01/22 4:59:02 AM GMT+1","8","6","5","5","4","6","7","6","4","4","7","","","6","4","6","7","No"
"2020/01/22 5:25:03 AM GMT+1","6","5","5","5","6","6","7","6","4","5","5","5","","4","4","4","8","No"
"2020/01/22 6:30:01 AM GMT+1","7","9","7","5","7","6","8","7","6","4","5","7","6","5","5","3","7","Yes"
"2020/01/22 7:21:52 AM GMT+1","6","7","6","5","4","5","8","6","4","5","4","6","5","5","4","4","7","Yes"
"2020/01/22 8:11:52 AM GMT+1","6","7","4","4","4","2","7","6","4","5","4","","","6","6","5","8","No"
"2020/01/22 8:22:33 AM GMT+1","6","1","6","3","7","8","9","7","6","7","6","7","6","4","3","3","7","No"
"2020/01/22 8:25:00 AM GMT+1","7","6","7","5","4","6","7","4","4","5","5","6","6","5","1","4","7","No"
"2020/01/22 8:33:52 AM GMT+1","5","3","3","10","5","5","7","6","4","1","10","3","5","6","1","10","2","Yes"
"2020/01/22 9:05:11 AM GMT+1","9","6","4","3","3","6","6","5","4","2","2","4","3","4","1","5","4","No"
"2020/01/22 9:13:37 AM GMT+1","5","6","5","5","4","6","8","3","4","6","5","6","5","6","4","5","7","Yes"
"2020/01/22 9:47:09 AM GMT+1","5","5","7","7","4","6","8","7","2","2","5","5","5","4","1","1","6","No"
"2020/01/22 9:59:43 AM GMT+1","6","6","6","5","6","6","7","7","6","6","6","6","","6","5","6","8","Yes"
"2020/01/22 10:25:38 AM GMT+1","6","4","3","4","6","6","8","4","1","4","3","","","4","1","3","8","No"
"2020/01/22 10:47:14 AM GMT+1","5","7","4","4","4","5","6","5","4","3","4","6","5","4","1","4","7","Yes"
"2020/01/22 11:13:17 AM GMT+1","6","4","4","5","5","5","6","2","5","7","5","7","4","5","3","4","6","No"
"2020/01/22 11:57:37 AM GMT+1","6","6","7","6","5","5","10","5","1","5","4","","","4","1","4","4","No"
"2020/01/22 12:04:29 PM GMT+1","10","6","6","7","8","4","9","7","2","3","4","","","6","1","8","10","No"
"2020/01/22 1:19:02 PM GMT+1","8","7","5","5","5","5","6","5","5","6","4","","","5","3","4","7","Yes"
"2020/01/22 2:00:08 PM GMT+1","8","7","6","6","5","5","9","5","2","6","4","5","5","6","5","5","7","No"
"2020/01/22 2:16:04 PM GMT+1","7","6","5","5","8","6","5","5","3","6","7","","","5","3","5","9","Yes"
"2020/01/22 2:34:22 PM GMT+1","8","7","6","7","6","6","8","7","5","7","6","6","","5","6","8","8","No"
"2020/01/22 2:51:35 PM GMT+1","7","7","4","4","3","5","8","6","4","4","3","","","6","6","4","8","No"
"2020/01/22 3:56:11 PM GMT+1","6","8","5","5","4","4","9","4","3","6","5","","","6","1","5","8","No"
"2020/01/22 6:00:39 PM GMT+1","7","7","6","6","6","6","8","5","4","5","4","5","4","4","1","4","8","Yes"
"2020/01/22 7:23:23 PM GMT+1","6","7","6","7","6","6","8","8","5","7","6","7","5","5","2","4","9","No"