"Timestamp","De Gea","Williams","Maguire","Lindelof","Fosu Mensah","Matic","Pogba","Bruno","Rashford","Greenwood","Martial","Wan Bissaka","Team Performance","Final Result","Ole","West Ham","Did the ref do a good job?"
"2020/07/25 12:53:21 AM GMT+2","6","3","7","7","4","5","3","6","4","6","6","6","4","1","2","1","No"
"2020/07/25 12:53:42 AM GMT+2","7","4","5","5","7","4","5","5","3","8","8","7","5","2","3","4","Yes"
"2020/07/25 12:53:54 AM GMT+2","7","4","5","7","4","5","4","5","6","7","6","6","5","4","6","3","Yes"
"2020/07/25 12:55:02 AM GMT+2","7","5","5","6","3","4","5","5","6","8","8","7","5","5","5","7","No"
"2020/07/25 12:55:35 AM GMT+2","5","5","8","7","5","5","3","6","5","8","7","8","7","6","7","6","No"
"2020/07/25 12:56:17 AM GMT+2","8","7","7","6","7","6","5","6","7","10","8","9","7","6","4","7","No"
"2020/07/25 12:57:56 AM GMT+2","8","6","6","7","6","7","4","6","6","7","7","7","6","6","5","6","Yes"
"2020/07/25 12:58:50 AM GMT+2","7","7","7","7","8","8","6","7","7","9","8","8","6","4","5","8","Yes"
"2020/07/25 12:59:37 AM GMT+2","7","7","8","8","5","5","6","6","5","8","8","9","7","7","6","6","Yes"
"2020/07/25 12:59:51 AM GMT+2","6","4","5","5","4","6","5","5","5","7","7","7","5","5","5","7","Yes"
"2020/07/25 12:59:54 AM GMT+2","7","8","7","5","4","7","7","8","8","8","8","8","5","6","4","7","Yes"
"2020/07/25 12:59:59 AM GMT+2","6","7","6","7","7","7","6","7","6","8","7","7","5","5","8","8","No"
"2020/07/25 1:00:13 AM GMT+2","7","4","7","7","4","5","5","6","7","7","7","7","6","5","7","6","No"
"2020/07/25 1:00:47 AM GMT+2","8","6","8","8","6","8","6","7","7","9","9","9","8","8","7","8","Yes"
"2020/07/25 1:02:50 AM GMT+2","8","7","7","7","5","6","8","7","7","9","6","8","7","6","7","7","Yes"
"2020/07/25 1:03:14 AM GMT+2","7","6","8","8","5","7","5","6","7","8","7","8","6","6","7","8","Yes"
"2020/07/25 1:05:30 AM GMT+2","8","4","7","7","5","7","6","6","6","8","8","8","6","6","7","5","No"
"2020/07/25 1:07:22 AM GMT+2","6","5","6","6","4","6","5","5","4","7","6","6","5","6","7","6","Yes"
"2020/07/25 1:07:25 AM GMT+2","5","1","5","5","1","5","2","2","1","10","6","10","4","3","1","8","No"
"2020/07/25 1:07:32 AM GMT+2","7","6","7","6","6","7","6","6","4","7","7","7","6","7","6","8","Yes"
"2020/07/25 1:13:03 AM GMT+2","8","6","7","7","5","5","3","5","4","7","7","7","5","6","7","7","No"
"2020/07/25 1:16:45 AM GMT+2","6","5","6","6","5","6","5","6","4","7","6","6","6","5","6","4","Yes"
"2020/07/25 1:17:58 AM GMT+2","8","6","6","6","4","8","7","9","8","10","9","5","5","7","5","5","No"
"2020/07/25 1:18:20 AM GMT+2","7","5","6","6","3","6","4","7","5","9","8","8","7","8","6","7","Yes"
"2020/07/25 1:19:19 AM GMT+2","7","2","6","6","2","8","3","5","6","7","5","7","5","7","4","6","Yes"
"2020/07/25 1:20:33 AM GMT+2","6","5","6","6","5","5","6","5","4","7","6","6","3","3","5","6","Yes"
"2020/07/25 1:25:17 AM GMT+2","6","3","7","7","5","6","5","5","4","8","7","6","4","3","5","9","Yes"
"2020/07/25 1:25:57 AM GMT+2","8","5","8","6","6","5","5","6","6","8","6","6","6","7","7","7","Yes"
"2020/07/25 1:28:52 AM GMT+2","8","7","6","5","5","8","9","8","6","7","6","6","8","7","7","8","No"
"2020/07/25 1:29:19 AM GMT+2","8","6","7","8","5","7","6","6","6","9","8","7","6","7","8","6","Yes"
"2020/07/25 1:32:26 AM GMT+2","7","7","7","6","6","7","7","8","7","8","7","6","7","5","7","6","Yes"
"2020/07/25 1:36:23 AM GMT+2","7","5","6","7","6","8","5","6","6","8","9","7","6","6","6","7","Yes"
"2020/07/25 1:38:32 AM GMT+2","7","3","5","5","4","3","3","3","3","7","5","5","3","4","4","5","Yes"
"2020/07/25 1:38:40 AM GMT+2","1","1","1","1","1","2","1","2","1","10","10","7","4","6","1","7","No"
"2020/07/25 1:39:52 AM GMT+2","6","2","7","6","5","5","4","4","4","6","6","5","5","5","5","5","Yes"
"2020/07/25 1:43:30 AM GMT+2","7","6","8","7","8","7","5","5","5","8","7","7","6","5","4","8","Yes"
"2020/07/25 1:43:58 AM GMT+2","8","6","7","7","4","7","5","6","5","6","6","7","5","6","8","9","Yes"
"2020/07/25 1:43:59 AM GMT+2","8","7","8","6","7","6","4","4","6","5","9","7","5","6","6","6","Yes"
"2020/07/25 1:44:10 AM GMT+2","6","5","6","6","6","5","4","6","4","5","8","6","4","5","5","7","Yes"
"2020/07/25 1:47:36 AM GMT+2","6","5","5","5","4","5","4","5","4","8","6","6","5","3","6","7","Yes"
"2020/07/25 1:49:23 AM GMT+2","5","7","7","7","5","7","7","7","7","7","7","7","7","6","4","4","No"
"2020/07/25 1:50:08 AM GMT+2","7","6","9","7","5","8","3","5","4","10","6","8","4","2","7","7","Yes"
"2020/07/25 1:50:20 AM GMT+2","8","3","5","5","8","1","6","5","5","9","9","7","4","1","3","8","No"
"2020/07/25 1:52:58 AM GMT+2","7","3","7","6","5","5","4","4","3","7","7","7","5","5","6","7","Yes"
"2020/07/25 1:54:01 AM GMT+2","7","2","7","7","5","8","7","8","4","7","8","7","7","","8","6","Yes"
"2020/07/25 1:54:34 AM GMT+2","7","4","7","5","5","7","3","5","6","7","6","6","5","4","4","7","Yes"
"2020/07/25 1:57:05 AM GMT+2","6","3","7","7","3","6","5","5","4","8","8","6","5","5","5","8","Yes"
"2020/07/25 1:57:16 AM GMT+2","6","6","6","6","4","6","5","5","6","7","6","5","5","5","4","5","Yes"
"2020/07/25 1:58:51 AM GMT+2","8","5","7","6","6","6","6","6","5","8","7","5","6","6","7","7","Yes"
"2020/07/25 2:02:32 AM GMT+2","7","5","8","8","6","4","5","7","6","7","7","8","7","5","9","5","Yes"
"2020/07/25 2:02:55 AM GMT+2","6","6","7","7","7","6","5","6","7","8","6","8","6","6","5","6","No"
"2020/07/25 2:03:27 AM GMT+2","6","5","7","6","6","8","4","6","5","9","8","6","4","4","7","9","Yes"
"2020/07/25 2:05:19 AM GMT+2","6","5","6","6","5","5","6","6","6","7","7","7","5","5","5","4","No"
"2020/07/25 2:09:41 AM GMT+2","7","5","7","8","4","7","4","5","5","7","6","5","3","3","7","7","Yes"
"2020/07/25 2:11:37 AM GMT+2","6","6","7","1","6","3","4","4","4","8","7","1","1","1","2","1","No"
"2020/07/25 2:13:20 AM GMT+2","8","7","8","8","6","8","7","7","7","9","8","9","7","6","7","7","Yes"
"2020/07/25 2:17:17 AM GMT+2","6","5","6","6","5","6","4","5","4","8","7","6","5","4","2","7","No"
"2020/07/25 2:24:59 AM GMT+2","7","5","5","5","5","4","4","6","5","8","7","8","6","3","7","8","No"
"2020/07/25 2:25:16 AM GMT+2","5","5","5","5","4","6","1","5","2","8","7","6","4","2","2","5","Yes"
"2020/07/25 2:25:35 AM GMT+2","5","4","7","4","2","4","2","3","2","6","4","6","3","1","4","5","No"
"2020/07/25 2:25:47 AM GMT+2","7","7","7","7","7","7","7","8","8","9","7","7","7","6","6","7","Yes"
"2020/07/25 2:32:06 AM GMT+2","7","1","6","8","5","7","5","6","6","8","8","6","6","4","5","8","Yes"
"2020/07/25 2:33:29 AM GMT+2","7","5","6","6","4","9","3","5","5","10","9","7","5","5","9","8","Yes"
"2020/07/25 2:33:57 AM GMT+2","6","4","6","6","6","6","5","6","6","7","6","5","5","4","4","7","No"
"2020/07/25 2:34:44 AM GMT+2","9","6","6","6","5","6","3","6","5","8","7","7","6","7","4","8","Yes"
"2020/07/25 2:35:13 AM GMT+2","6","4","6","7","3","5","1","5","5","6","6","6","4","1","4","2","No"
"2020/07/25 2:38:39 AM GMT+2","6","3","4","5","5","6","2","3","6","8","7","7","4","4","4","6","Yes"
"2020/07/25 2:43:58 AM GMT+2","6","4","6","5","5","3","5","3","2","7","6","6","5","5","6","8","No"
"2020/07/25 2:46:29 AM GMT+2","7","4","8","6","4","5","5","4","5","6","6","7","5","5","6","5","Yes"
"2020/07/25 2:47:40 AM GMT+2","6","5","6","6","4","5","1","6","4","7","6","6","5","3","5","7","No"
"2020/07/25 2:48:05 AM GMT+2","6","6","5","5","6","4","4","7","7","7","5","7","5","5","5","6","Yes"
"2020/07/25 2:49:08 AM GMT+2","6","4","4","5","4","3","6","5","5","7","6","6","5","6","5","5","No"
"2020/07/25 2:50:24 AM GMT+2","6","6","6","6","6","6","6","6","6","8","7","6","6","5","6","7",""
"2020/07/25 2:52:26 AM GMT+2","7","5","5","6","6","7","4","6","7","8","7","6","6","4","5","6","Yes"
"2020/07/25 2:53:29 AM GMT+2","6","5","6","6","5","6","5","6","5","7","6","5","6","6","6","3","Yes"
"2020/07/25 2:54:00 AM GMT+2","6","3","4","6","5","6","6","5","5","7","6","6","5","4","5","7","No"
"2020/07/25 2:54:31 AM GMT+2","6","6","7","6","6","5","1","5","4","8","7","7","5","4","5","7","Yes"
"2020/07/25 2:57:14 AM GMT+2","5","6","5","4","4","6","4","6","6","8","8","6","5","5","7","3","Yes"
"2020/07/25 3:03:48 AM GMT+2","7","5","5","5","6","6","6","6","6","7","7","6","6","4","6","7","Yes"
"2020/07/25 3:04:03 AM GMT+2","10","8","7","6","7","5","3","8","8","9","7","6","6","5","8","4","Yes"
"2020/07/25 3:13:06 AM GMT+2","6","3","6","6","4","4","4","5","4","7","6","6","4","4","5","7","Yes"
"2020/07/25 3:13:47 AM GMT+2","7","6","6","6","6","5","6","5","6","8","7","5","6","5","6","7","Yes"
"2020/07/25 3:16:43 AM GMT+2","6","5","6","5","5","4","1","5","4","7","6","6","5","7","6","5","No"
"2020/07/25 3:17:33 AM GMT+2","7","5","7","7","5","7","5","7","6","9","8","6","7","6","8","5","No"
"2020/07/25 3:18:05 AM GMT+2","6","5","5","5","3","6","5","5","5","8","6","7","4","7","6","8","Yes"
"2020/07/25 3:19:20 AM GMT+2","9","7","7","7","5","8","5","7","7","9","8","8","7","7","9","9","Yes"
"2020/07/25 3:21:18 AM GMT+2","8","8","8","8","5","7","6","6","6","9","8","7","7","6","6","6","No"
"2020/07/25 3:22:18 AM GMT+2","6","4","6","6","4","4","6","5","5","7","6","7","4","4","5","7","Yes"
"2020/07/25 3:24:16 AM GMT+2","6","5","5","4","5","5","4","5","5","6","5","6","5","5","4","6","No"
"2020/07/25 3:25:13 AM GMT+2","6","2","7","7","3","4","3","3","2","8","7","5","3","4","6","6","Yes"
"2020/07/25 3:25:45 AM GMT+2","8","4","7","6","5","6","3","5","6","7","7","6","5","2","5","7","Yes"
"2020/07/25 3:26:53 AM GMT+2","6","5","7","6","5","5","5","5","4","7","7","6","4","5","6","6","Yes"
"2020/07/25 3:32:50 AM GMT+2","6","4","6","6","4","5","4","5","5","6","6","6","5","5","4","5","Yes"
"2020/07/25 3:34:16 AM GMT+2","5","6","6","6","5","1","5","5","1","6","5","6","4","1","3","5","No"
"2020/07/25 3:48:12 AM GMT+2","8","5","7","7","6","6","6","6","6","7","7","6","5","5","5","8","Yes"
"2020/07/25 3:50:07 AM GMT+2","4","6","6","6","5","7","3","7","6","8","7","7","6","5","9","6","Yes"
"2020/07/25 3:57:49 AM GMT+2","6","5","6","6","5","6","5","5","4","7","7","7","4","4","4","6",""
"2020/07/25 3:57:54 AM GMT+2","7","5","7","6","5","7","5","5","5","8","7","6","6","4","6","8","Yes"
"2020/07/25 4:05:30 AM GMT+2","6","4","6","6","5","4","5","5","5","7","6","6","4","4","4","5","Yes"
"2020/07/25 4:08:51 AM GMT+2","7","2","6","6","3","5","1","4","3","6","7","7","4","5","4","8","Yes"
"2020/07/25 4:24:22 AM GMT+2","8","7","7","7","5","6","6","6","7","9","9","7","5","5","5","4","Yes"
"2020/07/25 4:24:26 AM GMT+2","8","6","6","7","7","7","7","7","6","6","7","6","5","5","6","6","Yes"
"2020/07/25 4:25:46 AM GMT+2","6","2","4","4","2","4","5","5","6","6","5","5","4","2","5","5","Yes"
"2020/07/25 4:25:47 AM GMT+2","8","6","6","7","6","6","5","6","5","8","7","5","5","2","4","5","Yes"
"2020/07/25 4:34:08 AM GMT+2","6","5","4","5","4","5","3","6","5","7","5","5","3","4","3","5","Yes"
"2020/07/25 4:52:30 AM GMT+2","3","6","6","6","4","7","5","6","7","8","8","7","7","8","7","5","Yes"
"2020/07/25 4:54:54 AM GMT+2","5","4","5","6","5","6","4","5","5","7","7","7","5","3","7","7","Yes"
"2020/07/25 5:00:05 AM GMT+2","6","5","6","6","5","6","5","6","4","7","6","","5","5","5","7","Yes"
"2020/07/25 5:08:56 AM GMT+2","5","6","6","6","8","4","5","7","8","9","7","7","6","4","6","7","No"
"2020/07/25 5:16:44 AM GMT+2","7","4","8","6","5","5","4","4","6","7","7","6","6","6","5","8","Yes"
"2020/07/25 5:17:34 AM GMT+2","6","4","6","5","4","4","4","3","3","6","3","5","2","3","3","5","Yes"
"2020/07/25 5:19:23 AM GMT+2","7","6","7","7","8","6","9","7","8","7","7","8","7","6","6","9","No"
"2020/07/25 5:20:58 AM GMT+2","8","7","7","6","5","8","4","6","6","8","7","6","7","3","6","5","Yes"
"2020/07/25 5:22:13 AM GMT+2","7","5","6","7","5","6","6","5","6","8","7","6","5","4","2","7","Yes"
"2020/07/25 5:29:30 AM GMT+2","8","6","7","7","7","6","5","7","5","9","8","8","7","7","9","9","Yes"
"2020/07/25 5:36:20 AM GMT+2","6","5","6","6","5","7","5","6","5","8","8","7","6","5","7","7","Yes"
"2020/07/25 5:38:33 AM GMT+2","2","3","5","7","4","7","5","7","5","7","7","7","5","5","6","8","Yes"
"2020/07/25 5:47:10 AM GMT+2","7","1","8","8","3","9","1","8","3","9","9","8","4","6","3","9","Yes"
"2020/07/25 5:50:17 AM GMT+2","1","5","6","6","5","5","4","5","5","7","6","6","3","1","5","7","Yes"
"2020/07/25 5:55:09 AM GMT+2","5","4","5","6","6","5","5","6","6","7","8","5","4","2","5","6","Yes"
"2020/07/25 5:56:32 AM GMT+2","7","7","7","8","7","8","6","8","8","9","7","7","6","5","7","7","Yes"
"2020/07/25 5:56:59 AM GMT+2","7","5","7","7","5","6","5","5","5","7","7","7","5","5","4","6","Yes"
"2020/07/25 6:00:25 AM GMT+2","6","5","4","5","3","5","6","4","6","7","5","5","4","5","5","8","Yes"
"2020/07/25 6:03:28 AM GMT+2","8","5","7","6","5","6","4","5","5","8","7","6","5","5","5","7","Yes"
"2020/07/25 6:08:16 AM GMT+2","6","5","7","7","6","7","6","7","5","7","8","5","6","6","5","9","Yes"
"2020/07/25 6:10:40 AM GMT+2","7","7","8","7","6","7","6","6","6","8","8","7","6","7","7","8","Yes"
"2020/07/25 6:18:46 AM GMT+2","7","5","7","7","3","6","4","6","5","8","7","7","6","5","6","","Yes"
"2020/07/25 6:19:42 AM GMT+2","7","6","8","8","5","7","6","6","6","8","7","8","6","5","6","6","Yes"
"2020/07/25 6:20:47 AM GMT+2","7","6","8","7","6","8","5","5","5","8","7","8","6","5","5","6","Yes"
"2020/07/25 6:30:32 AM GMT+2","7","5","5","5","4","4","4","5","4","7","6","5","4","4","5","7","Yes"
"2020/07/25 6:41:35 AM GMT+2","8","5","7","4","1","2","1","3","2","8","7","7","3","3","5","8","Yes"
"2020/07/25 6:46:18 AM GMT+2","6","6","7","7","6","6","5","6","6","8","7","7","6","6","6","7","Yes"
"2020/07/25 7:01:32 AM GMT+2","7","5","6","6","4","5","5","5","4","7","7","5","3","2","3","2","No"
"2020/07/25 7:10:30 AM GMT+2","7","5","6","6","6","5","6","6","6","8","7","7","6","5","6","6","Yes"
"2020/07/25 7:14:45 AM GMT+2","4","3","5","4","3","6","1","5","4","6","2","6","4","4","5","4","No"
"2020/07/25 7:25:35 AM GMT+2","9","7","9","8","6","7","6","8","8","10","9","9","7","8","8","7","Yes"
"2020/07/25 7:41:00 AM GMT+2","6","6","6","6","6","6","4","5","4","7","7","6","4","4","6","8","Yes"
"2020/07/25 7:46:29 AM GMT+2","6","8","6","7","8","8","1","7","7","9","7","7","6","7","5","9","No"
"2020/07/25 7:47:26 AM GMT+2","6","6","6","6","5","6","6","6","7","8","7","6","6","4","3","6","No"
"2020/07/25 7:51:19 AM GMT+2","7","4","6","7","4","5","5","6","5","8","6","7","5","5","6","6","Yes"
"2020/07/25 8:05:21 AM GMT+2","7","2","7","7","4","5","4","5","3","8","8","5","6","7","5","","Yes"
"2020/07/25 8:06:46 AM GMT+2","7","6","7","7","5","6","2","5","6","8","6","8","5","5","6","6","Yes"
"2020/07/25 8:11:42 AM GMT+2","4","4","7","8","3","6","2","3","3","8","8","7","4","4","5","4","Yes"
"2020/07/25 8:20:11 AM GMT+2","5","4","4","4","4","3","1","4","5","6","5","5","4","1","4","7","No"
"2020/07/25 8:22:31 AM GMT+2","7","6","7","7","6","7","7","7","5","8","8","7","6","6","6","6","Yes"
"2020/07/25 8:27:46 AM GMT+2","7","5","5","5","5","7","7","7","7","9","8","6","6","7","7","7","Yes"
"2020/07/25 8:46:10 AM GMT+2","6","5","6","6","5","5","4","5","6","6","6","6","4","5","5","5","Yes"
"2020/07/25 9:01:49 AM GMT+2","7","6","8","6","5","7","6","5","4","7","6","7","5","4","5","4","Yes"
"2020/07/25 9:08:50 AM GMT+2","5","4","7","7","6","3","4","5","5","7","6","5","4","2","1","6","Yes"
"2020/07/25 9:27:34 AM GMT+2","7","4","7","7","5","5","3","4","6","8","7","6","5","6","6","6","No"
"2020/07/25 9:28:55 AM GMT+2","6","6","6","6","6","6","4","5","6","7","7","6","5","4","2","6","Yes"
"2020/07/25 9:31:42 AM GMT+2","6","3","6","6","5","6","4","6","6","8","7","6","5","5","6","7","Yes"
"2020/07/25 9:32:48 AM GMT+2","7","4","7","6","5","6","5","5","4","7","7","7","5","6","4","7","Yes"
"2020/07/25 9:34:16 AM GMT+2","6","4","7","7","4","5","3","6","4","7","6","6","5","7","7","6","Yes"
"2020/07/25 9:44:01 AM GMT+2","7","4","6","5","5","5","5","4","4","7","6","6","4","2","4","5","No"
"2020/07/25 9:52:22 AM GMT+2","6","4","7","6","5","5","3","4","4","7","5","6","5","5","5","5","No"
"2020/07/25 9:54:57 AM GMT+2","7","5","7","7","6","6","3","6","6","8","7","7","4","3","3","6","Yes"
"2020/07/25 10:04:57 AM GMT+2","6","3","8","7","5","4","4","4","4","6","5","5","4","5","5","8","No"
"2020/07/25 10:09:24 AM GMT+2","6","4","6","6","6","5","5","6","6","7","7","6","6","6","4","6","Yes"
"2020/07/25 10:21:05 AM GMT+2","7","5","6","8","6","7","7","6","7","9","7","8","7","6","8","9","Yes"
"2020/07/25 10:21:48 AM GMT+2","8","6","6","6","6","7","6","7","7","8","8","6","6","7","6","8","No"
"2020/07/25 10:22:21 AM GMT+2","9","7","9","8","6","6","8","5","5","6","6","7","8","6","7","7","No"
"2020/07/25 10:37:48 AM GMT+2","7","6","7","7","6","6","6","7","7","7","8","7","6","4","7","5","No"
"2020/07/25 10:42:44 AM GMT+2","6","5","6","6","5","6","4","5","5","7","6","6","3","5","5","5",""
"2020/07/25 10:43:49 AM GMT+2","7","3","5","5","2","5","4","4","4","7","5","7","5","3","3","6","Yes"
"2020/07/25 10:50:49 AM GMT+2","8","6","7","8","6","6","5","7","7","8","8","8","6","5","6","7","Yes"
"2020/07/25 10:55:49 AM GMT+2","8","6","7","7","6","6","5","7","8","9","9","7","7","6","9","6","No"
"2020/07/25 11:03:34 AM GMT+2","7","6","7","7","5","6","6","6","5","8","7","8","6","6","6","7","No"
"2020/07/25 11:19:04 AM GMT+2","6","6","6","6","5","6","5","6","5","8","8","6","5","5","7","6",""
"2020/07/25 11:36:07 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/07/25 11:40:52 AM GMT+2","8","6","7","8","5","7","6","7","6","9","9","9","6","6","7","7","Yes"
"2020/07/25 11:45:35 AM GMT+2","9","6","9","10","7","6","6","7","6","8","8","7","6","7","7","4","Yes"
"2020/07/25 11:47:40 AM GMT+2","6","1","5","5","4","4","4","5","4","7","6","6","5","4","5","8","Yes"
"2020/07/25 11:51:35 AM GMT+2","6","6","5","6","4","6","5","7","6","8","7","7","5","5","6","6","Yes"
"2020/07/25 11:56:31 AM GMT+2","7","4","6","5","4","7","6","6","5","7","7","6","5","4","4","5","Yes"
"2020/07/25 12:00:23 PM GMT+2","6","3","5","5","5","4","4","5","4","7","6","6","4","2","4","6","Yes"
"2020/07/25 12:00:41 PM GMT+2","8","4","7","7","6","6","6","6","6","7","7","7","4","8","6","7","Yes"
"2020/07/25 12:00:55 PM GMT+2","7","5","6","6","6","6","5","5","5","7","7","6","6","4","4","5","No"
"2020/07/25 12:03:01 PM GMT+2","8","5","8","7","5","7","6","6","7","8","7","7","6","5","6","6","No"
"2020/07/25 12:49:56 PM GMT+2","6","4","6","5","3","4","3","5","4","7","7","6","6","4","4","6","Yes"
"2020/07/25 12:53:45 PM GMT+2","6","5","6","6","6","6","6","6","6","10","6","6","6","1","10","1","Yes"
"2020/07/25 1:02:39 PM GMT+2","3","1","3","10","3","6","4","6","5","5","2","4","4","3","10","3","No"
"2020/07/25 1:21:06 PM GMT+2","6","4","4","4","4","6","6","5","5","7","7","6","4","4","5","7","No"
"2020/07/25 1:21:20 PM GMT+2","7","5","6","6","1","4","6","6","8","8","7","7","7","5","7","6","Yes"
"2020/07/25 1:31:34 PM GMT+2","6","6","7","6","6","6","5","6","6","8","6","6","5","5","5","7","Yes"
"2020/07/25 1:37:49 PM GMT+2","7","4","7","6","3","5","4","5","4","8","7","7","5","4","5","6","Yes"
"2020/07/25 1:48:35 PM GMT+2","5","2","5","5","4","4","1","5","4","8","4","6","4","3","5","6","No"
"2020/07/25 1:50:33 PM GMT+2","7","5","7","7","4","6","6","6","6","8","8","8","6","4","6","6","Yes"
"2020/07/25 2:03:30 PM GMT+2","6","5","7","7","6","7","5","7","5","7","7","7","6","2","6","8","Yes"
"2020/07/25 2:04:26 PM GMT+2","6","5","8","7","5","6","6","5","5","8","7","8","6","6","6","7","Yes"
"2020/07/25 2:06:13 PM GMT+2","6","6","6","6","4","8","1","8","7","9","7","7","6","1","6","7","No"
"2020/07/25 2:30:16 PM GMT+2","7","5","7","7","8","7","3","4","6","9","8","6","5","6","5","8","No"
"2020/07/25 2:49:58 PM GMT+2","5","2","6","5","6","7","3","6","5","10","10","4","5","2","10","5","No"
"2020/07/25 2:59:33 PM GMT+2","7","4","6","5","3","4","3","3","2","7","6","5","5","5","4","8","Yes"
"2020/07/25 3:08:04 PM GMT+2","7","6","7","5","6","6","4","5","5","8","7","7","6","4","5","8","Yes"
"2020/07/25 3:37:07 PM GMT+2","6","4","6","6","5","6","5","5","6","6","6","6","5","5","4","7","Yes"
"2020/07/25 3:38:50 PM GMT+2","7","5","5","5","5","6","5","6","3","7","6","5","5","3","4","6","No"
"2020/07/25 4:12:27 PM GMT+2","3","6","6","6","6","6","6","6","6","7","7","6","5","4","4","7","Yes"
"2020/07/25 4:29:20 PM GMT+2","7","6","7","7","5","6","5","6","6","8","6","7","5","6","6","7","Yes"
"2020/07/25 4:53:57 PM GMT+2","7","5","6","6","5","4","4","6","3","8","7","5","6","6","6","7",""
"2020/07/25 5:11:51 PM GMT+2","6","4","5","5","4","4","6","5","5","6","6","6","6","6","5","6","Yes"
"2020/07/25 5:48:58 PM GMT+2","6","5","7","6","6","6","6","6","6","7","7","7","6","6","6","6",""
"2020/07/25 5:52:24 PM GMT+2","4","4","5","5","5","6","6","6","7","7","6","7","5","6","4","7","No"
"2020/07/25 5:56:56 PM GMT+2","6","5","6","6","4","5","6","6","5","7","7","6","5","5","6","8","Yes"
"2020/07/25 6:04:32 PM GMT+2","6","4","5","5","4","4","3","4","3","7","6","6","4","5","6","7","Yes"
"2020/07/25 6:09:17 PM GMT+2","6","5","7","7","6","5","5","4","5","7","7","6","5","5","4","6","No"
"2020/07/25 6:21:37 PM GMT+2","7","5","6","7","6","6","4","6","7","8","8","6","6","4","10","6","No"
"2020/07/25 7:23:08 PM GMT+2","8","5","7","7","4","6","6","5","6","8","7","7","6","3","6","6","Yes"
"2020/07/25 7:28:26 PM GMT+2","5","5","6","6","5","6","4","5","5","6","6","5","6","4","5","4","Yes"
"2020/07/25 7:41:41 PM GMT+2","8","6","7","7","5","6","5","6","5","8","6","7","4","6","4","6","Yes"
"2020/07/25 8:22:33 PM GMT+2","7","5","7","6","5","7","6","7","6","6","7","7","5","2","6","8","Yes"
"2020/07/25 9:29:28 PM GMT+2","5","3","4","5","4","5","5","5","6","7","6","4","4","2","6","6","Yes"